sentence1,sentence2,similarity
thai opposition announces election boycott,several sheep grazing in the field .,0.049791507
The squirrel is running in circles,Three boys are carefully walking on rocks along a river,0.05084482
beijing 's aircraft carrier returns from south china sea,There is no guy mowing the lawn,0.051892634
The muscular man is dancing and the man behind him is wearing green beads,8 soldiers killed in bomb attack in NW Pakistan,0.052918646
"users will be the losers , with employees , and european competitiveness and growth régresseront .",in july 2006 jordanian prime minister maaruf bakhit stated that-- raghdad hussein and family were living under the protection of king abdullah ii .,0.053963345
a nuclear weapon explodes in a desert .,"oracle shares fell 27 cents , or 2 percent , to $ 13.09 .",0.054987736
A woman is picking a can,A boy is running through the sea at the beach,0.05601263
A boy is running through the sea at the beach,government of canada supports montréal women leading change,0.057056516
two brown dogs running through water .,a man in an oversized shirt sits at a shop,0.05808626
2 police killed in eastern afghan explosion,a cruise ship docked at a coast .,0.059137836
a brown horse grazing in a field of green grass .,Two women are wearing bikinis and are walking on the sand,0.06016694
A guy is mowing the lawn,"nevada is where the most women smoke , 28 percent .",0.06118395
A grey dog is jumping toward a black and white dog in the snow,The woman is not frying a breaded pork chop,0.06222724
A boy is running through the sea at the beach,"let me share my opinion as ukrainian citizen , from kharkiv , eastern ukraine .",0.06326261
Two men are boxing,rss and reddit co-developper aaron swartz commits suicide,0.06431067
a dog is running through the ocean .,several hikers rest with their gear in front of a mountain .,0.06535511
8 soldiers killed in bomb attack in NW Pakistan,A woman is dancing beautifully in a cage,0.06637595
two found dead in swimming pool at essex hotel,algeria mounts military operation to rescue al qaeda hostages,0.06743914
The man is lying naked near a surfboard,us drone kills six militants in pakistan : officials,0.06844817
Two children are playing in the surf,A walker is in a hat store for men,0.06948307
poverty stats doubt modi 's development claims,a dog jumps into a backyard pool .,0.070523836
but american troops will not shrink from mounting raids in the locations of their foes that can be pinpointed .,A small monkey is walking through water,0.07155032
a military aircraft that drops bombs during flight .,carlson on tuesday said he would not recuse himself from the case .,0.07258628
Several swimmers are dashing into the water,There is no woman peeling a potato,0.073636256
several sheep grazing in the field .,"kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed .",0.07467343
Someone is stirring food in the water,Some horses are resting on the green grass,0.07569258
he was arrested tuesday night at a northwest atlanta tire shop after a national manhunt .,Three boys are carefully walking on rocks along a river,0.07673904
A man is singing and walking down the road,algeria mounts military operation to rescue al qaeda hostages,0.0777702
a surfer on a wave .,myanmar government stated myanmar is on track to be drug-free by 2014 .,0.07881141
A girl dressed in purple and blue is slowly walking beside her bike at night,Two tan dogs play in the snow.,0.07984933
two poodles are running through the snow .,The man is lowering barbells,0.08089018
penn state football players react to sanctions,A man is walking slowly across a rope bridge,0.081917904
boy scouts delay decision on admitting gays,A woman is placing a bowl with a crack near an egg,0.08295487
penn state football players react to sanctions,A man is cutting a rope with a sword,0.083972305
There is no guy mowing the lawn,other operators would also refer to the nature of the czech market .,0.085028835
"kinship care & siblings : after # fostercare yrs , a woman becomes a role model for her sisters",A man in a white hat is playing guitar on stage,0.08605771
A dog is chasing a ball on the grass,two women watching the street with their bikes to see when they may cross .,0.08710135
two poodles are running through the snow .,The man is not chopping a tree trunk with an axe,0.08813832
No person is hiking,a heroic doctor returns to congo,0.08917174
clinton to testify this month on benghazi attack,two black dogs are playing on the grass .,0.09020734
two girls jump out of swings .,clinton to testify this month on benghazi attack,0.09124615
"donna summer , the queen of disco",A man is sitting on a chair and rubbing his eyes,0.09228434
in july 2006 jordanian prime minister maaruf bakhit stated that-- raghdad hussein and family were living under the protection of king abdullah ii .,"oracle shares fell 27 cents , or 2 percent , to $ 13.09 .",0.09331674
two brown dogs running through water .,There is no guy mowing the lawn,0.094345845
Several swimmers are dashing into the water,last week russia announced that it will suspend participation in the cfe .,0.095392086
A boat is anchored,penn state football players react to sanctions,0.09642693
hill is the head american negotiator on north korea 's nuclear weapons program .,"bangladesh muslims torch buddhist shrines , police say",0.097463384
beijing 's aircraft carrier returns from south china sea,A dog is chasing a ball on the grass,0.09849721
a nuclear weapon explodes in a desert .,The man is not chopping a tree trunk with an axe,0.09954331
Several swimmers are dashing into the water,bulb a is still in a closed path with the battery,0.1005713
a nuclear weapon explodes in a desert .,The answer to this and all such similar questions is in two stages:,0.10160825
Several women are taking off pink bunny ears and are pointing to the left,The child is splashing water in a big red pool,0.1026426
The snowboarder is leaping over white snow,two men are packing suitcases into the trunk of a car .,0.103677295
The black woman is wearing glasses over the headdress,us drone kills six militants in pakistan : officials,0.10471508
The muscular man is dancing and the man behind him is wearing green beads,"four civilians , three nato soldiers killed in afghanistan",0.10574893
The herd of caribous is crossing a road quickly,"yes , you can add coffee grounds with their filters to your compost pile .",0.10678464
the leaders have today a new chance and let them therefore seize it .,two found dead in swimming pool at essex hotel,0.10782258
a goose flapping its wings in a body of water .,car bomb in northern syria kills 20,0.10885896
"to ensure that no one would know , five fictitious bills received from the society works team kft. were presented to the tma .",A boy is near some stairs.,0.10989434
a girl wearing a black top is smiling with a silver truck in the background .,archbishop of canterbury to step down amid rifts,0.110930935
"microsoft said friday that it is halting development of future macintosh versions of its internet explorer browser , citing competition from apple computer 's safari browser .",The child is splashing water in a big red pool,0.111966595
water brings new lows on great lakes,priebus re-elected to lead republican national committee,0.113000154
There is no woman peeling a potato,a snowboarder jumps into the air .,0.114037246
i 've noticed a remarkable difference when i run on the treadmill vs when i run on the road .,A group of friends are riding the current in a raft,0.1150754
A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,A plane is landing,0.11611535
Two women are wearing bikinis and are walking on the sand,"allen steele 's book hex describes a dyson sphere , but made of hexagons , 1000 miles ( k ?",0.117144406
enclosure consisting of a section of canal that can be closed to control the water level ; used to raise or lower vessels that pass through it .,israel pm accuses iran president of hypocrisy,0.118179955
Two children are playing in the surf,"best wishes , yes he had an affair .",0.11922181
n korea ' fires 100 shells ' into the sea,someone is shredding cabbage leaves with a knife .,0.12025666
africa : the top 5 stories of the week are ... -,A girl in a brown dress is being surrounded by children and is closing her eyes,0.12129134
china yuan strengthens to 6.1696 against usd thursday,A group of rollerbladers is scattering on the street,0.12232808
No young child is riding a three wheeled scooter down the sidewalk,"pakistani taliban ' elect new chief ' , vow ' unprecedented ' revenge",0.12336615
A grey dog is jumping toward a black and white dog in the snow,There is no man dancing on the road,0.124402076
the man is riding a motorcycle down the road .,Some cheerleaders are relaxing,0.12543711
A white dog is standing in a lake,the measures could be taken up by the full senate as early as friday .,0.12647122
A white dog is standing in a lake,bulb a is on its own closed path and bulbs b and c are on the same closed path,0.1275076
There is no guy mowing the lawn,russia is a member of the nsg .,0.1285434
the villagers are inadvertently involving themselves in drug trafficking .,A light-colored dog runs through the grass.,0.12958124
Runners are racing in a competition,china sends carrier to south china sea,0.13061874
the battery is in an open path to the bulb .,The man is eating cereal,0.13165452
a stiffener in a garment,the boy fell off his bike .,0.13268977
the dog is laying on a bed with a blue sheet .,A blonde haired toddler swinging on a tire swing.,0.13372391
A woman is painting her wall white.,The men are not packing suitcases into the trunk of a car,0.13476184
The woman is not frying a breaded pork chop,bayes ’ theorem was names after rev thomas bayes and is a method used in probability theory .,0.13579726
The plane is getting ready to take off.,iguaran stated that the detainees were also involved in the murders of police members of an anti-kidnapping group .,0.1368331
A person is pouring cooking oil into a pot,two girls jump out of swings .,0.13786912
algeria mounts military operation to rescue al qaeda hostages,"break the bulb into cloves , breaking off the bottom and the dry stick that goes up the middle .",0.13890648
but can this image survive a continuation of the decline ?,two eagles perched on a branch .,0.13994153
The man is exercising,according to the statement the prototype rs-24 rocket is unlike the topol-m in that it is equipped with multiple independently targetable warheads to overwhelm defense systems .,0.1409786
a snowboarder jumps into the air .,bulb had a short circuit,0.14201467
Two children are playing in the surf,capello resigns as england manager,0.14305058
There is no football player in a purple jersey running with the ball for a touchdown,A pedestrian woman is building pink bicycles for boa wearing riders,0.14408794
The child is splashing water in a big red pool,be in or establish communication with,0.14512321
The muscular man is dancing and the man behind him is wearing green beads,i don 't think what she 's saying is that controversial .,0.14615911
anyone who judges or finds fault with something .,a nuclear weapon explodes in a desert .,0.14719509
time to ban nighclubs .,several hikers rest with their gear in front of a mountain .,0.14823171
the government didn 't have any thing to do with it .,A costumed performer is singing and people are dancing,0.14926746
A small man is sitting in a military accessories store,a prison term lasting as long as the prisoner lives ;,0.15030223
Several swimmers are dashing into the water,if it is in the same path as the bulb,0.15134026
thai opposition announces election boycott,A man is singing and walking down the road,0.15237564
searchers hoping pings come from lost malaysian airliner,"since there would be no "" spouse "" , employees would become liable for employer portions of health insurance because there would be no waiving of the tax penalty for employer provided health insurance for a spouse .",0.15341336
Three men are not staring at the big green hills in the distance,An orange pepper is being diced up by a person,0.15444748
the battery alone is in a closed path,A woman is cracking an egg into a bowl,0.15548524
beijing 's aircraft carrier returns from south china sea,two people wearing hats sit and look at the camera .,0.15652034
a snowboarder jumps into the air .,eu foreign ministers to discuss syria arms embargo,0.15755627
A woman is cracking eggs into a bowl,A moose drinks from a sprinkler.,0.15859263
A man in a white hat is playing guitar on stage,Some cheerleaders are relaxing,0.1596276
a man is spreading shredded cheese on an uncooked pizza .,You PROBABLY don't have any chance at the moment.,0.16066524
"the coffee simply picks up the aluminum from the pot , as the coffee is acidic .",A dog is barking at a ball,0.1617009
child sliding in the snow .,irreligion that does that i have a problem .,0.16273713
a vehicle race on public roads,The woman is wearing ear protection and is firing a gun at an indoor shooting range,0.16377318
The recent reports demonstrated that the first eight nucleotides of the 5′ end of miRNA could correlate with the efficient translational repression.,i don 't ever try to pass anything off as being other than it is .,0.1648097
A woman is braiding her hair.,A dog is jumping on a trampoline,0.16584541
still love this show .,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,0.16688131
Two brown dogs are fighting over a red toy and are playing in the grass,us drone kills six militants in pakistan : officials,0.16791856
n.y. / region : geechie dan plays the 42nd street subway,A dog is jumping on a trampoline,0.16895343
A group of people are standing around a sound mixing table,gazans fire four rockets into israel ; no injuries,0.16998965
saudi-led airstrikes hit yemeni capital,There is no one peeling a banana,0.17102563
"He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .",There is no lady cutting up some meat,0.172062
There is no black dog with a red collar putting its face in the water,someone is shredding cabbage leaves with a knife .,0.173098
the man is riding a motorcycle down the road .,israel braces for arab protests,0.17413408
A boat is sailing quietly over the water,"arqule , daiichi stop lung cancer trial , shares tank",0.17517021
the nuclear nonproliferation treaty is reviewed every 5 years .,in complete shock ! catholic hospital argues fetus not a person,0.1762065
mexican singer jenni rivera believed killed in plane crash,two eagles perched on a branch .,0.17724259
A man is performing a jump on a bicycle,a woman is watching television .,0.17827821
he said the problem needs to be corrected before the space shuttle fleet is cleared to fly again .,Two white dogs and one brown dog are chasing a toy,0.179315
A prey is quickly running behind the cheetah,office furniture consisting of a container for keeping papers in order .,0.18035151
rinse one 's mouth and throat with mouthwash .,a young boy jumping from one chair to another in his house,0.18138666
A brown and white cow in a field looking into the camera.,sarkozy to file complaint in gadhafi funding claim,0.18242349
a young boy jumping from one chair to another in his house,car bombs kill 58 in iraqi capital,0.18346018
advance ; contribute to the progress or growth of .,Two children are playing in the surf,0.18449596
the government didn 't have any thing to do with it .,A man is walking slowly across a rope bridge,0.18553227
french train derails south of paris,A person is passionately playing a guitar in front of an audience,0.18656814
french train derails south of paris,"a living entity intends a tool to be able to fulfill a generic purpose. the material from which the tool is created can be something natural or something manmade , including another tool .",0.18760426
Water is being drunk by a soccer player sitting on the field,There is no young boy jumping in the air with his knees bent and arms spread,0.18864
Delhi gang rape victim dies in Singapore hospital,a solid 3d object with rectangular sides,0.18967606
africa : the top 5 stories of the week are ... -,each bulb is in its own path,0.19071223
taiwan gang leader nabbed at airport after 17 years,gazans fire four rockets into israel ; no injuries,0.19174832
There is no young boy jumping in the air with his knees bent and arms spread,rss and reddit co-developper aaron swartz commits suicide,0.19278407
pakistan blocks twitter over ' blasphemy',a man is hugging and kissing a woman .,0.1938206
second day of egyptian presidential election,two brown dogs are playing with each other in the snow .,0.19485667
but american troops will not shrink from mounting raids in the locations of their foes that can be pinpointed .,if it is in the same path as the bulb,0.1958924
icc champions trophy : india vs south africa,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,0.1969292
a man going over a jump on his bike with a river in the background,super typhoon haiyan closes in on the philippines,0.19796476
china yuan strengthens to 6.1696 against usd thursday,bulbs a and c are still contained in closed paths with the battery,0.19900022
Yucaipa bought Dominick's in 1995 for $693 million and sold it to Safeway for $1.8 billion in 1998.,The black dog is climbing on a rock,0.20003727
netanyahu issues veiled response to criticism from obama,A person is passionately playing a guitar in front of an audience,0.20107397
fast picture viewer is $ 9.99 and works just fine on 64-bit windows 7 ( i 'm using it myself ) .,mali future interim president readies to take office,0.20210972
old green bottle sitting on a table .,The woman is wearing ear protection and is firing a gun at an indoor shooting range,0.20314588
a dog standing on a beach with a ball nearby .,the tricks of moving from wall street to tech # dealbook,0.20418158
medicines,Colombia too slick for Greece,0.20521697
In human epithelial cells REST has been described as a potent suppressor of malignant transformation and its deregulation has been associated with several non-neural tumors including breast and small cell lung cancers,north korea cuts last ties with south by barring joint industrial park,0.20625418
The lady is holding the paintbrush next to the artist's easel ,kids play in the water,0.20729
the dog is laying on a bed with a blue sheet .,a man going over a jump on his bike with a river in the background,0.20832637
Some sliced tofu is being eaten by a woman,syria denies having an undeclared nuclear program .,0.20936252
The military officer is shouting at the recruits,i have found there is no single best way to increase size .,0.21039847
cause to go into a solution .,a baby is laughing .,0.21143451
terminals 1 and 2 are in the same electrical state,bipartisan filibuster deal is taking shape in senate,0.21247086
israel 's netanyahu set to call early vote,producer of popular gun-related videos shot . every gun death is a tragedy .,0.21350707
egypt to hold presidential elections before parliamentary polls,a man going over a jump on his bike with a river in the background,0.2145431
A man is standing shirtless in the street,libya abruptly closes its borders with four countries,0.21557915
you already did that - we have a muslim in office right now .,bulb a and bulb c were still contained in a closed path with the battery .,0.21661511
boy scouts delay decision on admitting gays,"for first time in history , technion to teach engineering in russia",0.21765155
china yuan weakens to 6.1535 against usd,"to my knowledge , there 's no time requirement .",0.21868747
the women are singing and dancing .,china sends carrier to south china sea,0.21972325
"amen ! "" : good news .... my shero robin roberts plans february return to ' good morning america ' """,The presentation is being watched by a classroom of students,0.22075999
Several swimmers are dashing into the water,senior pakistani taliban commander captured in afghanistan,0.22179645
a surfer on a wave .,"and if that ain 't a democrat , then i must be in the wrong meeting , "" he said to thunderous applause from his supporters .",0.22283152
a dog is eating a piece of watermelon .,"kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed .",0.2238683
but american troops will not shrink from mounting raids in the locations of their foes that can be pinpointed .,chinese president meets indian vice president,0.22490424
A small man is sitting in a military accessories store,"the support , a phenomenon or fact , lends support to a claim or proposed course of action , the proposition , where the domain _ of _ relevance may also be expressed. some of the words in this frame ( e.g. argue ) are communication words used in a non-communicative , epistemic sense .",0.22594035
"arqule , daiichi stop lung cancer trial , shares tank","is my cat 's aggressive behavior playful or mean , and how do i stop it ?",0.22697663
"a person takes leave from his or her routine activity ( such as work or school ) for a duration of time. the duration can be any length of time , as long as the absence is temporary .","the choice of operators is unfortunately miserable and is limited , in most cases , to radio tubes .",0.22801262
the man hit the other man with a stick .,two black dogs are playing on the grass .,0.2290487
A woman is playing with a brown dog on a garden path,# photos : # kimjongun and his army forces,0.23008496
every single person who is assuming zimmerman should be in jail just because the kid he shot was black .,A blonde haired toddler swinging on a tire swing.,0.23112056
funeral of oscar pistorius ' girlfriend reeva steenkamp takes place,It depends on what you want to have in your tank.,0.23215714
A woman is playing with a brown dog on a garden path,A man is riding a mechanical bull,0.23319301
A dog is standing in the sand.,a man wearing a dust mask riding a three wheeled bicycle .,0.23422964
israel braces for arab protests,according to the statement the prototype rs-24 rocket is unlike the topol-m in that it is equipped with multiple independently targetable warheads to overwhelm defense systems .,0.23526569
cause to go into a solution .,A man is athletically jumping a wall,0.23630168
who stole precious relics from mo. church ?,two women watching the street with their bikes to see when they may cross .,0.23733707
red fox standing by .,a man is slicing onion .,0.23837383
A girl dressed in purple and blue is walking beside her bike at night,There is no man dancing on the road,0.23940998
but can this image survive a continuation of the decline ?,three children stand on or near a fence .,0.24044621
go around the rim of,i 'm surprised by the lack of coverage of the n ireland riots .,0.24148223
how to make a strong mug of instant coffee ?,A car is driven down the road.,0.24251832
a brown horse grazing in a field of green grass .,palestinian prisoners to end hunger strike,0.24355434
uganda 's president museveni agrees to sign anti-gays bill,at least 13 killed in triple car bombings in iraq 's diyala,0.24459039
the man is riding a motorcycle down the road .,The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service.,0.24562669
require or need something that is missing,"the tech-heavy nasdaq stock markets composite index added 14.17 points or 0.94 per cent to 1,517.05 .",0.24666291
is this the kind of thing you 're looking for ?,nato us troop detained over shooting of afghan civilians,0.24769883
"i remained under the banyan tree , exhausted by my daily ritual of herding the cats every two hours .",n.y. / region : geechie dan plays the 42nd street subway,0.24873503
a man in a straw hat shades his phone while others walk on a busy sidewalk .,boy scouts of america delays vote on lifting ban on gays,0.24977078
Bangladesh collapse deaths top 620,there is no gap between them,0.2508072
"The boy also sprayed the room full of retardant from fire extinguishers, which made it hard to see, the chief said.",A person is riding a motorcycle,0.25184363
forms at the doctor 's just got fun,"produce buds , branches , or germinate .",0.2528795
Guatemala's former leader found guilty of genocide,david weber 's the war god 's own has some lengthy travel scenes in it which he does quite well .,0.2539157
second day of egyptian presidential election,i don 't think there is a single definition .,0.25495172
"the fed 's empire state survey far exceeded expectations by jumping to 26.8 in june , a record high , from 10.6 in may .",the foremost part of something,0.2559879
still love this show .,"but white house spokesman ari fleischer said yesterday : "" the steps the iranians claim to have taken in terms of capturing al-qa 'ida are insufficient . """,0.25702363
"evacuation went smoothly , although passengers weren 't told what was going on , hunt said .",myanmar government stated myanmar is on track to be drug-free by 2014 .,0.25806037
i have never read anything that said teethers were bad--where did you read that ?,if it is in the same path as the bulb,0.25909624
cause to go into a solution .,judge oks force-feeding california inmates,0.2601323
Nigeria announces plans to change polymer Naira notes,go around the rim of,0.2611687
""" i feel that people that are sending these messages are infringing on my rights and everyone else 's rights to use their computers , "" said mckechnie .",Two white dogs and one brown dog are chasing a toy,0.2622046
a distinctive style of clothing,A grey dog is jumping toward a black and white dog in the snow,0.2632412
the villagers are inadvertently involving themselves in drug trafficking .,A person is riding a motorcycle,0.26427677
we keep l ' unanimity in council and therefore a latent inability to act .,"nkorea makes "" significant "" nuclear reactor progress - iaea",0.26531246
"if you do not have a very strong scientific reason to do it , don 't .","nkorea makes "" significant "" nuclear reactor progress - iaea",0.2663491
The woman is not frying a breaded pork chop,populist without a backbone elected by popular vote supported by heavy media campaign # zeman # czechrepublic,0.2673853
