sentence1,sentence2,similarity
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",a boy is playing a piano .,0.30534858
a black and white dog is running in the grass .,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.306104
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",A great dog is climbing a steep hill,0.30693275
"When expressed alone in primary cells however, oncogenic Ras induces premature senescence, a putative tumour suppressor mechanism to protect from uncontrolled proliferation.",A dog is swimming after a ball,0.30737957
Two white dogs are running together,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.3080372
The brown dog is jumping in the air,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.30816838
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A dog is swimming after a ball,0.30817065
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A woman is exercising,0.308302
two dogs are playing in the snow .,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.30862617
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,storage cabinet furniture,0.30884606
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A man is playing a keyboard,0.30903047
"New Delhi: Senior IAS officer Rajiv Bansal was Thursday named the CMD of national carrier Air India. The Appointments Committee of the Cabinet approved Bansal;s appointment as CMD of Air India in the rank and pay of an Additional Secretary.

At present, Bansal, a 1988 batch officer of the Nagaland cadre, held the post of Additional Secretary, Ministry of Petroleum and Natural Gas. He succeeds Ashwani Lohani. In August 2017, he was given the additional charge as Air India’s CMD.

Bansal has had an earlier stint with the Ministry of Civil Aviation (MoCA) between 2006 and 2008.

Now Bansal will have his task cut out as the government is going for 100% disinvestment of the national career. Very soon the government will put up Air India for sale. The move is being opposed by 14 unions of Air India. So Bansal will have to handle everything carefully.

Agencies",Two dogs play in the snow.,0.30941102
A dog is swimming after a ball,"the episcopal church , with 2.3 million members , is the american branch of the worldwide anglican communion , which has 77 million adherents .",0.30980682
"mr. bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .",The woman is walking the dog down the street ,0.31054962
A woman is exercising,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.31059206
"By inducing Arf and Ink4a in primary rodent fibroblasts, oncogenic Ras expression leads to growth arrest and premature senescence.",A dog is swimming after a ball,0.3111802
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,a boy is playing a piano .,0.31179252
A man spent his time with his son.,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31182778
the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,The man is riding a horse,0.3121766
"For the analysis of expression at different stages of differentiation, data were obtained for 43 mouse samples in StemBase , originating from 16 studies with Affymetrix MOE430A microarray chips, as used in an Oct4 expression profiling study covering murine ESCs, embryonal carcinoma cell lines, and several early differentiated lineages.",The woman is skating in the park.,0.31232822
storage cabinet furniture,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.31245804
"New Delhi: Senior IAS officer Rajiv Bansal was Thursday named the CMD of national carrier Air India. The Appointments Committee of the Cabinet approved Bansal;s appointment as CMD of Air India in the rank and pay of an Additional Secretary.

At present, Bansal, a 1988 batch officer of the Nagaland cadre, held the post of Additional Secretary, Ministry of Petroleum and Natural Gas. He succeeds Ashwani Lohani. In August 2017, he was given the additional charge as Air India’s CMD.

Bansal has had an earlier stint with the Ministry of Civil Aviation (MoCA) between 2006 and 2008.

Now Bansal will have his task cut out as the government is going for 100% disinvestment of the national career. Very soon the government will put up Air India for sale. The move is being opposed by 14 unions of Air India. So Bansal will have to handle everything carefully.

Agencies",Two dogs playing in the snow.,0.3126165
a boy is playing a piano .,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.3129945
the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,A man is playing a keyboard,0.31426737
"daniels said he doesn 't know what bush will have to say about him at tonight 's $ 2,000-per-person presidential fund-raiser .",The woman is skating in the park.,0.31480053
A cyclist is fearlessly performing a trick in the air,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31496215
"For the analysis of expression at different stages of differentiation, data were obtained for 43 mouse samples in StemBase , originating from 16 studies with Affymetrix MOE430A microarray chips, as used in an Oct4 expression profiling study covering murine ESCs, embryonal carcinoma cell lines, and several early differentiated lineages.",Two dogs playing in the snow.,0.3153512
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",The man is riding a horse,0.31545514
You have to know what you want to do.,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31569958
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A cyclist is fearlessly performing a trick in the air,0.31598368
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,a woman is cooking something .,0.3162027
I wouldn't put this job on my resume.,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.3162421
"they would retain all of their chinese , korean and other possessions and we would return their home island captures .",The woman is skating in the park.,0.3163805
A brown dog and a black dog are in the grass,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31642398
A man is playing a keyboard,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.3164817
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",the act of choosing or selecting,0.31661895
"n.r. mohanty stated that an agreement had been signed between the defense research and development organisation , hindustan aeronautics limited and the indian air force to upgrade india 's ageing fleet of mig-27 m aircraft .",The woman is skating in the park.,0.31675112
The woman is playing the flute,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31677878
The dog is catching a blue ball,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31699374
Two small boys dressed in tuxedos are sitting on a red carpeted floor,The woman is skating in the park.,0.31719348
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",a woman is using a sewing machine .,0.31751308
A man is performing tricks with a soccer ball,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31760934
The woman is skating in the park.,"the episcopal church , with 2.3 million members , is the american branch of the worldwide anglican communion , which has 77 million adherents .",0.31776103
"For the analysis of expression at different stages of differentiation, data were obtained for 43 mouse samples in StemBase , originating from 16 studies with Affymetrix MOE430A microarray chips, as used in an Oct4 expression profiling study covering murine ESCs, embryonal carcinoma cell lines, and several early differentiated lineages.",Two dogs play in the snow.,0.31785002
The woman is walking the dog down the street ,"mr. mccall , who ran unsuccessfully for governor of new york in 2002 , styled himself an advocate of better corporate governance .",0.31796375
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,The skateboarder is jumping in the air,0.31799856
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,Can you do this?,0.3180599
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A man is performing tricks with a soccer ball,0.31826732
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",A woman is exercising,0.31877053
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,You work on it slowly.,0.31911826
someone is playing a piano .,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.31924734
A dog is jumping on a trampoline,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.3196311
"a controlling _ entity , controlling _ situation , or controlling _ variable control a dependent _ entity , dependent _ situation , or dependent _ variable. the latter , dependent , element or some aspect of it is not just influenced , but determined by the controlling element .",The woman is skating in the park.,0.31983903
the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,One man is intensely playing a guitar,0.3204561
the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,A dog is swimming after a ball,0.32048237
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",A dog with golden fur is out of the water,0.3207626
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A child is playfully swimming underwater in a pool,0.32167092
A woman is petting a dog near a stone trail,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.32227916
A cat is swinging on a fan.,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.32292208
mony shares rose 8.76 per cent to $ 31.90 in after-hours trading in new york .,The woman is skating in the park.,0.32373482
A child is playfully swimming underwater in a pool,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.3243451
A dog with golden fur is out of the water,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.3251195
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,A woman is cracking eggs.,0.32576132
"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",A man is singing to a girl,0.32658485
someone is sewing things .,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.327198
the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,A talented man is playing the guitar,0.32799557
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,a dog runs through the snow .,0.3286629
a woman is playing an electric guitar .,"Twelve more persons have tested positive for COVID-19 in Kerala, Chief Minister Pinarayi Vijayan said on Friday. Of the new cases, six persons are from Kasaragod, five from Ernakulam and one from Palakkad. Total 40 persons have tested positive for COVID-19, out of them three have been discharged, the Chief Minister said.

There are 44,390 people under surveillance in the state. Of these, 44,165 are in isolation at home and total of 225 people are hospitalized. Vijayan said, ""On Friday, 56 people were admitted. 13,632 people have now been admitted into isolation. 5570 people ...",0.3294249
The consensus among Wall Street analysts was for a loss of 28 cents a share.,a woman is using a sewing machine .,0.33014682
A keyboard is being played by a man,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.,0.330834
Two dogs playing in the snow.,The American conservatives are clearly in the minority within the Episcopal Church.,0.33157524
