sentence1,sentence2,similarity
a shirtless man playing football on a lawn .,Two women are sitting in a cafe.,0.051530883
A young boy is jumping into a still lake,two cats are close together inside and black and white furry enclosure .,0.05153645
Two young kids are eating corndogs,a woman is taking a bath .,0.05174864
Three men are sitting together near woven walls,a woman is playing in the ocean .,0.052362304
Two women walk down the sidewalk to the store.,A man is riding a horse.,0.052990347
A young boy is jumping into a still lake,Some women are holding each other in a circle and dancing,0.053082295
Two young kids are eating corndogs,a woman is playing in the ocean .,0.0534343
two young women shear a sheep .,a man stands in front of a train .,0.053447187
Two people are driving a boat and a lady is sitting on the top of it,A little boy in red clothes is jumping onto the ground,0.053708497
A horse is being ridden by a man,Two women are sitting in a cafe.,0.05379389
a woman is exercising .,A little boy is sticking his tongue out for the camera and another boy is not looking,0.053933136
Two women are sitting in a cafe.,A shirtless man is escorting a horse that is pulling a carriage along a road,0.054192312
A little boy is playing a guitar,Two women are competing in a tire rolling race,0.055176593
Two women walk down the sidewalk to the store.,A little boy is playing a guitar,0.05530208
Some women are holding each other in a circle and dancing,A man is mowing grass,0.055646397
Two women walk down the sidewalk to the store.,The boy is playing a guitar,0.056126494
Two young kids are eating corndogs,a man stands in front of a train .,0.05645283
A young boy is singing and playing a guitar,Two women are competing in a tire rolling race,0.056777544
A woman is dancing in the rain.,Two young kids are eating corndogs,0.05686635
A black dog and a tan dog are fighting,A white car is being driven by the man,0.057255976
Two women are sitting in a cafe.,A boy is wearing a white hat and is running on the beach,0.05728744
A man is standing in the water at the base of a waterfall,Two young kids are eating corndogs,0.057719145
Two young kids are eating corndogs,A man is standing in the snow at the edge of a mountain,0.058388494
a man is playing a basketball .,Two women are sitting in a cafe.,0.058609232
A boy wearing a striped shirt is running barefoot on the sandy hill,two women standing in a living room with a black dog looking towards the camera .,0.05926267
Two women and a baby pose in front of a dining room.,a man is jumping rope outside .,0.059473135
kittens are eating food .,A man is mowing grass,0.060058206
Two women are sitting in a cafe.,A little boy is crawling in a green tunnel with a smile on his face,0.06012135
a woman holds a dog while another dog stands nearby in a field .,The man is dancing frantically,0.060257103
a woman is taking a shower .,Two young kids are eating corndogs,0.061031982
Two women walk down the sidewalk to the store.,british stuntman fell to his death in wing suit mishap,0.061213553
A young boy is jumping into a still lake,Two women walk down the sidewalk to the store.,0.061756887
a black and white photo of a woman showing a horse .,Two boys are doing martial arts on a green mat,0.06216422
A man is standing in the water at the base of a waterfall,Two women are sitting in a cafe.,0.062166493
a man climbing a rock-face .,Two women are sitting in a cafe.,0.06272401
A young boy is singing and playing a guitar,Two women are sitting in a cafe.,0.06279968
a dog is jumping on a trampoline .,"the fishermen are unemployed , tired and disappointed .",0.06307262
A man is running in a field,two women standing in a living room with a black dog looking towards the camera .,0.06321763
Two women walk down the sidewalk to the store.,a man rides a water toy in the water .,0.06326805
A young man is pushing a motocross bike down a dirt hill,two women standing in a living room with a black dog looking towards the camera .,0.06382528
two cats are close together inside and black and white furry enclosure .,A man is mowing grass,0.06432275
A fat woman wearing faint blue top is blowing soap bubble.,Two boys are doing martial arts on a green mat,0.0643318
Two women are sitting in a cafe.,a man is running across a high wire .,0.06446944
A little boy is playing a guitar,"Those talks have not taken place, according to an Oracle spokeswoman.",0.064718775
At least one of the three women is talking to the others.,The boy is playing a guitar,0.064863026
Two women walk down the sidewalk to the store.,A little boy is playing a keyboard.,0.06499366
a woman holds a dog while another dog stands nearby in a field .,The piano is being played by a man,0.06515556
"A little boy, who looks fearful, is on a climbing wall.",Two women are sitting in a cafe.,0.06532724
a dog is jumping on a trampoline .,Two women are sitting in a cafe.,0.0657411
"the men were flown to nearby botswana on an air malawi flight , the officials said .",the lady cut up a green onion .,0.066314556
"the fishermen are unemployed , tired and disappointed .",a dog leaping over a hurdle .,0.06753691
kittens are eating food on trays .,A man is mowing grass,0.068403825
Three men are not staring at the big green hills in the distance,a woman is playing in the ocean .,0.06910545
A man in a white shirt and hat playing a guitar.,A black dog and a tan dog are fighting,0.07051174
three men are sitting down at a table that has drinks on it .,a girl riding on a brown and white horse .,0.07147001
Two women are competing in a tire rolling race,a boy with a broken arm is resting in a bed .,0.07236008
The man in the purple hat isn't operating a camera that makes videos,Two young kids are eating corndogs,0.0735459
A woman is dancing in the rain.,Three men are sitting together near woven walls,0.07428591
three men are sitting down at a table that has drinks on it .,A woman is standing in the water at the base of a waterfall,0.0756158
"a woman at the dining table with wine , beer , and lemons .",Two boys are doing martial arts on a green mat,0.076656684
a woman holds a dog while another dog stands nearby in a field .,A little boy is playing a keyboard.,0.07770717
a woman holds a dog while another dog stands nearby in a field .,a man rollerblading on a metal bar .,0.07871624
A surfer is riding a big wave,two cats are close together inside and black and white furry enclosure .,0.07971239
"the fishermen are unemployed , tired and disappointed .",a girl riding on a brown and white horse .,0.08065696
A woman in a bikini is pulling a dog on a leash at the seashore,Two boys are doing martial arts on a green mat,0.08178948
two women standing in a living room with a black dog looking towards the camera .,a young boy is riding a bike .,0.08280684
At least one of the three women is talking to the others.,A man is running in a field,0.083838135
Two women walk down the sidewalk to the store.,a man is eating pasta .,0.08486435
Two women are sitting in a cafe.,a dog leaping over a hurdle .,0.08586209
Two women are sitting in a cafe.,a dog wearing a cape is running through the snow .,0.08684272
A man is coming down a rope,Two women are sitting in a cafe.,0.08797273
a woman holds a dog while another dog stands nearby in a field .,A man is sitting on the floor and is playing a guitar,0.08891986
There is no man eating a bowl of cereal,"the euro soared to $ 1.1914 in asian trading , before slipping back to $ 1.1884 in late european trading , up from $ 1.1857 late monday .",0.08996531
A man is standing in the snow at the edge of a mountain,kittens are eating food on trays .,0.09098691
a woman is taking a bath .,The boy is playing a guitar,0.09198527
kittens are eating food .,a man is running across a high wire .,0.0929804
Two men are not fighting,a girl riding on a brown and white horse .,0.094108544
three men are sitting down at a table that has drinks on it .,a young female rider on a brown horse .,0.09509763
a man is playing guitar .,Two poodles are running through the snow.,0.09609685
a man is slicing a potato .,The cats are running through the grass.,0.09713667
a woman is taking a bath .,"The Sweet 16 is set in our mythical men’s college basketball tournament, and all four of the No. 1 seeds survived.

More accurately, all four of the No. 1 seeds waltzed into the third round of the Big Dance, one of them at the expense of the Bay Area’s only entry in the field, Saint Mary’s. The Gaels were crushed Sunday 87-56 by Baylor, the top seed in the South Regional.

Gonzaga also breezed, beating Oklahoma 88-70 to join Kansas and Dayton, both of which advanced Saturday. The four top seeds won by an average of 20.5 points.

Only one Cinderella remains in the field — 10th-seeded Utah State, which won Saturday against No. 2 Florida State — but the Aggies almost got company Sunday. East Tennessee State, a 14-seed that had knocked off Seton Hall in the first round, gave BYU all it could handle before falling 100-97.

Two 7-seeds advanced Sunday as Arizona and Providence ended the dreams of UC-Irvine and North Dakota State, respectively, a pair of 15th-seeded bracket busters who had knocked out San Diego State and Kentucky on Thursday.

The Providence victory gave the Big East three teams in the Sweet 16. Five leagues have two; Big Ten, Big 12, Pac-12, ACC and the West Coast Conference. Rounding out the field are the SEC (Auburn), the Atlantic-10 (Dayton), and the Mountain West (Utah State).

Here’s the Day 4 roundup of games:

SOUTH REGIONAL

No. 1 Baylor 87, No. 8 Saint Mary’s 56>> The Gaels’ season came to an agonizingly slow end. They fell behind early, trailed by 18 at half and by 33 with 11:44 to play. It was their worst loss since a 94-46 embarrassment at Gonzaga in February 2019. Butler (28-4) was led in scoring, as it has been all season, by its trio of guards. Davion Mitchell 20 points), MaCio Teague (17) and Jared Butler (15), none of whom had shot better than 42% during the regular season, all shot better than 50%.

Jordan Ford, wrapping up a four-year career that could put his No. 3 in the rafters at Saint Mary’s, scored 24 points, but nobody else was in double figures. Malik Fitts, who made seven 3-pointers in the first-round victory over Rutgers, had only seven points. The Gaels (27-9) shot poorly from everywhere: 3 of 16 from behind the arc, nine of 15 from the free throw line, and 36.7% overall. (We did not attempt to reach coach Randy Bennett after this one.)

No. 6 Virginia 63, No. 3 Michigan State 59>> The Cavaliers, who run-and-gunned their way to a season-high 82 points in the opening round (25 points over their season average) returned to character. With its slow-paced offense and smothering defense, Virginia held MSU to 25 first-half points, limiting the Spartans to 19 shots, seven of which they blocked, and forcing seven turnovers. Still, the Spartans had a chance to tie the game with 11 seconds left, but Rocket Watts missed a wide-open three from the corner and Virginia sealed the outcome with two free throws from Jay Huff. Mamadi Diakite had 21 points and eight rebounds for the UVA (25-7) and Braxton Key added 13 points and 13 rebounds. MSU (23-10) was led by three players with 11 points, including Xavier Tillman, who also had 11 rebounds.

No. 2 Creighton 76, No. 7 Illinois 69 >>- The Bluejays, the only surviving 2-seed in the tournament, trailed by 11 points in the second half and were down 65-59 with 4:16 to play. But they closed the game on a 17-4 run during which they held Illinois scoreless on eight consecutive possessions. Denzel Mahoney came off the bench for 17 points to lead Creighton (26-7). Damien Jefferson had 15 and Ty-Shon Alexander and Marcus Zegarowski added 12 apiece. Kofi Cockburn had 16 points and 10 rebounds to lead Illinois (22-10).

WEST REGIONAL

No. 1 Gonzaga 88, No. 9 Oklahoma 70>> Cory Kispert led six players in double figures and the Zags broke open a close game midway through the second half. An 8-2 run — the first six points coming from Joel Ayayi –turned a 50-45 lead into an 11-point lead and the Sooners never got back within 10. Kispert had 17 points, Filip Petrusev had 12, and four others had 11, including Ayayi. Austin Reaves scored 17 to lead Oklahoma (20-13).

No. 6 BYU 100, No. 14 Eastern Washington 97>> Zac Seljaas’ 3-point shot from the right wing broke a 93-93 tie with 1:37 to play, Andy Toolson followed with another three and the Cougars escaped the upset-minded Eagles from the Big Sky Conference. BYU made 13 of 22 three-point attempts (59.1%) and shot almost 60% overall (40 of 67) and then held its collective breath as a last-second shot by EWU circled the rim twice before spinning out. TJ Haws (26 points, 12 assists) and Yoeli Childs (26 points, 11 rebounds) led the way for BYU. Jacob Davison had 29 points for EWU (24-9).

No. 7 Arizona 89, No. 15 UC-Irvine 66>> Zeke Nnaji had 18 points and 17 rebounds as the Wildcats put an early end to the Anteaters’ hope of pulling another upset. UC-Irvine, which shocked No. 2 seed San Diego State on Friday, led 17-16 after a 3-pointer by Jeron Artest (son of Ron Artest). But Arizona answered with a bucket and two free throws from Max Hazzard (grandson of the late Walt Hazzard) and the Wildcats led the rest of the way. Tony Rutherford had 15 points for UCI (22-11). Arizona’s Nico Mannion led all scorers with 19.

MIDWEST REGIONAL

No. 3 Duke 98, No. 14 East Tennessee State 89>> The upstarts from the Southern Conference, who had stunned Seton Hall in the opener, jumped out to a 7-1 lead. And that’s where Duke put a stop to things. The Blue Devils caught the Eagles at 16, passed them on a tip-in by Javin DuLaurier and never trailed after a 10-0 run put them ahead 49-39. ETU, winners of 13 straight, pulled within 78-75, but then went cold for almost six minutes as Duke rebuilt its lead to 13 and coasted into Sweet 16 for the 16th time in 20 years. Vernon Carey led the Blue Devils with 17 points and 10 rebounds. Tre Jones, playing amid rumors that he will apply for the NBA draft, had 16 points, eight assists, and six rebounds. Cassius Stanley also had 16 points. Patrick Good had 22 for ETU, which finished the season 31-4.

No. 7 Providence 104, No. 15 North Dakota State 57>> The Friars jumped on the team that had KO’d Kentucky two days earlier, scoring the first seven points en route to a 20-5 lead. Providence led 51-33 at halftime and didn’t let up, outscoring the Bison 53-24 in the second half. Luwane Pipkins led six Friars in double figures with 19 points, hitting 5 of 7 treys. Alpha Diallo added 14 points and 10 rebounds. Rocky Kreuser had 16 to lead North Dakota State (26-9), which had won 13 of its previous 14 games.",0.0981637
One boy is happily playing a piano,A woman is standing in the water at the base of a waterfall,0.09921141
a dog running through snow .,Three men are sitting together near woven walls,0.10018539
a man is slicing open a fish .,Some women are holding each other in a circle and dancing,0.10125221
"three dogs , one white and two brown , are running together on a field of grass .",The piano is being played by a man,0.10229112
a man is standing on top of a rock or mountain watching the sun set .,kittens are eating food on trays .,0.10330657
the black and white muzzled dog is leaping above the grass .,Two women are sitting in a cafe.,0.10435498
a woman holds a dog while another dog stands nearby in a field .,A man is riding an electric bicycle,0.10535082
A man is throwing away a guitar,"three dogs , one white and two brown , are running together on a field of grass .",0.10637422
A young woman is carrying a lot of colorful scarves on the beach,Two boys are doing martial arts on a green mat,0.10736049
A man is dangerously riding a motorcycle through a town,the lady cut up a green onion .,0.1084217
A man is dangerously riding a motorcycle through a town,Two women are sitting in a cafe.,0.109426156
A man in a white shirt and hat playing a guitar.,a woman and child push strollers down the sidewalk .,0.11049154
A man is standing at the wheel of a classic American car that has its door and trunk open,the polar bears fought over the kill .,0.11148892
Two young kids are eating corndogs,The man is not climbing up a rope,0.11253834
A baby is crying,suspected islamic militants with alleged al-qaida links have been arrested in malaysia and singapore .,0.11353873
a man is eating pasta .,two women standing in a living room with a black dog looking towards the camera .,0.114588834
Two dogs are playing with each other,A man is standing at the wheel of a classic American car that has its door and trunk open,0.11559136
The piano is being played by a man,Two animals sitting on a rock.,0.11661315
a young boy jumping in the air at the beach .,the lady cut up a green onion .,0.11765637
a woman holds a dog while another dog stands nearby in a field .,A little boy is crawling in a green tunnel with a smile on his face,0.11867221
The person is flying through the air on the bicycle,The little dog is dropping the bedroom slipper from its mouth,0.11971402
a woman is pouring eyes into a bowl .,Three men are practicing karate moves in a field.,0.120790645
A golden retriever is running,Two women are sitting in a cafe.,0.12175574
the man spread butter on the loaf of bread .,A woman in a bikini is pulling a dog on a leash at the seashore,0.122796595
the black dog is running through the grass .,People gathered together in a room.,0.12384293
the skinny cows are standing on the grass .,A man is holding a microphone in a room.,0.12483691
A woman is slicing a vegetable,A shirtless man is escorting a horse that is pulling a carriage along a road,0.12589419
a woman is taking a shower .,One boy is happily playing a piano,0.12690896
a man is playing an electronic keyboard .,Two young kids are eating corndogs,0.12787864
a man is playing a basketball .,"Diana Silvers (“Booksmart”) and Kristine Froseth (“Sierra Burgess Is a Loser”) will star in the ballet drama “Birds of Paradise” by writer and director Sarah Adina Smith (“Buster’s Mal Heart”).

Amazon Studios and Anonymous Content have started principal photography on the feature, which is currently shooting in Budapest. Anonymous Content’s Trevor Adley and Dara Gordon are producing alongside Jonako Donley at Everything Is Everything.

“Birds of Paradise” is based on the novel “Bright Burning Stars” from A.K. Small, and is set in a prestigious ballet school in Paris, where a new girl (Silvers) befriends a grieving prodigy (Froseth). The dancers must compete for the school’s biggest prize, to receive a contract to join the Parisian Opera’s ballet company.

Also Read: Sam Claflin to Star Opposite Riley Keough in 'Daisy Jones & the Six' at Amazon

“Sarah is a talented, visionary filmmaker who we’re so happy is part of the Amazon family, and we can’t wait to bring her next story to life with ‘Birds of Paradise,'” Julie Rapaport, Co-head of Movies at Amazon Studios, said. “We’re also thrilled to be working with stars Diana Silvers and Kristine Froseth who are both on the path to becoming the next household names with their undeniable talents.”

Smith added, “I wrote these roles specifically for Kristine Froseth and Diana Silvers, who I believe are going to take the world by storm. I’m honored to take this journey with them and so thrilled to be partnering with Amazon Studios once again in pursuit of bold, unapologetic filmmaking.”

Also Read: Tessa Thompson Sundance Film 'Sylvie's Love' Acquired by Amazon Studios

Smith’s credits including the pilot and second episode of “Hanna” for Amazon, as well as the first episode of Hulu’s “Looking for Alaska,” in which Froseth starred. Her other credits include “The Midnight Swim,” “Room 104” and “Legion.”

Smith is represented by WME and Artists First and Jon Van Schaik, while Silvers is represented by WME and Anonymous Content and Jackoway, Austen, Tyerman. Froseth is represented by CAA, Anonymous Content and Hansen, Jacobson, Teller.",0.12894735
kittens are eating food .,a woman is playing in the ocean .,0.12997413
the man spread butter on the loaf of bread .,a woman is playing in the ocean .,0.13098553
A little boy is sticking his tongue out for the camera and another boy is not looking,A woman is chopping a potato.,0.1320223
A blonde man is hanging by gymnastic ropes,kittens are eating food .,0.13305174
The woman is measuring the other woman.,A little boy is crawling in a green tunnel with a smile on his face,0.13406886
There is no man eating a bowl of cereal,a dog is walking around a pool .,0.13508004
a girl doing a back bend at the beach .,Two men are not fighting,0.13612226
suicide bomber attacks algerian security base,A boat is sailing quietly over the water,0.13715714
A golden retriever is running,suspected islamic militants with alleged al-qaida links have been arrested in malaysia and singapore .,0.13818021
and this gross error is conducting russia to his downfall policy .,Two women are sitting in a cafe.,0.13920733
A man in a white shirt and hat playing a guitar.,thieves snatch english channel swimmer 's custom-made wheelchair,0.14021891
a man is eating a banana by a tree .,"france , which infuriated washington by leading the charge against u.n. approval for the war , also sought changes .",0.1412468
A woman in a bikini is pulling a cat on a leash at the beach,Two young kids are eating corndogs,0.14228033
large cruise ship floating on the water .,A man is slicing a bun,0.1433195
A little boy is playing a guitar,aussie surfers find stricken asylum seekers,0.14433667
a woman and three kids play at a park .,A man in a brown coat rubs his nose.,0.14536741
A man is coming down a rope,two cats are close together inside and black and white furry enclosure .,0.14638646
does my story beginning hook the reader ? ( dialogue + narration ) ?,un resolution orders syria chemical arms destroyed,0.14741082
a woman is pouring eyes into a bowl .,A young man is pushing a motocross bike down a dirt hill,0.14843416
A woman is parking a Seadoo,obama voices willingness to talk with gop on budget,0.14946161
"A little boy, who looks fearful, is on a climbing wall.",A woman is folding paper.,0.1504929
A girl is raising a blue uniform with her arm,man killed in french terror raid,0.15151529
"the fishermen are unemployed , tired and disappointed .",A black dog standing in a grassy area.,0.15253842
Two women are sitting in a cafe.,A father is in the swimming pool during his daughters launch,0.15356721
the black and white muzzled dog is leaping above the grass .,"Apparently US national team star Christian Pulisic's hamstring knock wasn't a major one.

Pulisic was back in Chelsea manager Frank Lampard's XI for the Premier League's first match of 2020, the Blues' 1-1 away draw at Brighton & Hove Albion on Wednesday.

🔵🇺🇸👀Christian Pulisic watch: How did #USMNT star perform on his return to the Chelsea starting lineup v. Brighton? @JPW_NBCSports has minute-by-minute analysis on the #CFC winger ⤵️ https://t.co/Cl3pFbsys6 pic.twitter.com/qGM0y2MfMX — NBC Sports Soccer (@NBCSportsSoccer) January 1, 2020

Deployed wide left in Lampard's 4-2-3-1, Pulisic went 66 minutes and left the game with his side in the lead on Cesar Aspilicueta's 10th-minute goal. Brighton eventually leveled the match through Alireza Jahanbaksh's spectacular equalizer, an overhead kick from range.

Lampard had ruled Pulisic out of Chelsea's previous match, a 2-1 come-from-behind win away at London rivals Arsenal, and there appeared to be concerns that a hamstring or groin ailment could keep the winger out several weeks.

100% healthy but thank you guys for the concern — Christian Pulisic (@cpulisic_10) December 30, 2019

However, Pulisic took to Twitter to reveal, at the very least, those concerns were overblown.

Wednesday's draw marked Chelsea's fourth match and the end of a typically busy league stretch over the holiday season. Their next match comes Sunday home to Nottingham Forest in the FA Cup third round before returning to league play on Jan. 11 at home against Burnley.",0.1545908
The little dog is dropping the bedroom slipper from its mouth,a woman is playing in the ocean .,0.15561855
a woman and child push strollers down the sidewalk .,There is no man cutting a rope with a sword,0.15664472
"you left out oil companies , braniac .",radio : israel set to increase palestinian prisoner release,0.15767175
A woman is playing flute,A black dog and a tan dog are fighting,0.15869662
a dog is jumping on a trampoline .,un team investigates syrian massacre,0.15973076
china returns 10 children abducted from vietnam,a man stands in front of a train .,0.16075003
"philippines typhoon death toll feared to hit 7,000",the lady cut up a green onion .,0.16177407
Kurdish rebels to withdraw from Turkey,A man is standing at the wheel of a classic American car that has its door and trunk open,0.16280317
bollywood cuts costs as rupee crisis bites,Two young kids are eating corndogs,0.16382733
An airplane is flying through the air,too many s * tty men in india : another gang rape,0.16485634
interior 's ken salazar stepping down,east ukraine separatists ask to join russia,0.16587351
A man in a white shirt and hat playing a guitar.,Tokyo to host 2020 Games,0.16690508
rome 's colosseum gives up secrets,A fat woman wearing faint blue top is blowing soap bubble.,0.16793616
A topless woman is being smeared with brown substance and a nobody is in the background,A little boy is crawling in a green tunnel with a smile on his face,0.16895722
putin spokesman : doping charges appear unfounded,a woman is frying shrimp .,0.16998667
a man is playing a basketball .,the polar bears fought over the kill .,0.17100826
a woman is taking a shower .,iran nuclear talks extended to november 24,0.17203528
Two men are not fighting,the lady cut up a green onion .,0.17306115
a dog is jumping on a trampoline .,"38 is militants killed in clashes , air strikes in iraq",0.17408508
south korean woman in contact with mers patient dies,The cats are running through the grass.,0.17511109
a woman is breading some meat .,the man is catching a ball,0.17613485
a man pops wheelies on a motorcycle .,A woman is drying eggs,0.17716423
two people are racing a sidecar motorcycle in the mud .,"Depending on how old you are and when you came of age, the name Paris Hilton might mean a few different things to you.

Advertisement

Hotel megabrand heiress, reality TV star, singer — she’s kind of done it all. Now Paris is the focus of a brand new YouTube documentary, This Is Paris.

As you might suspect, the documentary focuses on Paris herself as she grapples with establishing a new identity and brand for herself while accepting how many in the public see her. Paris is most notoriously known as one of the stars of The Simple Life, a reality show that first aired in 2003. Costarring Nicole Richie, the show followed the two children of celebrities as they navigated rural life.

Advertisement

On her role in the show, Paris explained to People, “I knew what I was doing but the whole world didn’t, so it was kind of frustrating to me to be perceived in that way because it’s not who I am at all. But it was such an amazing and entertaining show that I would just think of it as entertainment.”",0.17818847
a man is standing on top of a rock or mountain watching the sun set .,eight more bodies found on ship,0.17921838
dey stay preppin ' ... the preppers next door,A young boy is singing and playing a guitar,0.18024135
A man is shooting with a bow,two women standing in a living room with a black dog looking towards the camera .,0.1812686
how many passengers said they saw an iceberg ?,senate key to fixing washington,0.182291
"the dans stated the gang engaged in illegal activities including racketeering , blackmail , arms smuggling , cigarette smuggling and money laundering .",a person skiing down a snowy hill .,0.18332094
A baby is not playing with a doll,The man is adding seasoning to the water in a bowl,0.18434721
Nobody is performing a card trick,a prominent chinese businessman who divides his time between hong-kong and london was even more specific .,0.18537131
A dog is quickly running uphill,"a woman at the dining table with wine , beer , and lemons .",0.18639793
There is no man spraying a super soaker into the mouth of a dog,A little boy is playing a keyboard.,0.18742383
"38 is militants killed in clashes , air strikes in iraq",a dog leaping over a hurdle .,0.18844923
a group of sheep in a field .,A fat woman wearing faint blue top is blowing soap bubble.,0.18947732
the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs .,A kid is playing a guitar,0.19050229
anti-putin protesters form human chain in moscow,It really isn't your problem how they are going to find a qualified person to do the job.,0.1915293
morsi ? s slurs against jews stir concern,There is no butter being added to the stand mixer,0.19255331
"Move will bring in better financial discipline among entities, according to Finance Minister

BL 26-11-2010 MUMBAI: LIC employees coming out LIC Building as there was bomb hoax, while Police sniffer dogs and bomb squad in action at the building in Mumbai on Friday. Pioc by SHASHI ASHIWAL

Move will bring in better financial discipline among entities, according to Finance Minister

In a major announcement during her Budget 2020 speech, Finance Minister Nirmala Sitharamam said State-owned Life Insurance Corporation of India (LIC) was set to go public. Ms. Sitharaman on Saturday said the Narendra Modi government plans to sell a part of its stake in the entity through an initial public offering (IPO) and raise funds.

Sitharaman, however, did not give details such as what percentage of holding would be sold or when it would take place. Listing of companies on stock exchanges “discipline a company and provides access to financial markets and unlocks its value. It also gives (an) opportunity for retail investors to participate in the wealth so created,” she said.

The government owns 100% stake in LIC, which was set up in 1956 and remains the country’s largest state-run insurer. LIC increased its share of the first-year premium income in the first nine months of this fiscal, rising to 70.52% from 66.24% recorded in 2018-19. According to Bloomberg estimates, its assets roughly equal $433 billion (over ₹30 lakh crore).

The Economic Survey 2020 has aggressively pitched for divestment in public sector undertakings (PSUs). The latest development comes close on the heels of the Union government’s announcement Monday to invite bids for 100% stake sale of national carrier Air India.",A man is mowing grass,0.19358033
a girl is styling her hair .,waste on the question of the alstom group would have serious repercussions in europe and not only for the policies on competition .,0.19460748
five dead as indonesia train collides with fuel truck,A man is mowing grass,0.19563231
"the euro soared to $ 1.1914 in asian trading , before slipping back to $ 1.1884 in late european trading , up from $ 1.1857 late monday .",a cat is eating some corn .,0.19665816
a cow is eating grass .,the blasts killed two people and injured more than 150 others .,0.19768393
A laughing man is dyeing a shirt black on the table which you cannot sit at ,Two animals sitting on a rock.,0.19870913
us believes syria has probably used chemical weapons,"the fishermen are unemployed , tired and disappointed .",0.19973505
"a woman at the dining table with wine , beer , and lemons .",a group of people are standing beside a fire truck .,0.2007604
"On Monday, the Dow declined 5.25, or 0.1 percent, at 8,983.80, having shed 2.3 percent last week.",police have arrested 21 people in connection with the murder of a young nigerian child whose headless and limbless torso was found floating in the river thames .,0.20178837
"one dead , 11 hurt in la car chaos",russia has repeatedly threatened withdrawal from the cfe in opposition to plans for the extension of the us missile defense shield to eastern europe .,0.20281371
a woman wearing black stands in front of a pickup truck .,Two children are crouching under some metal bars,0.2038377
A man is playing the guitar,a dog wearing a cape is running through the snow .,0.20486464
two people wearing hats sit and look at the camera .,A man is coming down a rope,0.2058924
the polar bears fought over the kill .,A young child is under a rock climbing wall which is indoors,0.20691806
"wal-mart , kohl 's corp. , family dollar stores inc . , and big lots inc. were among the merchants posting may sales that fell below wall street 's modest expectations .",An animal is playing with a small bottle,0.20794356
Two dogs are playing with each other,rick santorum wins kansas caucuses,0.20897025
a young boy jumping in the air at the beach .,Two poodles are running through the snow.,0.20999692
a puppy is pushing itself backwards .,"putin 's russia has already lost 12 prominent journalists , murdered in the last six years .",0.21102199
lima is the capital of,There is no man cutting a rope with a sword,0.21204817
