sentence1,sentence2,similarity
The man is hurling knives at a tree,"INN turned to experts in the market to get a sense of what’s in store for investors looking to plug into the gaming industry in the new year.









Gaming and the esports industry — characterized by massive video game tournaments — saw unprecedented growth in 2019 as investors recognized opportunity.

Now, heading into 2020, the gaming sector is poised to further shift into a lucrative market as increased interest supports the growth of players in the space.

Here the Investing News Network (INN) turns to experts in the market to get a sense of what’s in store for investors looking to plug into the esports industry in the new year.

Why are Google and Apple are investing heavily in the gaming market? Read our FREE outlook report on the gaming market! Give me my free report!

Gaming outlook 2020: A closer look at the numbers

The esports industry is looking to capitalize on a successful 2019 moving into 2020 and beyond.

In its 2019 global games market report, gaming research firm Newzoo states that the international gaming market could be worth US$196 billion by 2022.

Mobile games in particular are projected to generate US$95.4 billion by 2022, driven primarily by smartphone activity. Cross-platform titles such as Mario Kart Tour on iOS and Android, a general increase in smartphone users and improvements to hardware and infrastructure are factors that will lead to the projected growth, according to the firm.

The console segment, on the other hand, is set to reach US$61.1 billion in 2022, Newzoo estimates, boosted by the upcoming generation of Xbox and PlayStation systems, created by Microsoft (NASDAQ:MSFT) and Sony (NYSE:SNE,TSE:6758), respectively.

PC gaming will be a bit slower in the coming years, according to the researchers, though it is gaining traction and could be valued at US$39.5 billion over the next two year period.

In a previous interview with INN, Erik Dekker, senior vice president and portfolio manager with Dekker Hewett Group at Canaccord Genuity, said, “Gaming is bigger than film box offices, bigger than television, bigger than digital music. I think it’s about a US$116 billion market at this time.”

Gaming outlook 2020: The growth of team organizations

In esports, organizations like Team Liquid and OG are big generators of cash for the industry. Team Liquid, which has teams in many of the top esports leagues, currently has a merchandise collaboration with Marvel, and OG just announced a Counter Strike: Global Offensive team following its big Dota 2 win.

Team support and attachment have been reflected in the sheer amount of interest in gaming tournaments, another important revenue stream for esport companies.

In August, the Dota 2 The International 9 tournament had the world’s largest prize pool in history at a whopping US$34.3 million in winnings, and OG took home the top prize.

But organizations are evolving to rely on more than just their athletes and tournaments — instead, they’re taking a holistic approach to branding and maintaining a public image.

Why are Google and Apple are investing heavily in the gaming market? Read our FREE outlook report on the gaming market! Give me my free report!

“It’s going to ultimately come down to teams that can create brand lifestyles, create great content programming and diversify the revenue streams to find more profitability,” Daniel Mitre, CEO of New Wave Esports (CSE:NWES), told INN via email.

Mitre said the impressive growth of the sector has already led heavy hitters in gaming to throw their hats into the ring. The executive explained that companies like Activision Blizzard (NASDAQ:ATVI) and Riot Games, a subsidiary of Chinese conglomerate Tencent (HKEX:0700), have carefully crafted plans attached to their esports franchises and leagues.

“None of this movement around big games, AAA publishers and developers is coming to a slow,” said Mitre. “In fact, it’s just going to start picking up further.”

This sentiment was shared by another expert in gaming who is optimistic about the market’s trajectory.

Haywood Securities investment banker Sean MacGillis said the skill of the gaming industry is in the flexibility of its revenue channels, which include everything from merchandise and ticket sales to advertising and sponsorship revenue.

“The ability to monetize games is an order of magnitude larger than the ability to monetize traditional forms of content,” MacGillis explained.

Gaming outlook 2020: Possible concerns in the new year

Some experts have noted possible pitfalls for the industry, despite its recent levels of success.

For Nick Mersch, associate portfolio manager at Purpose Investments, the biggest risks for the space could come with the hypothetical collapse of the Overwatch League, one of the biggest leagues in the sector. Mersch said a downturn for the league could turn off existing and prospective investors.

“A lot of traditional sports owners wrote huge checks into teams in this league, and if they get burned here it will be difficult to attract capital back to the space,” Mersch told INN.

According to a report from Variety, viewers for the Overwatch League Grand Finals grew by 16 percent in 2019, with the event reaching 1.12 million average viewers.

Mersch said he’s also keeping his eye on the overvaluation that has plagued esports, pointing to a recent Forbes list ranking “the most valuable companies in esports” that still seems to exaggerate the values of some organizations on it, according to the expert.

Why are Google and Apple are investing heavily in the gaming market? Read our FREE outlook report on the gaming market! Give me my free report!

Other concerns have larger political implications. The ongoing US-China trade war dampened the growth of the sector, according to Trevor Doerksen, CEO of ePlay Digital (CSE:EPY), and could continue to do so into 2020, especially given China’s place as one of the world’s largest hubs for gaming.

In 2019, it was projected that US$36.5 billion was spent on gaming in China, according to Newzoo.

“Geopolitical forces and the US-China trade war muted global collaboration and access to markets, and important data that would help better understand and grow esports in 2019,” said Doerksen.

The executive said there could be better access to content, games and data across both markets if the relationship between the two countries improves in 2020.

Gaming outlook 2020: Investor takeaway

Mersch said moving forward, the most important factor for gaming will be the work done by data firm Nielsen, owned by The Nielsen Company (NYSE:NLSN), in its esports division, which works to get accurate information on engagement and viewership data.

In his view, Nielsen’s work could help close the existing gap between how the industry is growing and how it’s monetizing that growth, Mersch told INN.

“To close this gap, Fortune 500 companies need actionable return of investment metrics in order to justify more (spending) in the space. Nielsen and other data analytic companies can provide this.”

In terms of the overall health within the sector, Mitre told INN that the increasing popularity of gaming and its viewership will help in building a strong foundation for an interesting investment market.

“We’ve always had this propensity to watch people play better than us, whether it’s standing at the arcade and watching someone play Street Fighter, or the emergence of a Twitch and YouTube influencer space watching other people play video games,” said Mitre.

Don’t forget to follow us @INN_Technology for real-time news updates!

Securities Disclosure: I, Danielle Edwards, hold no direct investment interest in any company mentioned in this article.

Editorial Disclosure: The Investing News Network does not guarantee the accuracy or thoroughness of the information reported in the interviews it conducts. The opinions expressed in these interviews do not reflect the opinions of the Investing News Network and do not constitute investment advice. All readers are encouraged to perform their own due diligence.",0.12819868
The cat perched on the table is looking curiously out the window,One woman is handing volleyballs to another woman,0.12824205
The two men are wearing pants.,the woman is going to a wedding.,0.1292355
The two girls are walking with their father.,A woman is firing at target practice,0.12941724
The cat perched on the table is looking curiously out the window,16 killed in north iraq attacks,0.12965468
Two kids are swimming.,A man is naked and standing still,0.13045982
how can i replace a ceiling fan with a regular light fixture ?,There is no girl wearing jeans and a pink shirt and running,0.13069022
Two young children are eating corndogs,a woman is exercising .,0.1307776
Two young children are eating corndogs,the man is skiing down a snowy hill .,0.13420384
how to remove milk smell from hardwood floor ?,"greek protesters , police clash as bailout deal in limbo",0.13521837
could it be good ? sounds intriguing ... abc to look at ' star wars ' live-action tv series -,There is no man cutting a fish,0.13580605
There is no woman snowboarding down an incline and there is no other woman standing behind her,how can i replace a ceiling fan with a regular light fixture ?,0.13657537
There is no man in a pose being watched by another man,the woman is going to a wedding.,0.13826564
the woman is going to a wedding.,A man is naked and standing still,0.1388951
Iraq searches Syrian-bound Iranian plane,"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.13892639
The man is hurling knives at a tree,"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.13938716
syria hands over bodies of journalists,The cat perched on the table is looking curiously out the window,0.13964641
The cat perched on the table is looking curiously out the window,Men are running a race,0.1397424
Two young children are eating corndogs,A man is being roped before a climb,0.14022169
The man is hurling knives at a tree,challenges of being woman in india,0.14022626
There is no water being drunk by a cat,the woman is going to a wedding.,0.14084385
A dog is being teased by a monkey at the zoo,challenges of being woman in india,0.14112657
how to remove milk smell from hardwood floor ?,A man and a woman are running together and holding hands,0.141163
make a copy with the intent to deceive .,There is no girl wearing jeans and a pink shirt and running,0.14208381
The cat perched on the table is looking curiously out the window,A man and a woman are running together and holding hands,0.14210117
"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",There is no girl wearing jeans and a pink shirt and running,0.14228144
The man is kicking a boxing trainer,challenges of being woman in india,0.14228578
The man is kicking a boxing trainer,"so , i guess that 's it .",0.14279294
Is this the kind of thing you're looking for ?,iran currency falls further on concerns over bank,0.14331289
One woman is handing volleyballs to another woman,how to remove milk smell from hardwood floor ?,0.14412054
Two young children are eating corndogs,The man is hurling knives at a tree,0.14547738
The cat perched on the table is looking curiously out the window,Two young children are eating corndogs,0.1456272
Two young children are eating corndogs,the woman is going to a wedding.,0.14566648
you 're probably going to have to read various blogs to get all the information you want .,There is no man cutting a fish,0.14572656
The cat perched on the table is looking curiously out the window,"the villains i absolutely hate are selfish and self-serving , but they are also cowards .",0.14590694
Two young children are eating corndogs,A large man is sitting in a military accessories shop,0.14619093
Two kids are swimming.,"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.14619699
The crowd is watching two cars designed for racing that are leaving the starting line,how to remove milk smell from hardwood floor ?,0.14627293
syria hands over bodies of journalists,how can i replace a ceiling fan with a regular light fixture ?,0.14669071
The two men are wearing jeans.,the woman is going to a wedding.,0.14677788
how can i replace a ceiling fan with a regular light fixture ?,by the numbers : women in the u.s. military nah not good idea,0.1479882
"New 2020 is almost upon us and it’s going to be a landmark year for gaming. The PlayStation 5 and Xbox Series X are coming, some long-awaited titles like The Last of Us Part II and Final Fantasy VII Remake will finally arrive, and cloud gaming and other new ways to play will continue to make inroads. 2020 is going to be a year of transition and upheaval for our hobby, which means it’s a great time for all good little gamers to turn over a new leaf. To make some New Year’s resolutions that will improve your own situation and the gaming scene as a whole.

Of course, sometimes it’s tough to come up with good resolutions, so I’m here to help! Here are a few 2020 gaming resolution suggestions to get your minds percolating…

The Financial Year in Tech 2019: Highs, Lows, and Future Trends

Slim Down Your Backlog in January and February

It’s time to put your pile of shame on a diet. 2020 will eventually see some big releases, with March and April being particularly crazy, but the first two months of the year? Those are unusually barren, so it’s time to finally finish up some of those games that have been lingering for weeks, months, or even years. Personally, I’m finally going to see the end of Red Dead Redemption 2. It, uh, all turns out great, right?

Truly Master at Least One Game

While that aforementioned March-April period will be out of control (get ready for Final Fantasy VII Remake, Cyberpunk 2077, Resident Evil 3, and Animal Crossing: New Horizons, and more within the span of weeks) but, overall, 2020 is a transition year. Things will probably be a bit slower than usual, particularly if you don’t pick up a PS4 or Xbox Series X (we’ll talk about that later). That means, instead of increasing your pile of shame, 2020 is a great year to really drill down and master something. Really become good at a fighting or action game or 100 percent that new RPG. It’s more satisfying to master one game than half-finish a half dozen, and your bank account will thank you.

Stop Fighting Steam and Epic’s Battles for Them

Thankfully, it already seems to be dying down a bit, but the Steam vs. Epic Games Store Wars were the most pointless thing we devoted our time to in 2019. These massively-profitable companies don’t need you fighting their battles for them. Downloading an extra launcher is not a huge imposition, and we’re finally starting to see some real, consumer-benefitting competition, with both Steam and Epic offering some great promotions this holiday season.

Arise: A Simple Story Review – A Good Life, A So-So Video Game

I’d say you should all give up your console and NVIDIA vs. AMD wars as well, but I’m trying to keep these resolutions at least somewhat realistic.

Stay Vigilant About Monetization

2019 was the year the loot box died (or least started writing up its Last Will and Testament) and it was regular players speaking up that forced the change. The big publishers certainly wouldn’t have given them up on their own. That said, do keep an eye out for new monetization schemes, because you know certain publishers are diligently working on their next big money-grubbing innovation.

Don’t Buy a PlayStation 5 or Xbox Series X at Launch

I won’t be sticking to this resolution myself, but if you don’t strictly need a next-gen console for your job like I do, wait a while to buy PS5 or Xbox Series X. Consoles are overpriced at launch and it takes a while before you know if a machine is going to be successful. Also, in most cases, the first great, truly next-gen games don’t come out until about a year into a console’s lifespan. Both the PS5 and XSX are probably going to be around for a while, so sit back, consider your options, and make an informed decision.

Do Buy a Switch if You Haven’t Already

But maybe you have some cash earmarked for a new console just burning a hole in your pocket? Well, if you haven’t already, go ahead and grab yourself a Switch. Yes, it’s not the most powerful machine on the market, but 2019 was the year Nintendo’s little system definitively proved it was more than just a gimmick. The Switch boasts a fantastic library featuring top-notch Nintendo exclusives, the best indies of the past five years, and a handful of surprisingly-solid triple-A ports. I’m a pretty platform-agnostic kind of guy, but this past year most of my gaming free time was spent on the Switch. You might be surprised to find the same thing happening to you.

Don’t Be Jerks to People Who Make the Games You Love

We’re all passionate about his hobby, but that passion can turn into anger when a game or series does something you don’t like. I totally get that, but that said, do keep in mind that games are made by real people, most of whom are just trying their best to make something that will entertain players, so don’t lash out at them. Most of the decisions you’re upset about were probably made by committee in fancy boardrooms, so reserve your anger for publishers, not the rank and file. Also, do try to support devs when stories of crunch or workplace toxicity come out. Happy devs make better games, so better workplace conditions benefit everyone.

Play More Games With Friends

I’ve always believed gaming is at its best when you’re playing with someone close to you on the same couch, or, failing that, a real friend over the Internet. Unfortunately, it’s all too easy to fall into the habit of just playing randoms online – to start thinking of the people you’re playing strictly as adversaries instead of friends. A lot of modern games, particularly battle royale stuff, really encourages that. I can guarantee you’ll feel a little better about the hobby, and have to absorb a lot less abuse from trolls, if you make the time to game with friends and family more often.

Try Something New…

As I’ve said, 2020 is a transition year, so why not branch out with something new? Give a genre you’ve never tried a spin, or give one you gave up on long ago another shot. Give that quirky indie a chance. A lot of 2019’s best games were off the regular beaten path, and the same will probably hold true for 2020.

…But Don’t Be Ashamed to Like What You Like

That said, while trying something new is worthwhile, don’t be afraid to wear your quirky gaming tastes on your sleeve. You don’t have to pretend to be into the next Call of Duty or Madden if you’d rather be playing weird Japanese visual novels. Or dense PC strategy games. Or candy-colored rhythm games. Or Pokemon Go. Or whatever! If you genuinely love CoD, that’s fine too. The gaming scene is more varied than ever, so you do you.

So, there you go, a few suggested New Year’s resolutions for 2020. Of course, nobody’s forcing you to take my advice! What gaming resolutions will you be making in the new year?",Two young children are eating corndogs,0.1481621
how can i replace a ceiling fan with a regular light fixture ?,The woman is waterskiing,0.14841719
Two dogs are looking at something that is moving in the water,challenges of being woman in india,0.14846748
brazil leader promises reform vote,There is no woman in a purple top walking a bicycle between two stone columns,0.14884673
There is no water being drunk by a cat,iran currency falls further on concerns over bank,0.14889753
clinton warns kenya on cost of election unrest,Nobody is playing the guitar,0.14911194
how can i fix low water pressure in one shower ?,There is no girl in white dancing,0.1492913
how do i install a new interior partition wall ?,There is no woman in a purple top walking a bicycle between two stone columns,0.149685
"tin foil hat for the dog face , what size do u wear ?","I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.1500125
"The New Right Party is on the lookout for some new candidates to add to its electoral list for the upcoming elections who will boost its popularity, including some former members of the Zehut Party. New Right will possibly add one or two new candidates to its recent electoral lists, and may make some appointments based on the ability of such candidates to boost the party’s electoral appeal in specific sectors of the population.To that end, party coleader and Defense Minister Naftali Bennett met in recent days with figures in the newly established New Liberal Party, including Libby Molad and Refael Minnes, who were both candidates in the Zehut Party’s run for Knesset in the April elections.Zehut took 2.74% of the vote in that election, not enough to cross the 3.25% electoral threshold but enough to garner 118,000 votes, worth some three Knesset seats.Many of those ballot slips were likely cast by politically right-wing, economically liberal voters who could see New Right as a reasonable alternative to Zehut in the upcoming election, given the party’s right-wing approach to diplomatic and security affairs and its economic, free market liberalism.Sources in New Right confirmed that there have been contacts between Bennett and the former Zehut figures, but said that any agreement would see the addition of only one individual in an obtainable spot on the party list, and that any notion that New Right would merge with another party is not realistic.The source added that no decision on new candidates for its electoral list is imminent, and that New Right is looking at potential new candidates from a spectrum of population sectors and smaller parties.Such candidates could come from the Anglophone, French or Ethiopian communities, or from the community of immigrants from the former Soviet Union.Additionally, the order of candidates on the New Right electoral list could be altered from its previous iterations, with the possibility that some candidates will be moved up or down.Molad said in response to the initial report about the contacts with New Right that the New Liberal Party is looking at “different connections with parties whose values overlap with the liberal values we bring with us,” adding that New Right is “certainly a worthwhile option,” but that “when we reach this river we will cross it.”",Nobody is playing the guitar,0.1500333
The cat perched on the table is looking curiously out the window,"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.15006007
Fugitive Snowden short-listed for European rights prize,how to remove milk smell from hardwood floor ?,0.15034655
The cat perched on the table is looking curiously out the window,There is no girl wearing jeans and a pink shirt and running,0.150356
The man is kicking a boxing trainer,the woman is going to a wedding.,0.15037893
chinese students attacked in france,"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.15060644
"Shares of McDonald's and Wendy's continued their recent recovery Monday, rising more than 1 percent on the New York Stock Exchange in afternoon trade.",The man is hurling knives at a tree,0.15089443
how do i install a new interior partition wall ?,There is no girl wearing jeans and a pink shirt and running,0.15116237
One woman is handing volleyballs to another woman,A man is naked and standing still,0.1513135
syrian troops kill 35 in damascus suburb,how can i replace a ceiling fan with a regular light fixture ?,0.15161762
Kids are being dressed in costumes and playing a game,A man is naked and standing still,0.15177648
you 're probably going to have to read various blogs to get all the information you want .,There is no girl in white dancing,0.15223351
There is no man in a pose being watched by another man,Kids are being dressed in costumes and playing a game,0.15262179
iran currency falls further on concerns over bank,how can i replace a ceiling fan with a regular light fixture ?,0.15304177
Two young children are eating corndogs,A woman is diving into a pool,0.15326798
"tin foil hat for the dog face , what size do u wear ?",There is no girl in white dancing,0.15441027
The man is kicking a boxing trainer,singapore stocks end up 0.37 pct,0.15514174
how can i replace a ceiling fan with a regular light fixture ?,There is no woman in a purple top walking a bicycle between two stone columns,0.15592946
The cat perched on the table is looking curiously out the window,chinese officials fired over sex scandal,0.15667151
how to remove milk smell from hardwood floor ?,australian pm rudd calls sept . 7 poll,0.15766174
should babies just ' cry it out ' ?,The woman is waterskiing,0.15877594
Two young children are eating corndogs,a woman is sewing on a machine .,0.15949318
egypt launches offensive against sinai militants,how can i replace a ceiling fan with a regular light fixture ?,0.16058367
ask yourself what you look for in a friend too .,There is no woman in a purple top walking a bicycle between two stone columns,0.16137671
Hamas hangs three Gaza prisoners,the woman is going to a wedding.,0.16250464
Two kids are swimming.,The monkey isn't practicing martial arts,0.1634655
The man is kicking a boxing trainer,"INN turned to experts in the market to get a sense of what’s in store for investors looking to plug into the gaming industry in the new year.









Gaming and the esports industry — characterized by massive video game tournaments — saw unprecedented growth in 2019 as investors recognized opportunity.

Now, heading into 2020, the gaming sector is poised to further shift into a lucrative market as increased interest supports the growth of players in the space.

Here the Investing News Network (INN) turns to experts in the market to get a sense of what’s in store for investors looking to plug into the esports industry in the new year.

Why are Google and Apple are investing heavily in the gaming market? Read our FREE outlook report on the gaming market! Give me my free report!

Gaming outlook 2020: A closer look at the numbers

The esports industry is looking to capitalize on a successful 2019 moving into 2020 and beyond.

In its 2019 global games market report, gaming research firm Newzoo states that the international gaming market could be worth US$196 billion by 2022.

Mobile games in particular are projected to generate US$95.4 billion by 2022, driven primarily by smartphone activity. Cross-platform titles such as Mario Kart Tour on iOS and Android, a general increase in smartphone users and improvements to hardware and infrastructure are factors that will lead to the projected growth, according to the firm.

The console segment, on the other hand, is set to reach US$61.1 billion in 2022, Newzoo estimates, boosted by the upcoming generation of Xbox and PlayStation systems, created by Microsoft (NASDAQ:MSFT) and Sony (NYSE:SNE,TSE:6758), respectively.

PC gaming will be a bit slower in the coming years, according to the researchers, though it is gaining traction and could be valued at US$39.5 billion over the next two year period.

In a previous interview with INN, Erik Dekker, senior vice president and portfolio manager with Dekker Hewett Group at Canaccord Genuity, said, “Gaming is bigger than film box offices, bigger than television, bigger than digital music. I think it’s about a US$116 billion market at this time.”

Gaming outlook 2020: The growth of team organizations

In esports, organizations like Team Liquid and OG are big generators of cash for the industry. Team Liquid, which has teams in many of the top esports leagues, currently has a merchandise collaboration with Marvel, and OG just announced a Counter Strike: Global Offensive team following its big Dota 2 win.

Team support and attachment have been reflected in the sheer amount of interest in gaming tournaments, another important revenue stream for esport companies.

In August, the Dota 2 The International 9 tournament had the world’s largest prize pool in history at a whopping US$34.3 million in winnings, and OG took home the top prize.

But organizations are evolving to rely on more than just their athletes and tournaments — instead, they’re taking a holistic approach to branding and maintaining a public image.

Why are Google and Apple are investing heavily in the gaming market? Read our FREE outlook report on the gaming market! Give me my free report!

“It’s going to ultimately come down to teams that can create brand lifestyles, create great content programming and diversify the revenue streams to find more profitability,” Daniel Mitre, CEO of New Wave Esports (CSE:NWES), told INN via email.

Mitre said the impressive growth of the sector has already led heavy hitters in gaming to throw their hats into the ring. The executive explained that companies like Activision Blizzard (NASDAQ:ATVI) and Riot Games, a subsidiary of Chinese conglomerate Tencent (HKEX:0700), have carefully crafted plans attached to their esports franchises and leagues.

“None of this movement around big games, AAA publishers and developers is coming to a slow,” said Mitre. “In fact, it’s just going to start picking up further.”

This sentiment was shared by another expert in gaming who is optimistic about the market’s trajectory.

Haywood Securities investment banker Sean MacGillis said the skill of the gaming industry is in the flexibility of its revenue channels, which include everything from merchandise and ticket sales to advertising and sponsorship revenue.

“The ability to monetize games is an order of magnitude larger than the ability to monetize traditional forms of content,” MacGillis explained.

Gaming outlook 2020: Possible concerns in the new year

Some experts have noted possible pitfalls for the industry, despite its recent levels of success.

For Nick Mersch, associate portfolio manager at Purpose Investments, the biggest risks for the space could come with the hypothetical collapse of the Overwatch League, one of the biggest leagues in the sector. Mersch said a downturn for the league could turn off existing and prospective investors.

“A lot of traditional sports owners wrote huge checks into teams in this league, and if they get burned here it will be difficult to attract capital back to the space,” Mersch told INN.

According to a report from Variety, viewers for the Overwatch League Grand Finals grew by 16 percent in 2019, with the event reaching 1.12 million average viewers.

Mersch said he’s also keeping his eye on the overvaluation that has plagued esports, pointing to a recent Forbes list ranking “the most valuable companies in esports” that still seems to exaggerate the values of some organizations on it, according to the expert.

Why are Google and Apple are investing heavily in the gaming market? Read our FREE outlook report on the gaming market! Give me my free report!

Other concerns have larger political implications. The ongoing US-China trade war dampened the growth of the sector, according to Trevor Doerksen, CEO of ePlay Digital (CSE:EPY), and could continue to do so into 2020, especially given China’s place as one of the world’s largest hubs for gaming.

In 2019, it was projected that US$36.5 billion was spent on gaming in China, according to Newzoo.

“Geopolitical forces and the US-China trade war muted global collaboration and access to markets, and important data that would help better understand and grow esports in 2019,” said Doerksen.

The executive said there could be better access to content, games and data across both markets if the relationship between the two countries improves in 2020.

Gaming outlook 2020: Investor takeaway

Mersch said moving forward, the most important factor for gaming will be the work done by data firm Nielsen, owned by The Nielsen Company (NYSE:NLSN), in its esports division, which works to get accurate information on engagement and viewership data.

In his view, Nielsen’s work could help close the existing gap between how the industry is growing and how it’s monetizing that growth, Mersch told INN.

“To close this gap, Fortune 500 companies need actionable return of investment metrics in order to justify more (spending) in the space. Nielsen and other data analytic companies can provide this.”

In terms of the overall health within the sector, Mitre told INN that the increasing popularity of gaming and its viewership will help in building a strong foundation for an interesting investment market.

“We’ve always had this propensity to watch people play better than us, whether it’s standing at the arcade and watching someone play Street Fighter, or the emergence of a Twitch and YouTube influencer space watching other people play video games,” said Mitre.

Don’t forget to follow us @INN_Technology for real-time news updates!

Securities Disclosure: I, Danielle Edwards, hold no direct investment interest in any company mentioned in this article.

Editorial Disclosure: The Investing News Network does not guarantee the accuracy or thoroughness of the information reported in the interviews it conducts. The opinions expressed in these interviews do not reflect the opinions of the Investing News Network and do not constitute investment advice. All readers are encouraged to perform their own due diligence.",0.16410482
challenges of being woman in india,The dog is knocking a boy into the water,0.16525313
amplify ( an electron current ) by causing part of the power in the output circuit to act upon the input circuit .,There is no girl wearing jeans and a pink shirt and running,0.16598247
syria denies reports of deadly damascus nerve gas attack,how can i replace a ceiling fan with a regular light fixture ?,0.16688217
The man is dipping into a swamp,how can i replace a ceiling fan with a regular light fixture ?,0.16773018
Two young children are eating corndogs,A man is sitting in the woods,0.16873221
One woman is handing volleyballs to another woman,a man is staring out the window .,0.16935474
The cat perched on the table is looking curiously out the window,the nazis increases the longevity of a handgun permit from to years .,0.17060505
how can i fix low water pressure in one shower ?,There is no dog chasing a ball,0.17151372
The two men are wearing pants.,challenges of being woman in india,0.17244056
iran currency falls further on concerns over bank,no . jury nullification does not mean that a law is unconstuitutional .,0.1731796
iraqi car bomb near church kills at least 14,The cat perched on the table is looking curiously out the window,0.17423697
There is no child sitting in a red and yellow toy car,the woman is going to a wedding.,0.1751733
The dog is knocking a boy into the water,There is no girl wearing jeans and a pink shirt and running,0.17604542
dreamliner having fitful rollout . how tough is this for boeing ?,There is no guy mowing the lawn,0.17701362
low expectations for iran nuclear talks,"I want to drag a cell down auto populating each next cell. Ex.... MJN1001 through MJN1100... no problem, excels will allow this by the copy feature. Each cell needs to hyperlink into a folder that matches each number MJN1001 through MJN1100. If I set the first cell to MJN1001, the next cell becomes MJN1002, however, the hyperlink is still MJN1001. How do I get the hyperlink to auto populate, as I drag it down the column?",0.17786992
"three young children play in the hay , throwing some at the camera .",A man is naked and standing still,0.17875665
Is this the kind of thing you're looking for ?,chinese stocks open lower friday,0.17968383
a cat is playing keyboards .,There is no girl wearing jeans and a pink shirt and running,0.18063171
how can i replace a ceiling fan with a regular light fixture ?,Iraq searches Syrian-bound Iranian plane,0.18156435
The man is kicking a boxing trainer,The elderly lady is waiting on the sidewalk,0.18245447
A little dog is slowing down and the owner is quitting chasing it,how do i install a new interior partition wall ?,0.18336403
There is no man cutting a paper plate,how can i replace a ceiling fan with a regular light fixture ?,0.18426362
A cat is playing with a big bottle,16 killed in north iraq attacks,0.18517035
Two young children are eating corndogs,"the answer to one open question , the outcome , is dictated ( partially or completely ) by the answer to another open question , the determinant , i.e. if the answer to the determinant is known , the answer to the outcome can be predicted. the degree of predictive power and the circumstances under which the dependency holds can also be expressed .",0.1860921
Two young children are eating corndogs,filmmaker jason da silva on the challenges of navigating ny with # ms : the long wait ? # sundance,0.18705976
syrian troops kill 35 in damascus suburb,The cat isn't playing with a watermelon,0.1879405
