sentence1,sentence2,similarity
Boys are not dancing in front of some people,a woman rides an elephant .,-0.26721373
A little girl is playing a guitar,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,-0.2661306
A man is playing piano.,two girls holding sacks are standing in a field .,-0.26567018
Two men are sitting in the room.,A person is riding a motorbike in the event related to motocross,-0.26461193
A young woman is playing the guitar,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,-0.26345184
a man is playing a piano .,two girls holding sacks are standing in a field .,-0.26248622
Two women with dogs are walking on a forest path,A man is sitting,-0.2624036
two girls holding sacks are standing in a field .,a man plays the piano .,-0.26175702
A young boy has a red fishing pole.,Two women with dogs are walking on a forest path,-0.26128063
a brown dog is walking on the grass beside a fence .,a man and a woman in glasses blow bubbles .,-0.26083776
a man is eating a slice of pizza .,two girls holding sacks are standing in a field .,-0.26062948
"The male, who is dark skinned, is standing on one hand in front of a yellow building",Three women are dancing,-0.25993747
a man seated in a room is playing the guitar .,Two women with dogs are walking on a forest path,-0.2582229
A little girl is playing a guitar,Three guys in speedos have their feet up on the railing of a boat getting a tan.,-0.2574125
a woman is writing .,Boys are not dancing in front of some people,-0.25709543
two men in fleeces and hats looking at the camera .,a woman is playing a flute .,-0.25684258
A little girl is playing a guitar,two men in fleeces and hats looking at the camera .,-0.2544475
The bicyclist is riding on a city street,Two men are sitting in the room.,-0.25294644
two men in fleeces and hats looking at the camera .,The woman is playing a flute,-0.2525971
A man is sitting,Three women are dancing,-0.25249392
a man is playing a piano .,four children looking at barn animals .,-0.25150254
Two women with dogs are walking on a forest path,A kid is splashing in the pool,-0.2507691
Two men are sitting in the room.,a woman is riding a horse on a beach .,-0.25071678
Two women with dogs are walking on a forest path,A boy in red jumping into a sandbox.,-0.2506625
A man is phoning,Three women are dancing,-0.2504345
outrage after reports emerge about 6-year-old indian girl raped at school,Two men are waiting for a ride on the side of a dirt road.,-0.25018397
Boys are not dancing in front of some people,A woman is water skiing.,-0.25001928
Two women with dogs are walking on a forest path,a guy is sitting on his bike with one wheel in the air .,-0.24954318
Two kids are swimming.,A man is sitting,-0.24711797
israel called to account over latest settlement plans by european countries,"The Jockeys are racing horses on the field, which is completely green",-0.2466787
A boy is studying a calendar,Five people are standing with three dogs in the park beside the road,-0.24647065
a guy on a white horse .,Three women are dancing,-0.24606143
a women and small child sitting at a dinner table smiling at the camera .,A man is not mowing a lawn,-0.24553064
Boys are not dancing in front of some people,a woman is riding a donkey .,-0.24533354
"The man and the boy are standing at the top of the stairs, which are outdoors",a woman is slicing meat with a knife .,-0.24519208
Two kids are swimming.,the man sat in his chair and stared .,-0.24507394
A man is phoning,Three children playing in snow.,-0.24487813
two men in fleeces and hats looking at the camera .,A woman is slicing garlic,-0.24463469
A woman is passionately playing a guitar in front of an audience,The man is standing outdoor and the boy is falling over the bottom of the stairs,-0.2443016
a little girl and a little boy hold hands on a shiny slide .,The man in the hat is smoking a straw cigarette,-0.24406654
The dogs play in the snow on hind legs.,A man is phoning,-0.24395294
Two men are sitting in the room.,A girl is skipping rope on near a street,-0.24324892
A boy is comfortably sitting in a room and playing a piano by a lamp,Two women with dogs are walking on a forest path,-0.24316181
A man is at a farmers market.,Two kids are swimming.,-0.2423779
A little girl is playing a guitar,The man surrounded by photographers is wearing a gray suit and glasses,-0.24114105
A child is waking up,Two women with dogs are walking on a forest path,-0.23955047
a girl does a back bend on the beach .,Two men are sitting in the room.,-0.23845154
"botany -- the usually underground organ of a plant that lacks buds or leaves or nodes , which absorbs water and mineral salts ; usually it anchors the plant to the ground .",anti-american fury sweeps middle east over film,-0.23689552
"Mother of woman found guilty of lying about being gang-raped says Ayia Napa resort is unsafe

The mother of a British teenager found guilty of lying about being gang-raped in Cyprus has backed calls for a tourism boycott of the country.

The woman, who cannot be named for legal reasons, told BBC Radio 4’s Today programme that she supported the campaign and that she believed the resort town of Ayia Napa was unsafe.

“The place isn’t safe – it is absolutely not safe. And if you go and report something that’s happened to you, you’re either laughed at, as far as I can tell, or, in the worst case, something like what’s happened to my daughter may happen,” she said.

The teenager said she was raped by up to 12 Israeli tourists in a hotel room in Ayia Napa on 17 July.

But she was charged and the dozen young men, aged between 15 and 20, who were arrested over the incident, were freed after she signed a retraction statement 10 days later.

The woman said her daughter was experiencing post-traumatic stress disorder (PTSD), hallucinations, and sleeping for up to 20 hours a day because of a condition called hypersomnia.

“She needs to get back to the UK to get that treated – that’s my absolute primary focus. She can’t be treated here because hearing foreign men speaking loudly will trigger an episode …

“It needs resolving otherwise she’s going to carry on having this for the rest of her life,” the woman said.

She said her daughter had planned to go to university this year after being accepted for the courses she applied for and being offered a bursary at one institute.

“So, no question, she would have gone to university, but it was in a career that she wouldn’t be able to do with this ‘public mischief’ verdict, so – again, life-changing for her – she needs to totally rethink her options.”

A crowdfunding appeal to raise money for legal support for her daughter has passed £80,000.

The “help teen victim get justice in Cyprus” GoFundMe page was set up in August by the British lawyer John Hobbs to raise cash for the 19-year-old’s legal representation.

The teenager claimed in court she was raped but forced to change her account under pressure from Cypriot police.

The Foreign Office said the UK was “seriously concerned” about the fairness of the woman’s trial and it is understood officials have raised the “deeply distressing case” with the Cypriot authorities.

Lawyers and campaigners criticised the justice system after the woman was convicted of public mischief at Famagusta district court, in Paralimni, on Monday.

The psychologist who assessed the woman as part of her defence case, Dr Christine Tizzard, said she was concerned the trial had not fully considered that she had been diagnosed with PTSD.

She told the Guardian: “The salient point is that she was diagnosed with PTSD. That’s a standalone diagnosis. It’s a valid diagnosis and it hasn’t really been fully represented.

“Aside the fact it hasn’t been fully represented, it means she’s been unable to get the treatment she so sorely needs and every day she’s not having treatment the worse it gets.”

The government of Cyprus has said it has “full confidence in the justice system and the courts”.

Cyprus’s attorney general said on Tuesday he could not suspend the trial because the woman had levelled “grave accusations” against police investigators that had to be adjudicated in court.

He said her allegation that police coerced her into retracting her rape claim “could not have been left to linger” so he could not move to suspend the trial.

In a statement, Costas Clerides added: “Any intervention on the part of the attorney general, either for reasons of public interest or any other reasons, would have constituted nothing more than an obstacle to ascertaining the true facts of the case, as well as interference in the judiciary’s work.”

Judge Michalis Papathanasiou said he believed the woman had made false allegations because she felt “embarrassed” after realising she had been filmed having sex in a video found on some of the Israelis’ mobile phones.

The woman has been on bail since the end of August, after spending a month in prison, and could face up to a year in jail and a €1,700 (£1,500) fine when she is sentenced on 7 January.",a man is riding a white horse .,-0.23562342
two men in fleeces and hats looking at the camera .,a woman is deveining shrimp .,-0.23400192
a young man is talking to a leaf .,Three women are dancing,-0.23304409
a woman is riding a donkey .,two men sailing in a small sailboat .,-0.23184231
A man is sitting,Three children playing in snow.,-0.23046908
Tiles are being broken with his hands by a man,a girl is riding a horse .,-0.22905973
Two young kids are eating corndogs,A man has his skis ready for the field to get iced out,-0.22771722
The men are playing with a ball,A woman is coating a pork chop,-0.22649261
two men in fleeces and hats looking at the camera .,a woman is riding a horse on a beach .,-0.22482893
Two kids are swimming.,A woman is passionately playing a guitar in front of an audience,-0.22373177
economists ' not against the companies openly using the attractiveness of luxury to promote their products .,"the other victim recovered tuesday morning was al larsen , 31 , of fort worth , texas .",-0.22246024
two men in fleeces and hats looking at the camera .,a woman is slicing meat with a knife .,-0.22085083
a man climbing a cliff face .,a group of people sitting on a small sofa next to a kitchen .,-0.21987292
A man is at a farmers market.,Three women are dancing,-0.21832646
A child is wearing a coat and is carrying a red sled near a child in a green and black coat,A man is playing his guitar at Joe's Cafe.,-0.2171039
a male bee whose function is to fertilize the queen,foreigners among dead in kabul hotel attack,-0.21577764
a woman is deveining shrimp .,the man poses for a photo in front of the train .,-0.21452767
A shirtless man is escorting a horse that is pulling a carriage along a paved road,Three children playing on the floor.,-0.21317719
a woman is writing .,Three guys in speedos have their feet up on the railing of a boat getting a tan.,-0.21185678
a women laying across two men sitting on a sofa .,A little boy is jumping into a puddle in the street,-0.21041575
three men are playing chess .,a baby is sitting in the grass .,-0.20911032
Two young kids are eating corndogs,A tattooed man is on a sofa and is holding a pencil,-0.20773943
obama pledges to make new health care law work,Sunderland 2-2 Bolton: Davies in at the double,-0.20644452
"israel doesn 't give a * * * * , accept it .","The Jockeys are racing horses on the field, which is completely green",-0.20514986
two men in fleeces and hats looking at the camera .,The woman is not slicing an onion with a knife,-0.20384806
A man is playing his guitar at Joe's Cafe.,Two people are driving a jeep and a girl is sitting on the top of it,-0.2024404
Two young kids are eating corndogs,A man is phoning,-0.20110594
Two small children are playing with a toy car in the street,president yoweri museveni has promoted brigadier aronda nyakairima to major general and named him army commander .,-0.199801
"tnk-bp has six oil producing units , five refineries and 2,100 filling stations .",A man is whacking a boy with a sword,-0.19844529
The man is not riding a horse by a creek,a woman is slicing meat with a knife .,-0.19709347
A man is at a farmers market.,Two dogs and a cat resting on a couch.,-0.19584604
because bulbs b and c were still in a closed path with the battery .,a man is squeezing water .,-0.1944446
a woman is slicing meat with a knife .,Two men are waiting for a ride on the side of a dirt road.,-0.19312693
Boys are not dancing in front of some people,The oriental lady is cutting a carrot into pieces that are thin,-0.19182841
"childcare ' costing £ 15,000 a year'",Three guys in speedos have their feet up on the railing of a boat getting a tan.,-0.19044766
The man in the hat is smoking a straw cigarette,rescuers race to find 20 still trapped in india building collapse,-0.18910821
do i need to replace my hot water tank 's pressure release valve ?,The man is chopping the trunk of a tree with an axe,-0.18780641
singapore stocks end up 0.26 percent,syria 's assad vows to comply with u.n. resolution,-0.1864787
"By NEIL HARTNELL

Tribune Business Editor

nhartnell@tribunemedia.net

A well-known businessman yesterday voiced fears that the “overwhelming majority” of Nassau residents may not feel the benefits even with the capital’s economy poised for “a good inning” in 2020.

Sir Franklyn Wilson told Tribune Business that the increasing wealth gap between “the haves and have nots” appeared to be “off the radar” where the government was concerned, even though “fewer and fewer” Bahamians were seeing their share of national income increase.

He argued that the cruise port’s $250m transformation, together with other multi-million dollar developments such as Baha Mar’s water-based theme park, The Pointe’s completion, the Gold Wynn and Hurricane Hole projects, and continued investment by the likes of Albany would ensure New Providence’s economy enjoys “a good year” - but only at the macroeconomic level.

“I believe New Providence is poised to have a good inning,” the Arawak Homes and Sunshine Holdings chairman told this newspaper. “I think there’s a reasonable basis to think that New Providence will have a good year...

“However, you know, while I say New Providence should have a good inning, those are macroeconomic numbers. While the macroeconomic numbers may be favourable, the impact on the majority of people may not necessarily follow as the gap between the haves and have nots continues to widen.

“The pot as a whole is getting bigger, but fewer and fewer people are getting a decent share. Even when I say New Providence will have a good inning, I’m talking in macroeconomic terms which may not necessarily translate to the overwhelming majority of the population a year from now feeling any better off. The majority will not feel any better off.”

Sir Franklyn said the government seemed to have forgotten the growing income inequality, and widening gap between rich and lower income Bahamians, given that none of its public statements or speeches had ever addressed the issue.

“I have yet to hear any government minister make any statement that they see this as an issue,” he added. “I cannot think of any statement a cabinet minister has made which specifically addresses the imbalance between the haves and the have nots as a key public policy issue. This is not even on the radar of the authorities.”

Concerns over income inequality, and a widening gap between rich and poor stemming from a middle class ‘squeeze’, have been voiced periodically ever since the 2008-2009 recession. Real per capita incomes took 10 years to recover to their pre-recession levels, hitting this mark only in 2017.

Sir Franklyn, meanwhile, suggested that K Peter Turnquest, deputy prime minister, may come under pressure from his Cabinet colleagues to loosen spending and other fiscal controls in a bid to shore up the Government’s popularity just over half-way through its term in office.

Asked about the Government’s ability to avoid a further sovereign credit rating downgrade post-Dorian, he replied: “Minster Turnquest, he is really giving it a good shot. He is trying. I’m sure he will do his personal best to try and avoid it.

“I get the sense that there’s some restlessness within the Cabinet. They sense the popularity of the Government is not trending in a favourable direction, so they will push the minister of finance to do things which may not be consistent with avoiding that downgrade. I think a lot truly depends on the extent to which the Minister of Finance can be strong in the face of pressure from his own Cabinet colleagues.”

The Government previously revealed it will have to seek Parliamentary approval to borrow an extra $508m to finance post-Hurricane Dorian reconstruction, blowing out its projected 2019-2020 fiscal deficit to $677.5m from the initially projected $137m.

Its Fiscal Strategy Report also shows it borrowing a further $499m in 2020-2021, and $301.2m in 2021-2022, meaning that the Minnis administration is forecasting it will need to borrow some $1.479bn over its final three years in office and taking the national debt to nearly $9.5bn.

The likes of Standard & Poor’s (S&P) and Moody’s have effectively taken a wait-and-see approach, though, seemingly preferring to assess how The Bahamas manages the post-Dorian fall-out and whether it can restrain any unnecessary spending before moving to again narrow the deficit.

Sir Franklyn yesterday urged Mr Turnquest to follow “the Paul Adderley model” and “put country before party” in how he handles the public finances in the aftermath of the Category Five storm.

He added that it was “likely to be significant” that Mr Turnquest was finance minister, rather than the Prime Minister, which was the structure employed by all Dr Hubert Minnis’ predecessors.

“Thank God that we do not have that model where the Prime Minister is the de facto minister of finance,” Sir Franklyn told Tribune Business. “Experience has shown whether it was Pindling, Ingraham or Christie, it’s hard under that model to resist pressure to open up the purse.

“Thank God we don’t have that model today. Hopefully, the deputy prime minister has the ability on his part to say: ‘Man, let’s not look at this thing in the short run’. The late Paul Adderley increased taxes right before the 1992 general election. He had to know that what he was doing was good for the country even if it was bad for the party.

“I say to Mr Turnquest: ‘Keep in mind the Paul Adderley model’. Do the right thing. If you do the right thing for the country it may not be good for the party, but country first.”",bulb a and bulb c are contained in different paths with the battery .,-0.185103
Two men are sitting in the room.,There is no woman in a purple top walking a bicycle between two stone columns,-0.18376686
finally a little respect for vets ! wal-mart plans to hire any veteran who wants a job,a group of boys are playing soccer on the beach .,-0.18244849
A woman is riding a scooter towards the water,A man is preparing a dish,-0.18114728
the people who dwell in a camp,A man is cutting a paper plate,-0.17978808
navy panel urges ouster of officer who faked death,Two small children are playing with a toy car in the street,-0.17847185
a boy takes off his sunglasses .,drafting has changed dramatically with the new collective bargaining agreement .,-0.17710432
Two kids are swimming.,A man with no hat is sitting on the ground,-0.17578575
A man is performing tricks with a soccer ball.,rescuers race to find 20 still trapped in india building collapse,-0.17446455
us says syria may have used sarin gas in chemical weapons,A shirtless man is escorting a horse that is pulling a carriage along a paved road,-0.17310849
The child would like to swim.,"a crowd of people stand on a rural road , a field behind them , a forest in front .",-0.17179197
two men in fleeces and hats looking at the camera .,a woman is placing skewered food onto a cooker .,-0.17047855
elbaradei to become egyptian pm,"north american markets grabbed early gains monday morning , as earnings season begins to slow and economic indicators take the spotlight .",-0.1691276
A man is patting an alligator on the mouth,"there is , however , no photograph of dr hollingworth in the june issue of the magazine examined by the age yesterday .",-0.16778739
"custody , images at stake in cruise-holmes divorce",The cat is playing keyboards,-0.16645135
A man is playing his guitar at Joe's Cafe.,a girl in glasses is looking over two american flags near a wooded area .,-0.16511221
the man sat in his chair and stared .,Three children playing in snow.,-0.16378798
Two kids are swimming.,a woman with a viking hat on .,-0.16245128
A young man wearing a striped shirt is holding two bicycles.,"The Dow Jones industrial average ended the day down 10.89 at 9,837.94, after advancing 111.04 Wednesday.",-0.16111094
the people who dwell in a camp,the man is playing the drums .,-0.15978357
two men in fleeces and hats looking at the camera .,A woman is dancing in the rain.,-0.15845662
"Mother of woman found guilty of lying about being gang-raped says Ayia Napa resort is unsafe

The mother of a British teenager found guilty of lying about being gang-raped in Cyprus has backed calls for a tourism boycott of the country.

The woman, who cannot be named for legal reasons, told BBC Radio 4’s Today programme that she supported the campaign and that she believed the resort town of Ayia Napa was unsafe.

“The place isn’t safe – it is absolutely not safe. And if you go and report something that’s happened to you, you’re either laughed at, as far as I can tell, or, in the worst case, something like what’s happened to my daughter may happen,” she said.

The teenager said she was raped by up to 12 Israeli tourists in a hotel room in Ayia Napa on 17 July.

But she was charged and the dozen young men, aged between 15 and 20, who were arrested over the incident, were freed after she signed a retraction statement 10 days later.

The woman said her daughter was experiencing post-traumatic stress disorder (PTSD), hallucinations, and sleeping for up to 20 hours a day because of a condition called hypersomnia.

“She needs to get back to the UK to get that treated – that’s my absolute primary focus. She can’t be treated here because hearing foreign men speaking loudly will trigger an episode …

“It needs resolving otherwise she’s going to carry on having this for the rest of her life,” the woman said.

She said her daughter had planned to go to university this year after being accepted for the courses she applied for and being offered a bursary at one institute.

“So, no question, she would have gone to university, but it was in a career that she wouldn’t be able to do with this ‘public mischief’ verdict, so – again, life-changing for her – she needs to totally rethink her options.”

A crowdfunding appeal to raise money for legal support for her daughter has passed £80,000.

The “help teen victim get justice in Cyprus” GoFundMe page was set up in August by the British lawyer John Hobbs to raise cash for the 19-year-old’s legal representation.

The teenager claimed in court she was raped but forced to change her account under pressure from Cypriot police.

The Foreign Office said the UK was “seriously concerned” about the fairness of the woman’s trial and it is understood officials have raised the “deeply distressing case” with the Cypriot authorities.

Lawyers and campaigners criticised the justice system after the woman was convicted of public mischief at Famagusta district court, in Paralimni, on Monday.

The psychologist who assessed the woman as part of her defence case, Dr Christine Tizzard, said she was concerned the trial had not fully considered that she had been diagnosed with PTSD.

She told the Guardian: “The salient point is that she was diagnosed with PTSD. That’s a standalone diagnosis. It’s a valid diagnosis and it hasn’t really been fully represented.

“Aside the fact it hasn’t been fully represented, it means she’s been unable to get the treatment she so sorely needs and every day she’s not having treatment the worse it gets.”

The government of Cyprus has said it has “full confidence in the justice system and the courts”.

Cyprus’s attorney general said on Tuesday he could not suspend the trial because the woman had levelled “grave accusations” against police investigators that had to be adjudicated in court.

He said her allegation that police coerced her into retracting her rape claim “could not have been left to linger” so he could not move to suspend the trial.

In a statement, Costas Clerides added: “Any intervention on the part of the attorney general, either for reasons of public interest or any other reasons, would have constituted nothing more than an obstacle to ascertaining the true facts of the case, as well as interference in the judiciary’s work.”

Judge Michalis Papathanasiou said he believed the woman had made false allegations because she felt “embarrassed” after realising she had been filmed having sex in a video found on some of the Israelis’ mobile phones.

The woman has been on bail since the end of August, after spending a month in prison, and could face up to a year in jail and a €1,700 (£1,500) fine when she is sentenced on 7 January.",A man is performing tricks with a soccer ball.,-0.15713285
start them as early as possible .,a man lies on a street with his headand shoulders under a parked car that is jacked up .,-0.15579396
"i have a layover in japan , going to stayfor a month , do i need a transit visa ?",Sunderland 2-2 Bolton: Davies in at the double,-0.15445618
"as i have already explained in second reading , is at the root of this directive .",three bottles are on a table .,-0.15312171
A musician is playing a keyboard,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,-0.15179001
The tall person is setting fire to the cameras,bioreliance 's stock closed down 2 cents yesterday at $ 47.98 per share .,-0.15045828
A woman is removing eggs from a frying pan,Boys are not dancing in front of some people,-0.14911893
us teen held in chicago ' jihad ' car bomb plot,The woman is playing a flute,-0.14779086
the woman picked up the kangaroo .,the man sat in his chair and stared .,-0.14645481
a physical difficulty or obstacle,selenski had served about seven years in prison for bank robbery .,-0.1451349
A young girl in a coat made for winter is jumping off a boulder into the sand at a beach,Two men are driving down the road in an open-air vehicle,-0.14379087
Two dogs and a cat resting on a couch.,A little boy is jumping into a puddle in the street,-0.14245422
a man seated in a room is playing the guitar .,syrian forces kill teen in aleppo protests,-0.14113088
a television with a show on .,"u.s. troops encountered no resistance during the five-hour sweep near tikrit , saddam hussein 's hometown and the center of a region of baath party supporters .",-0.13979504
"It has also been recently reported that mutations of the isocitrate dehydrogenase genes IDH1 and IDH2 can lead to the aberrant production of 2-hydroxyglutarate (2-HG), a metabolite that inhibits TET2 enzymatic activity, resulting in a hypermethylated promoter phenotype in acute myeloid leukemia (AML) tumors carrying IDH1/2 mutations.","mr president , the cashman report can be summed up in a few words : the power of the citizens on bureaucracy .",-0.13845672
A person is riding a motorbike in the event related to motocross,do i need to replace my hot water tank 's pressure release valve ?,-0.13712499
The woman is not slicing an onion with a knife,"A crane, which is large and white, is flying near the water",-0.13579024
i don 't like many flavored drinks .,A man is phoning,-0.13445817
lol that must really piss off the repubs who kept harping on how the unions destroyed the auto industry .,A person is lying on the top of the rocks with clouds behind them,-0.13312404
The boy is trotting on the horse,a woman is talking on a cell phone .,-0.13179086
a boy takes off his sunglasses .,"a crowd of people stand on a rural road , a field behind them , a forest in front .",-0.1304576
food price hikes raise concerns in iran,it finished as a work of fiction .,-0.12912725
There is no man in a purple suit standing by a purple case and playing a guitar,Chicago teachers union delegates could end strike,-0.12779285
a lone cow sits in the cold of the yard .,a little girl and a little boy hold hands on a shiny slide .,-0.12645997
elbaradei to become egyptian pm,bioreliance 's stock closed down 2 cents yesterday at $ 47.98 per share .,-0.12512735
A picture of himself and another guy is being taken by the man,Chicago teachers union delegates could end strike,-0.123792596
elegant dining room with wood furniture .,A man on a motorcycle is riding on one wheel,-0.1224618
a women laying across two men sitting on a sofa .,The child would like to swim.,-0.12112675
The child would like to swim.,Five people are standing with three dogs in the park beside the road,-0.11979379
a woman is writing .,epl clubs out to avoid champions league woes,-0.11846226
an elderly man works on his laptop at home .,Five people are standing with three dogs in the park beside the road,-0.11712864
but what great athlete of substance .,"childcare ' costing £ 15,000 a year'",-0.11579358
egypt arrests muslim brotherhood leader badie,"By NEIL HARTNELL

Tribune Business Editor

nhartnell@tribunemedia.net

A well-known businessman yesterday voiced fears that the “overwhelming majority” of Nassau residents may not feel the benefits even with the capital’s economy poised for “a good inning” in 2020.

Sir Franklyn Wilson told Tribune Business that the increasing wealth gap between “the haves and have nots” appeared to be “off the radar” where the government was concerned, even though “fewer and fewer” Bahamians were seeing their share of national income increase.

He argued that the cruise port’s $250m transformation, together with other multi-million dollar developments such as Baha Mar’s water-based theme park, The Pointe’s completion, the Gold Wynn and Hurricane Hole projects, and continued investment by the likes of Albany would ensure New Providence’s economy enjoys “a good year” - but only at the macroeconomic level.

“I believe New Providence is poised to have a good inning,” the Arawak Homes and Sunshine Holdings chairman told this newspaper. “I think there’s a reasonable basis to think that New Providence will have a good year...

“However, you know, while I say New Providence should have a good inning, those are macroeconomic numbers. While the macroeconomic numbers may be favourable, the impact on the majority of people may not necessarily follow as the gap between the haves and have nots continues to widen.

“The pot as a whole is getting bigger, but fewer and fewer people are getting a decent share. Even when I say New Providence will have a good inning, I’m talking in macroeconomic terms which may not necessarily translate to the overwhelming majority of the population a year from now feeling any better off. The majority will not feel any better off.”

Sir Franklyn said the government seemed to have forgotten the growing income inequality, and widening gap between rich and lower income Bahamians, given that none of its public statements or speeches had ever addressed the issue.

“I have yet to hear any government minister make any statement that they see this as an issue,” he added. “I cannot think of any statement a cabinet minister has made which specifically addresses the imbalance between the haves and the have nots as a key public policy issue. This is not even on the radar of the authorities.”

Concerns over income inequality, and a widening gap between rich and poor stemming from a middle class ‘squeeze’, have been voiced periodically ever since the 2008-2009 recession. Real per capita incomes took 10 years to recover to their pre-recession levels, hitting this mark only in 2017.

Sir Franklyn, meanwhile, suggested that K Peter Turnquest, deputy prime minister, may come under pressure from his Cabinet colleagues to loosen spending and other fiscal controls in a bid to shore up the Government’s popularity just over half-way through its term in office.

Asked about the Government’s ability to avoid a further sovereign credit rating downgrade post-Dorian, he replied: “Minster Turnquest, he is really giving it a good shot. He is trying. I’m sure he will do his personal best to try and avoid it.

“I get the sense that there’s some restlessness within the Cabinet. They sense the popularity of the Government is not trending in a favourable direction, so they will push the minister of finance to do things which may not be consistent with avoiding that downgrade. I think a lot truly depends on the extent to which the Minister of Finance can be strong in the face of pressure from his own Cabinet colleagues.”

The Government previously revealed it will have to seek Parliamentary approval to borrow an extra $508m to finance post-Hurricane Dorian reconstruction, blowing out its projected 2019-2020 fiscal deficit to $677.5m from the initially projected $137m.

Its Fiscal Strategy Report also shows it borrowing a further $499m in 2020-2021, and $301.2m in 2021-2022, meaning that the Minnis administration is forecasting it will need to borrow some $1.479bn over its final three years in office and taking the national debt to nearly $9.5bn.

The likes of Standard & Poor’s (S&P) and Moody’s have effectively taken a wait-and-see approach, though, seemingly preferring to assess how The Bahamas manages the post-Dorian fall-out and whether it can restrain any unnecessary spending before moving to again narrow the deficit.

Sir Franklyn yesterday urged Mr Turnquest to follow “the Paul Adderley model” and “put country before party” in how he handles the public finances in the aftermath of the Category Five storm.

He added that it was “likely to be significant” that Mr Turnquest was finance minister, rather than the Prime Minister, which was the structure employed by all Dr Hubert Minnis’ predecessors.

“Thank God that we do not have that model where the Prime Minister is the de facto minister of finance,” Sir Franklyn told Tribune Business. “Experience has shown whether it was Pindling, Ingraham or Christie, it’s hard under that model to resist pressure to open up the purse.

“Thank God we don’t have that model today. Hopefully, the deputy prime minister has the ability on his part to say: ‘Man, let’s not look at this thing in the short run’. The late Paul Adderley increased taxes right before the 1992 general election. He had to know that what he was doing was good for the country even if it was bad for the party.

“I say to Mr Turnquest: ‘Keep in mind the Paul Adderley model’. Do the right thing. If you do the right thing for the country it may not be good for the party, but country first.”",-0.11446205
The man is not taking a picture of himself and another guy,"north american markets grabbed early gains monday morning , as earnings season begins to slow and economic indicators take the spotlight .",-0.113127545
egyptians vote to pick president for first time,a cruise liner docked at a port .,-0.111795574
furnish with an opening to allow air to circulate or gase to escape .,wikileaks soldier bradley manning acquitted of aiding the enemy,-0.11046165
"i would not accelerate things , to avoid getting worse grades that you want .",A man is not wearing a purple shirt and black leather chaps and is posing for the camera,-0.109128326
"botany -- the usually underground organ of a plant that lacks buds or leaves or nodes , which absorbs water and mineral salts ; usually it anchors the plant to the ground .",gunmen ambush police boat in nigeria oil region,-0.10779629
Point is: know what you want and don't be afraid to ask for it.,6.9 magnitude earthquake hits new zealand,-0.10646288
