sentence1,sentence2,similarity
a girl doing a back bend at the beach .,"people in a van opened fire on a pickup and suv believed to be transporting illegal immigrants , said pinal county sheriff roger vanderpool .",-0.19615206
Two men are fighting in a cow pasture,A boy is comfortably sitting in a room and playing a piano by a lamp,-0.1948024
The man is in a deserted field.,"consider again ( a bill ) that had been voted upon before , with a view to altering it .",-0.19363621
a seated young woman in a hat is reading at a coffee shop .,Two kids are pushing an inflatable crocodile in a pool,-0.19234882
The man in the straw hat is smoking a cigarette,A gorilla plays the drums.,-0.19110122
"only 29 families of frogs are known , most of which were named by the mid-1800s .","strike sharply , as in some sports .",-0.18967572
The man is not slicing vegetables,"Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal.",-0.18855324
A man is cutting tomatoes,a brown dog sits on the beach .,-0.1871416
a boy plays a piano .,two ladies jogging on a path near the waterfront .,-0.18607765
A few women are dancing,"i don 't mean to be dense , but why do you have to find out what his long term intentions are ?",-0.18475968
the verbal act of offering .,There is no woman riding a water scooter,-0.1834487
There is no man shooting guns,It is important to keep the story in the scope of your limit.,-0.18225878
Nobody is cutting a capsicum into pieces,"for example , a program could exist to model different forms of transport .",-0.18103153
a man wearing a blue hat and shirt is riding a white horse .,existing rods could produce 3-6 atomic bombs in 6-8 months .,-0.17974754
five men in tuxedos are walking down steps .,A young girl in a bikini is sitting on the beach,-0.1784846
"spacex docks with international space station : up next , public travel ?",The little girl in a pink shirt is running under a tree in the desert,-0.17720795
two baby pandas are playing .,a seated young woman in a hat is reading at a coffee shop .,-0.17595033
The man is sitting drinking coffee.,a woman plays on a flute .,-0.17465161
the man had entered the post office on woodside avenue at maine avenue shortly before 3 p.m .,a woman is swimming .,-0.17342153
american single-malt whiskeys serve notice,A person is slicing some onions.,-0.1721901
an older asian couple poses with a newborn baby at the dinner table .,a man is riding a bicycle on a dirt path .,-0.17088462
The woman is not slicing an onion with a knife,Several boys are jumping on a trampoline,-0.16965432
The man is hiking in the woods,this is gonna be fantastic for entertainment :,-0.16838641
Two girls are laughing and other girls are watching them,A black man is walking next to a shop in a big city,-0.1671209
french gunman wants to ' die with weapons in hands',Two children are bouncing on colorful balls,-0.16585475
"A girl, who is little, with blond hair is smiling and sitting on a swing",runners compete in a race .,-0.16459887
santos stated the radioactive material was the primary basis for generating crude weapons of mass destruction and terrorism .,an elderly woman walking uphill crossing the street .,-0.16340542
a dog running through a lot of twigs .,A man and woman are posing for the camera.,-0.16207483
olympics opening ceremony a hit around globe,Someone is scratching the back of an animal,-0.16080865
south korean workers start leaving joint factory zone,"that victim , a new jersey resident , was in critical but stable condition at the hospital .",-0.15957323
A big city is begging for men and money holders,Nobody is fighting in a cow pasture,-0.15830979
syria 's assad vows to comply with u.n. resolution,two ladies jogging on a path near the waterfront .,-0.15703888
how can i find out why my washing machine trips the outlet ?,A man and a woman are sitting comfortably on the bench,-0.15581226
"who in the media 's been going "" half-cocked "" and how did they do it ?",The man is not slicing vegetables,-0.15453984
A few women are dancing,The man in the hat is smoking a straw cigarette,-0.15326065
the man helps the boy ride a bike .,She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local.,-0.15199453
"the trial subjects have spent half an hour in an mri scan , meanwhile , have received 20 shock in four part to post , while watching the paint religious issue , is the one to issue more general .",There is no woman cooking eggs,-0.15073727
"i am sorry for this news to you but this has been the case since ... well ,",A person is folding a piece of paper,-0.14946172
There is no woman riding a water scooter,it suits that the european union is implied and that it makesit rapidly .,-0.1482268
"The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house",richard pryor and dick cheney focus of showtime documentaries,-0.14694516
A man is cutting tomatoes,a white dog running on the beach .,-0.14569981
a man wearing a blue hat and shirt is riding a white horse .,amnesty : syria rebels also committing abuses,-0.14444447
it suits that the european union is implied and that it makesit rapidly .,There is no young boy playing a wind instrument,-0.1431853
""" canada is a small country , and it needs companies like this , deals like this . """,A woman is drying noodles,-0.14191699
a black and white photo of a cow under a tree.,Several boys are jumping on a trampoline,-0.14067343
A baby rhino and its mother are standing in a pen,"Box cutters were used as a weapon by the Sept. 11, 2001, hijackers and have since been banned as carry-on items.",-0.13939896
a general condition of soundness of a system or machine,richard pryor and dick cheney focus of showtime documentaries,-0.13813648
The woman is removing cheese from the sauce,a man who has fallen asleep on public transportation .,-0.1368778
105 inmates are serving sentences for drug trafficking .,"The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house",-0.13560379
A group of people is holding drinks and pointing at the camera,The man is in a deserted field.,-0.13435797
A young man is sitting in swimming gear,two ladies jogging on a path near the waterfront .,-0.13310131
five men in tuxedos are walking down steps .,a little boy is playing a guitar .,-0.13183445
A woman is frying meat,Three children are running down hill,-0.13057771
A young man is sitting in swimming gear,a woman slices a lemon .,-0.12931396
"white house , defense firms discuss automatic spending cuts",A man is performing a jump on a bicycle,-0.12804998
Some boys are in front of dancing people,"indeed , mr. weill , a self-described workaholic , said he planned to remain very involved in the company .",-0.12679361
"riff : once upon a time , there was a person who said , ? once upon a time ?","yes , there is a chemical difference .",-0.12553246
13 dead in Iraq bomb attacks,sail boat floating on the blue water .,-0.12427504
A man and woman are posing for the camera.,The judge scheduled another oversight hearing for late January.,-0.12301393
a small dog steps onto a log.,"the trial subjects have spent half an hour in an mri scan , meanwhile , have received 20 shock in four part to post , while watching the paint religious issue , is the one to issue more general .",-0.121746585
a dog running through a lot of twigs .,"trade : pakistan , india agree to take it a step ahead",-0.12049092
the act of pressing together firmly,The boy is standing next to the opening of a fountain,-0.11922935
i compared homo phobia with a developmental disorder .,One man is sitting steadily on the chair,-0.1179701
cats ( and all animals in general ) do not understand the concepts of order or tidiness .,"greenspan told congress on tuesday the u.s. economy "" could very well be embarking on a period of sustained growth "" .",-0.116711825
a man is doing yoga .,woman dies riding roller coaster at texas amusement park,-0.11545126
yorkshire soldier killed in afghan bomb blast,south korean workers start leaving joint factory zone,-0.11418069
man dies in french ' anti-terror operation',A brown and white dog is walking up snowy steps.,-0.11292709
The motocross rider is wearing blue and black pants,pronounce with a nasal twang,-0.11166744
""" canada is a small country , and it needs companies like this , deals like this . """,Children in swimming suits are not playing in the water,-0.11040686
"i agree with kate sherwood , you should be able to attribute most quotes these days by simple fact checking .",the tan dog is playing with the red dog out in the snow,-0.10914889
and that was certainly a motivator for me to work my way up the career ladder of my profession .,"The girl, who is little, is ruffling her hair",-0.10788713
does this sound like the sensible option .,a native of ancient troy .,-0.106626965
"Box cutters were used as a weapon by the Sept. 11, 2001, hijackers and have since been banned as carry-on items.",a group of people stand together and pose in front of a house .,-0.10536511
A young laughing girl and a boy are playing on a big drum.,She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local.,-0.10410571
"the decision came after "" listening to our customers and associates , "" melissa berryhill , a spokeswoman for wal-mart , said .",form a spiral or move in a spiral course .,-0.102843806
"A young, topless woman is covered in paint","arrange a programme for an individual , group , or entity .",-0.10158726
charges over dog attack on police,a person is surfing .,-0.10032317
"indeed , mr. weill , a self-described workaholic , said he planned to remain very involved in the company .",Men are trying to remove oil from a body of water.,-0.099063575
The best thing you can do is to know your stuff.,One small child is filling the cup with water,-0.09780425
Two children and an adult are standing next to a tree limb,a man who has fallen asleep on public transportation .,-0.096543424
A man is frying food,Two children are bouncing on colorful balls,-0.09528382
"2 dead , 8 injured in central israel traffic accident",One idea is cleaning the coffee residue from the coffee pot.,-0.094023675
us soldier kills up to 16 afghan civilians in shooting spree,Two men wearing traditional clothing is standing outside.,-0.092761844
I have this habit as well.,the abductee support group hopes parliament will change the laws soon .,-0.09150257
boston bombing suspect buried,a sour forecast from sun microsystems inc . sunw.o put more pressure on wall street before the quarterly earnings season .,-0.09024021
typhoon fitow makes landfall in east china,op-ed columnist : colorado ? s marijuana muddle,-0.0889803
"A teenager is dead after a shooting in Brampton late Tuesday evening, Peel police say.

Police responded to reports of gunshots at Alderbury Crescent and Autumn Boulevard minutes before midnight, Const. Akhil Mooken told the Star.

The victim was identified by police as 17-year-old Jordan Henry. He was taken to hospital, but later died from his injuries.

Police reported a “heavy police presence in the area,” but have not disclosed any information regarding suspects. The Homicide and Missing Persons Bureau are investigating the incident.

Get more of today's top stories in your inbox Sign up for the Star's Morning Headlines email newsletter for a briefing of the day's big news. Sign Up Now

With files from Tom Yun.

Read more about:",People are walking inside a building that has many murals on it,-0.08772087
"jared diamond book worth reading ? "" the world until yesterday """,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,-0.0864595
a home office with three computer monitors and other equipment on a desk .,a dog trots through the grass .,-0.08520111
"i 'm not talking about this year , maggie .",A man is performing a handstand on the beach,-0.08393976
navy panel urges ouster of officer who faked death,A black man is walking next to a shop in a big city,-0.08267841
the room used for defecation is almost always referred to by euphemism .,The turtle is following the red fish,-0.08141838
the act of branching out or dividing into branches .,the international atomic energy agency reached an agreement with iranian officials that stated there were no remaining issues and ambiguities regarding iran 's nuclear program and activities .,-0.080157414
syria launches ground assault in aleppo,woman dies riding roller coaster at texas amusement park,-0.07889812
china yuan strengthens to new high against usd,"i don 't prefix or suffix everything with "" you hate jews . """,-0.077638015
One small child is filling the cup with water,"neander 's revised version "" ?",-0.076377146
"so , he is a ' self made man ' , if you want to quibble over that , fine .",how exactly are they being punished ?,-0.07511667
incline from a vertical position,A boy is talking to a giant dog.,-0.07385653
bangladesh building collapse death toll hits 540 : army,"neander 's revised version "" ?",-0.07259692
A man is cutting tomatoes,world 's best white-water rafting ? geekkenya,-0.07133572
"israel unveils 1,800 more settler homes",a short lyric or poem intended to be sung,-0.07007583
syria 's assad vows to comply with u.n. resolution,A woman is leaning on the ledge of a balcony,-0.06881473
A man is playing a keyboard.,"or like oil companies , who have a cartel .",-0.067554966
"Since you have one ticket, you don't have to worry.",A young pitcher is throwing the baseball.,-0.066293426
"according to the state department list , about 25 nations have signed bilateral agreements in the past four months , about half in the past three weeks .",bomb blasts before indian opposition rally kill 4,-0.06503423
a wonderful woman i know has the habenera bag by rei ( link ) .,lawmakers from both sides express outrage at secret service,-0.06377282
kevin rudd sworn in as australian prime minister,A distant person with a blue backpack is hiking in rocky area,-0.06251295
a woman holding a small baby .,we we take pride often here of representing the european citizens .,-0.061252702
a man is playing the cello .,egypt crackdown draws condemnation,-0.05999244
the natural progression or development of something,Morsi backers defiant in face of Egypt govt threat,-0.05873187
The motocross rider is wearing blue and black pants,bulb c was not in a closed path,-0.05747264
I think it's a bad idea.,The little girl in a pink shirt is running under a tree in the desert,-0.056210883
china news agency : still hope for syria peace,"minimum wage laws hurt the least skilled , least productive the most .",-0.054950647
some county officials pave the way for same-sex marriage,The chef is carefully pouring some oil into a pan,-0.053690374
us drone in pakistan kills 10 suspected militants,the findings were published in the july 1 issue of the annals of internal medicine .,-0.052429643
a sour forecast from sun microsystems inc . sunw.o put more pressure on wall street before the quarterly earnings season .,provide with tools or items for a specific purpose,-0.051169563
china activist chen lands in us,A young woman is putting stickers all over her face.,-0.049909472
"cats don 't usually like to have their paws held , touched , or anything like that .","greenspan told congress on tuesday the u.s. economy "" could very well be embarking on a period of sustained growth "" .",-0.048648458
The girl is trotting on the horse,four seriously injured in m23 motorway crash,-0.04738925
There is no man wiping the edge of a bowl,two police officers standing behind a van with a bus in the background .,-0.046127867
A woman peels garlic with her hands.,the problem i see with the gres is that the scoring range is highly compressed .,-0.044867396
north korea shoots 2 rockets,The man is not slicing vegetables,-0.043607265
Syrian forces kill 3 protesters in Damascus-activists,A black hooded man is using a large magnifying glass to look at a booklet.,-0.04234668
the panda bear lay on the logs .,Some bikers are getting airborne on a track near water and a skyline,-0.04108642
'whitey ' bulger 's girlfriend gets 8 years,"best way to get money out is to get rid of lobby , all of it .",-0.039825566
us authorities charge man in ricin probe,There is no monkey wading through a marsh,-0.038565736
economix blog : bruce bartlett : accounting for a $ 1 trillion platinum coin,a person is surfing .,-0.03730511
"Some 34.7 million shares have been tendered, Oracle said in a statement.",a theme that is repeated or elaborated in a piece of music .,-0.036044657
There is no woman cutting an onion,it is that the european union is involved and that it will soon .,-0.03478444
a seated young woman in a hat is reading at a coffee shop .,The agency said it would consider as timely any tax returns or payments due from Friday through Aug. 22 if they are completed by Aug. 22.,-0.033523932
pope urges action on climate change in draft encyclical,a special variety of domesticated animals within a species .,-0.032263555
The man is hiking in the woods,A boy is talking to a giant dog.,-0.031003004
A snowboarder is doing a flip over a mound of snow,no . jury nullification does not mean that a law is unconstuitutional .,-0.0297431
A person is folding a piece of paper,"the gays and others practical “ modern ” are rejected , because nombrilists .",-0.028482031
A small bird perched on an icy branch.,miR-223 regulates granulopoiesis by a feedback mechanism and is modulated competitively by the transcription factors nuclear factor I/A (NFI-A) and CCAAT/enhancer binding protein-α (C/EBPα).,-0.027222054
a woman is carrying her baby .,a small plane parked at an airfield with a cloudy sky overhead .,-0.025961552
"skip , leap , or move up and down or sideways .","one dead in philadelphia building collapse , others pulled from rubble",-0.024701023
A few women are dancing,five children buried alive in bohol landslide,-0.023440748
bulb c and switch z are in the same closed path,A small child is showing excitement on a swing set at the park,-0.022180444
a dog has an orange ball in its mouth .,"Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.",-0.020920165
Someone is reading an email.,( baseball ) the act of throwing a baseball by a pitcher to a batter .,-0.01965949
There is no man eating a bowl of cereal,russian orthodox church rallies faithful after criticism,-0.018398829
the treaty is one of several issues causing tense relations between the governments of russia and the u.s. and europe .,There is no man shooting guns,-0.017138865
"write as if with print , not in cursive",b and c are in the same path with the battery,-0.015878212
floods leave six dead in philippines,"lacking in specific resources , qualities or substances ;",-0.014618339
i don 't think there is an answer for this .,stars pay tribute to cory monteith,-0.013357577
Two people are sitting on a park bench on a hot day,french gunman wants to ' die with weapons in hands',-0.012097921
"the act of giving someone a job , hiring someone",The man is standing outdoor and the boy is falling over the bottom of the stairs,-0.010836926
inflation falls to 15-month low : what the analysts say,""" it 's a huge black eye , "" arthur sulzberger , the newspaper 's publisher , said of the scandal .",-0.00957696
"the ftc signed up 50 million phone numbers for the list , which was due to go into effect october 1 .",The man is driving a car,-0.0083155595
A man is frying food,the release of pressure built up during a stop consonant .,-0.0070555154
There is no woman riding a water scooter,miR-223 regulates granulopoiesis by a feedback mechanism and is modulated competitively by the transcription factors nuclear factor I/A (NFI-A) and CCAAT/enhancer binding protein-α (C/EBPα).,-0.005795392
A man is playing a keyboard.,final stage of an event or activity,-0.0045349933
A boy is comfortably sitting in a room and playing a piano by a lamp,"total revenue for the second quarter was $ 1.48 billion , up 7 % from $ 1.39 billion in the same period last year .",-0.0032744575
Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,a man with a top hat riding a white horse .,-0.002014095
hold in a tight grasp .,where can i find a good vocabulary list ?,-0.0007532649
imagine if rdean knew how to build an intelligent op only six percent of posters will read that entire article .,People are looking at some costumes gathered in the vicinity of the forest,0.00050678384
"shrivel , wither , or mature imperfectly , as of a flower .",terminal 5 and the positive battery terminal are in the same state .,0.0017669015
israel releases 26 more palestinian prisoners,d ' others part unfortunately in reason d ' a collected resentment .,0.0030276042
easy rider star karen black dies aged 74,"for these they obtained invoice books from the market at józsefváros , while the manufactured stamps at kiskunhalas .",0.004288043
A baby rhino and its mother are standing in a pen,A distant person with a blue backpack is hiking in rocky area,0.005548397
amnesty international is a rights group based in london .,"one dead in philadelphia building collapse , others pulled from rubble",0.0068086777
the panda bear lay on the logs .,venezuelan president to visit china,0.008068807
the conventional forces in europe treaty is considered a key arms control treaty .,a green car parked outside the saloon .,0.009329762
An audience watches a girl dance.,it is an open path .,0.010589916
13 dead in Iraq bomb attacks,a woman is walking on an open ground with a pet dog as some other dogs follow them .,0.01185024
"a text is an entity that contains linguistic , symbolic information on a topic , created by an author at the time _ of _ creation. it may be a physical entity that is made of a certain material etc. it may be constructed for an honoree .","greenspan told congress on tuesday the u.s. economy "" could very well be embarking on a period of sustained growth "" .",0.013110742
richard pryor and dick cheney focus of showtime documentaries,bulb c and switch z are in the same closed path,0.014371114
The # 2 greyhound dog is running around a track.,the women are singing and dancing .,0.0156312
how can i add a gfci breaker on two circuits with a shared neutral without rewiring ?,the verbal act of offering .,0.016891839
"Since you have one ticket, you don't have to worry.",A cyclist is performing a jump on a bicycle,0.01815242
A skateboarder is falling off a half pipe,two dogs standing in the snow .,0.019412838
a printed circuit that can be inserted into expansion slots in a computer to increase the computer 's capabilities,The chef is carefully pouring some oil into a pan,0.02067314
"we are excited to see what happens ! ! ? south park ? creators start "" important studios "" # southpark",Two children and an adult are standing next to a tree limb,0.021933466
Men are sawing,the area near town of mirjaveh has been the scene of frequent conflicts between iranian police and drug smugglers .,0.023194173
"philippines typhoon death toll rises above 5,000",a man is eating a slice of pizza .,0.024454057
"discern , identify , or know because of a previous experience",A toddler is making a splash inside a blue paddling pool,0.025714695
the only mistake the republicans made was in voting to raise the debt ceiling in exchange for anything short of repealing obamacare and passing the ryan budget that actually would have cut 4 trillion out of the budget .,Two green and white trains sitting on the tracks.,0.02697516
pakistan avalanche : rescuers search for buried soldiers,Nobody is fighting in a cow pasture,0.028235719
A young pitcher is throwing the baseball.,extend or spread outward from a center or focus or inward towards a center .,0.029495448
49 feared dead in buenos aires train crash,"lovely tribute , her responses to readers ' qtns priceless . read bacon frying and you could move . dear abby dies at 94",0.030755924
google invests 200 million usd in texas wind farm project,"On July 22, Moore announced he would appeal the case directly to the U.S. Supreme Court.",0.032016836
google invests 200 million usd in texas wind farm project,you 've got it right .,0.033277027
The man and the woman are walking through the woods,a woman plays with a brown dog .,0.034537572
i don 't think there is an answer for this .,A man is praying,0.03579797
"putin , too , seems to suspect the powerlessness of his regime .",why is compensation so much higher in the us than in western europe on average ?,0.03705829
capello quits as england manager,Children in swimming suits are not playing in the water,0.03831818
syria 's assad vows to comply with u.n. resolution,tropical storm karen targets us gulf coast,0.03957916
Two children are bouncing on colorful balls,A boy is talking to a giant dog.,0.040838983
tropical storm karen targets us gulf coast,a man stands next to a yellow corvette .,0.042099845
and that was certainly a motivator for me to work my way up the career ladder of my profession .,One young boy is climbing a wall made of rock,0.043359905
"One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.",b and c are in the same path with the battery,0.04462053
some county officials pave the way for same-sex marriage,"when his grandmother , then-princess elizabeth , turned 21 in 1947 , the day was declared a public holiday , and she attended a reception and a ball .",0.04588128
the only mistake the republicans made was in voting to raise the debt ceiling in exchange for anything short of repealing obamacare and passing the ryan budget that actually would have cut 4 trillion out of the budget .,The black dog is climbing on a rock,0.047140878
an orange tabby cat sleeping on the sofa .,"the episcopal church , with 2.3 million members , is the american branch of the worldwide anglican communion , which has 77 million adherents .",0.04840181
A skateboarder is falling off a half pipe,a boy wearing a red shirt runs across the grass with a furry dog .,0.04966191
a woman holding a small baby .,how to remove milk smell from hardwood floor ?,0.050922424
There is no man playing the piano with his nose,bangladesh building collapse death toll hits 540 : army,0.05218275
american single-malt whiskeys serve notice,"The West Bengal government’s proposal was rejected after an Expert Committee examined it in two rounds of meeting. (File Photo/PIB)

West Bengal Republic Day tableau: Twenty-two proposals, 16 from states and union territories and six from central ministries — out of a total 56 have been short-listed for this Republic Day parade, the Defence Ministry said on Wednesday.

The Ministry had received 32 tableau proposals from states and union territories and 24 from central ministries and departments.

“Out of these, 22 proposals, comprising 16 states/UTs and 6 ministries/departments, have finally been short-listed for participation in the Republic Day Parade 2020 after a series of five meetings,” a statement by the ministry said.

The West Bengal government’s proposal was rejected after an Expert Committee examined it in two rounds of meeting, it said.

“The tableau proposal of the West Bengal government was not taken forward for further consideration by the Expert Committee after deliberations in the second meeting.

“It is pertinent to mention here that the tableau of the Government of West Bengal was short-listed for participation in the Republic Day Parade 2019 as an outcome of the same process,” it added.

There is a well-established system for selection of tableau for participation in the Republic Day Parade. The Ministry of Defence invites proposals from all states, union territories, central ministries and departments.

The proposals are then evaluated in a series of meetings of the Expert Committee comprising eminent persons in the fields of art, culture, painting, sculpture, music, architecture, choreography, etc.

The Committee examines the proposals on the basis of theme, concept, design and its visual impact before making its recommendations, the statement said.

Due to time constraints, only a limited number of tableau can be short-listed for participation in the parade. “The selection process in vogue, leads to participation of the best tableau in the parade,” the statement added.",0.053443242
rot ; become unfit for consumption,"A teenager is dead after a shooting in Brampton late Tuesday evening, Peel police say.

Police responded to reports of gunshots at Alderbury Crescent and Autumn Boulevard minutes before midnight, Const. Akhil Mooken told the Star.

The victim was identified by police as 17-year-old Jordan Henry. He was taken to hospital, but later died from his injuries.

Police reported a “heavy police presence in the area,” but have not disclosed any information regarding suspects. The Homicide and Missing Persons Bureau are investigating the incident.

Get more of today's top stories in your inbox Sign up for the Star's Morning Headlines email newsletter for a briefing of the day's big news. Sign Up Now

With files from Tom Yun.

Read more about:",0.05470392
"it is right that the european union is it entails , and do so quickly .",the doomsday preppers of new york,0.05596376
a dog sat at the counter of a store .,"regain or make up for , as of a financial loss .",0.05722452
increase the volume of .,economix blog : bruce bartlett : accounting for a $ 1 trillion platinum coin,0.058484595
a dog running through a lot of twigs .,there was a closed path not effected by the switch,0.059745234
will it be a birthday party without genuine .,A camera is being held in front of the face of a child,0.061005443
at least 12 killed in nigeria church bombing,olympics opening ceremony a hit around globe,0.062266693
man dies in french ' anti-terror operation',western powers scramble to befriend modi,0.063526675
"the euro soared to $ 1.1914 in asian trading , before slipping back to $ 1.1884 in late european trading , up from $ 1.1857 late monday .",the bulb is not contained in the path,0.064786255
A woman is leaning on the ledge of a balcony,extend or spread outward from a center or focus or inward towards a center .,0.066047415
"the price of the production of paper , the activities of the print edition and have not changed .",it depends on the meat and how it 's cut .,0.06730777
be careful what you eat -- particularly at restaurants ! ! !,signal by winking .,0.06856782
A soda is being opened and drunk by a woman,"the act of giving someone a job , hiring someone",0.06982811
the condition of living or the state of being alive ;,"two cats , one brown and one white laying on a bed with a blue blanket .",0.071088865
"manage , handle , or control something","nytimes : talking , walking objects ( this is a fantasy world for geeky me )",0.07234949
A group of rollerbladers is scattering on the street,nine pakistani troops killed in militant ambush,0.073610336
The snowboarder isn't leaping over white snow,because bulb a will still be contained on a closed path to the battery .,0.074870214
an orange tabby cat sleeping on the sofa .,an imperfection ; the quality of being inadequate or falling short .,0.076130316
There is no man shooting guns,"or like oil companies , who have a cartel .",0.07739064
give an incentive or reason for action .,a large pile of wooden items piled high .,0.07865122
"it is fairly simple to understand , somewhat harder to referee .","nytimes : she ’ s ( rarely ) the boss smart , as usual",0.07991157
"and yet , the titanic story is the one that holds up to scrutiny of the evidence .",pictures of the day : 11 april 2013,0.08117138
a mostly black train on a track .,bairstow hits ton in india tour match,0.08243254
polls open in france for presidential election,"greenspan told congress on tuesday the u.s. economy "" could very well be embarking on a period of sustained growth "" .",0.08369289
"strike or hit sharply , perhaps as in sport .",a dog running across the sand,0.084953256
inflation falls to 15-month low : what the analysts say,Coroner: Whitney Houston died in bathtub,0.08621346
A little boy in a pink shirt is running under a tree in the desert,A bull dog is brushing the monkey,0.08747288
forked form or shape,a woman is adding pasta to a pot of water .,0.08873397
""" it 's a huge black eye , "" arthur sulzberger , the newspaper 's publisher , said of the scandal .",the tricks of moving from wall street to tech # dealbook,0.08999432
A few women are dancing,tropical storm karen targets us gulf coast,0.09125543
There is nothing on the side of the road.,israel says it carried out joint missile test with us in mediterranean,0.09251581
There is no boy checking a calendar,"cats don 't usually like to have their paws held , touched , or anything like that .",0.093775734
"strike sharply , as in some sports .",One man is sitting steadily on the chair,0.09503655
u.s. drone strike kills 10 in northwest pakistan,venezuelan president to visit china,0.0962954
The woman is holding a whole tomato,syrian pm survives bomb attack,0.09755831
a sour forecast from sun microsystems inc . sunw.o put more pressure on wall street before the quarterly earnings season .,south korean workers start leaving joint factory zone,0.098818004
Someone is reading an email.,a woman is using a hoe .,0.10007842
