sentence1,sentence2,similarity
what is the best way to store fresh berries ?,israel launches airstrike in gaza,0.57616085
6 nato troops killed in afghanistan,"as # california bounces back , governor calls for lofty goals",0.576403
palestinians ' hit ' by israeli fire in gaza,next made-in-china boom : college graduates,0.5766311
a woman is riding an elephant .,Iran upbeat on 'useful' expert-level nuke talks,0.5770957
"clinton returns to work , plans to testify on benghazi attack",review : facebook 's graph search is not very useful,0.5775492
'western ' forces attack islamic militant base in somalia,"eurozone debt crisis is over , says france 's president",0.5776299
france 's hollande backs greece but urges credible reform,matt smith quits bbc ’ s doctor who,0.5776483
'western ' forces attack islamic militant base in somalia,obama to refocus on economy in state of the union,0.5778373
'western ' forces attack islamic militant base in somalia,what is the best way to store fresh berries ?,0.5778441
the two dogs are running through the grass .,"eurozone debt crisis is over , says france 's president",0.57788414
france 's hollande backs greece but urges credible reform,a cat is rubbing against a baby .,0.57788724
'western ' forces attack islamic militant base in somalia,facebook boosts size of ipo by 25 percent,0.5778921
'western ' forces attack islamic militant base in somalia,next made-in-china boom : college graduates,0.57789314
us stocks slip on wall street as greek talks drag on,next made-in-china boom : college graduates,0.5780473
polls open across france in presidential election,lawyers : colo. shooting suspect is mentally ill,0.5781018
police arrest suspect in deadly la driving attack,china trade returns to surplus in march,0.5781701
pakistani prisoner assaulted in jammu jail,dot earth blog : draft federal report sees big u.s. impacts from global warming,0.5782166
Two guys are sitting around a table and holding beers in their hands,un chief condemns attack against peacekeepers in mali,0.5784717
A woman is petting a dog near a stone path,"eurozone debt crisis is over , says france 's president",0.5784918
syrian journalists killed in capital,A boy is playing on a toy phone,0.5784967
russia finds dead lawyer magnitsky guilty in posthumous trial,obama to refocus on economy in state of the union,0.5785447
should i let potential employers know i have a job offer ?,Israel bars Palestinians from Jerusalem's Old City,0.5785681
france 's hollande backs greece but urges credible reform,a black dog running into the water .,0.57869
russia finds dead lawyer magnitsky guilty in posthumous trial,high & low finance : signs of a housing recovery point to a stronger economy,0.57874286
iran ' cautiously optimistic ' about future nuclear talks,blast on indian train kills one,0.5789127
palestinians ' hit ' by israeli fire in gaza,cool stuff : 6 trends we saw at ces 2013 -,0.57942086
a brown dog is playing with a ball in the water .,syrian journalists killed in capital,0.57983035
a brown dog wades in the water .,egypt 's brotherhood stands ground after killings,0.5801377
un chief condemns attack against peacekeepers in mali,china trade returns to surplus in march,0.5806511
france 's hollande backs greece but urges credible reform,two large black dogs are playing in a grassy field .,0.5811213
china stocks close lower on friday,pakistani prisoner assaulted in jammu jail,0.58160996
egypt 's mubarak critical,the dogs are playing in the snow .,0.5821015
A kid is playing guitar,syrian journalists killed in capital,0.582528
what is the best way to store fresh berries ?,pro-pak taliban warlord killed in us drone strike,0.5829701
a black dog and a white dog playing in the street .,Iran upbeat on 'useful' expert-level nuke talks,0.58327365
egypt court bans muslim brotherhood ' activities',what is the best way to store fresh berries ?,0.58384234
facebook 's mobile app takes top spot,un chief condemns attack against peacekeepers in mali,0.5843928
"yes , you should create a portfolio site to showcase what you can do and what you 've done .",lebanese gunmen clash over syria crisis,0.5848858
syria opposition agrees to talks,A man is performing a jump on a bicycle,0.5853449
cool stuff : 6 trends we saw at ces 2013 -,un security council urges yemen 's houthis to end ...,0.58575463
avalanche buries at least 100 pakistani soldiers,obama 's delicate dance on same-sex marriage,0.5861574
syrian journalists killed in capital,A man is sprinkling shredded cheese on a pizza,0.586696
us stocks slip on wall street as greek talks drag on,matt smith quits bbc ’ s doctor who,0.58715284
A dog is bouncing on a trampoline,sri lanka warned over war crime allegations,0.58760977
palestinians ' hit ' by israeli fire in gaza,review : facebook 's graph search is not very useful,0.58804995
syrian opposition pleads for criminal court action,cool stuff : 6 trends we saw at ces 2013 -,0.58853996
obama to refocus on economy in state of the union,lebanese gunmen clash over syria crisis,0.58900106
A woman is petting a dog near a stone path,gunners fire but fail to advance in champions league,0.58947283
"tech stocks were hurt by a sour forecast from sun microsystems , which was viewed as a bad omen for the upcoming quarterly earnings season .",pope benedict xvi departs vatican for last time,0.5898212
Two women are dancing,chairman of british no-frills airline easyjet to step down,0.59037787
"hillary clinton , the new york senator and former first lady , has a book out monday titled living history .",lebanese gunmen clash over syria crisis,0.59084547
The rider is biking in the snow and wearing a red jacket,sri lanka warned over war crime allegations,0.5913164
The bicyclist is riding on a city street,sri lanka warned over war crime allegations,0.5917561
redford touts alberta economy ahead of vote on leadership,Israel bars Palestinians from Jerusalem's Old City,0.59224284
france 's nicolas sarkozy makes his reelection bid official,"outrage after indian girl , 6 , raped at her school",0.59268385
"302.9k SHARES Share Tweet

While ‘Joker: Original Motion Picture Soundtrack’ is billed as the original motion picture soundtrack, you need to be aware of what your buying here. It is the musical score of the movie composed by Hildur Guðnadóttir and does not include the many other songs played in the movie. You will have to go looking elsewhere for those.

Now that we have covered what the CD is not, let’s talk about what it actually is. Guðnadóttir has opted for a classical style orchestra for this soundtrack, although there are occasionally some sound effects thrown in amongst the traditional strings, percussion and woodwind instruments. The accompanying material says that the composition ‘features the cello as the centerpiece of the score, leading string-based melodies played by a symphony orchestra of 90 musicians’.

As you can see from the track listing below most tracks are quite short. The two longest tracks are probably pivotal moments in the film and possibly Joker’s life.

1 Hoyt’s Office 01:24

2 Defeated Clown 02:39

3 Following Sophie 01:33

4 Penny in the Hospital 01:18

5 Young Penny 02:01

6 Meeting Bruce Wayne 04:35

7 Hiding in the Fridge 01:23

8 A Bad Comedian 01:28

9 Arthur Comes to Sophie 01:39

10 Looking for Answers 00:51

11 Penny Taken to the Hospital 01:49

12 Subway 03:33

13 Bathroom Dance 02:08

14 Learning How to Act Normal 01:17

15 Confession 01:29

16 Escape from the Train 02:31

17 Call Me Joker 04:48

All told we have 17 tracks giving a running time of only 37 minutes which seems a little short to me.

I should have said that the tone of the score is somewhere between sombre, melancholy and ominous depending on which track your listening to. One of the things you can’t say about it is ‘it’s a jolly little tune’. I have to say though that I thought it was very well done given the subject matter of the film.

That last sentence brings me to point out that to get the very best out of this soundtrack you really need to see the film. It will give you goosebumps. The ‘Subway’ track always makes me nervous. Perhaps that’s why the CD is short on running time, any longer could lead to a breakdown.

This is the first of Hildur Guðnadóttir’s work that I have actually listened to and I am very impressed. For any fan of the film who is not of a nervous disposition, then you really should treat yourself and get a copy. You can get the CD or Vinyl picture disc or even a coloured vinyl configuration whatever that is.

Andy Whitaker

December 2019

(pub: WaterTower Music, 2019. 1 CD 17 tracks 37 minutes. Price: £15.56 (UK). ASIN: B07YMGJL58)

check out website: www.watertower-music.com/

Share this: Pinterest

LinkedIn

Twitter

Facebook



Related

Category: Music/Audio, Superheroes",s.korea proposes ' final ' n.korea talks over kaesong,0.59309286
china stocks close lower on friday,A brown dog and a red dog are frolicking on the beach,0.5935899
Iran upbeat on 'useful' expert-level nuke talks,A little brown and white dog is running on the road,0.59405756
iran ' cautiously optimistic ' about future nuclear talks,The bicyclist is riding on a city street,0.59452045
a cat is playing keyboards .,us stocks slip on wall street as greek talks drag on,0.59496254
should i let potential employers know i have a job offer ?,police arrest suspect in deadly la driving attack,0.5954346
a turtle is swimming in water .,un security council urges yemen 's houthis to end ...,0.595897
the dogs are playing in the snow .,former cia officer sentenced to 30 months in prison for info leak,0.59634626
egypt court bans muslim brotherhood ' activities',how do i wire a replacement ceiling fan ?,0.59680855
'western ' forces attack islamic militant base in somalia,A person is playing an electronic keyboard.,0.5972738
economix blog : bruce bartlett : accounting for a $ 1 trillion platinum coin,roadside bomb kills 3 policemen in southern afghanistan,0.59774476
6 nato troops killed in afghanistan,high & low finance : signs of a housing recovery point to a stronger economy,0.5981963
should i let potential employers know i have a job offer ?,"8 dead , 11 missing in sw china landslide",0.598651
'western ' forces attack islamic militant base in somalia,A boy is studying a calendar,0.5991347
senate confirms janet yellen as chair of us federal reserve,roadside bomb kills 3 policemen in southern afghanistan,0.5995849
syria deploys more troops despite peace deal,A child is swimming underwater in a pool,0.6000385
lebanese gunmen clash over syria crisis,how do i wire a replacement ceiling fan ?,0.6005042
chairman of british no-frills airline easyjet to step down,One woman is handing volleyballs to another woman,0.60097283
"three young men run , jump , and kick off of a coke machine .",russian prime minister on second day of crimea visit,0.60143924
"bombs in southern thailand kill 5 , wound 50",france 's hollande backs greece but urges credible reform,0.60188353
israeli pm makes case on iran to us voters,Rescuers search for survivors of Texas fertiliser plant blast,0.6023412
nato soldier killed in afghan attack,what matters most consumer awareness and make this information to public domain .,0.6028075
eurozone agrees to lend spain up to $ 125 billion,a man shows off a small monkey .,0.6032689
A man is performing a jump on a bicycle,sri lanka warned over war crime allegations,0.6037288
libya ‘ destroys last chemical weapons ’,A woman is dancing and singing in the rain,0.6042
A black dog is jumping from a cylindrical hay bale,sri lanka warned over war crime allegations,0.60465366
egypt court bans muslim brotherhood ' activities',a dog is running on the ground .,0.6051163
"eurozone debt crisis is over , says france 's president",A woman is using an eye pencil and is applying eye liner to her eyelid,0.60558325
A group of men play soccer on the beach.,"hewlett-packard is putting in for a second-quarter profit of $ 659 million , or 29 cents a share , on revenue of $ 18 billion .",0.60603714
death toll rises as kenya mall siege continues,a brown dog is playing with a ball in the water .,0.6064923
syria opposition agrees to talks,A man is singing and playing the guitar,0.6069643
sienna miller testifies at uk phone hacking trial,dot earth blog : draft federal report sees big u.s. impacts from global warming,0.6074208
russia finds dead lawyer magnitsky guilty in posthumous trial,two little girls are talking on the phone .,0.60787725
sudan blames israel for khartoum arms fire,people flip into a swimming pool .,0.6083389
Iran upbeat on 'useful' expert-level nuke talks,a white and black dog is running out of a yellow and orange tube .,0.60879916
u.s. concerns grow about syria 's chemical weapons,sarkozy announces re-election bid,0.6092582
lawyers : colo. shooting suspect is mentally ill,israel launches airstrike in gaza,0.6097204
a black dog running into the water .,Israel bars Palestinians from Jerusalem's Old City,0.6101874
express audibly ; utter sounds ( not necessarily words ) ; indicate .,lebanese gunmen clash over syria crisis,0.61064345
6 nato troops killed in afghanistan,A man is hugging and kissing a woman.,0.61110073
a brown dog is playing with a ball in the water .,baftas 2013 : olivia colman picks up two awards,0.61156523
A little girl is hitting a ball off a tee,pope benedict xvi departs vatican for last time,0.6120266
A grey dog is bouncing a tennis ball on its head in a grass field,un security council urges yemen 's houthis to end ...,0.61248577
britain savors golden night on track,police arrest suspect in deadly la driving attack,0.6129483
china yuan strengthens to 6.1184 against usd tuesday,egypt 's brotherhood stands ground after killings,0.6134072
Chinese stocks open lower Friday,"more than 1,000 inmates escape from libya 's al-kweifiya prison",0.61387026
was ted bundy a partial psychopath ?,"iaea , iran to hold first nuclear talks since rohani election",0.6143289
A man is eating a piece of bread.,syria deploys more troops despite peace deal,0.61478883
egypt court bans muslim brotherhood ' activities',record-setting southwest heat wave turns fatal,0.61525047
lawyers : colo. shooting suspect is mentally ill,gunners fire but fail to advance in champions league,0.61571264
police arrest suspect in deadly la driving attack,review : facebook 's graph search is not very useful,0.6161716
egypt presidential election results delayed,the dogs are playing in the snow .,0.61663204
A brown dog and a red dog are frolicking on the beach,syrian journalists killed in capital,0.617093
A kitten is drinking fresh milk,"eurozone debt crisis is over , says france 's president",0.61755455
"It has also been recently reported that mutations of the isocitrate dehydrogenase genes IDH1 and IDH2 can lead to the aberrant production of 2-hydroxyglutarate (2-HG), a metabolite that inhibits TET2 enzymatic activity, resulting in a hypermethylated promoter phenotype in acute myeloid leukemia (AML) tumors carrying IDH1/2 mutations.",un chief condemns attack against peacekeepers in mali,0.6180161
'western ' forces attack islamic militant base in somalia,The girl is erasing the other man's work from the board,0.61847514
"the state of having options , alternatives",lebanese gunmen clash over syria crisis,0.6189364
gunners fire but fail to advance in champions league,The woman is slicing garlic,0.61939603
us stocks slip on wall street as greek talks drag on,A cat plays with a small bottle.,0.61985624
"clean , wash thoroughly",lebanese gunmen clash over syria crisis,0.6203189
A child in orange is playing outdoors with a snowball,u.s. concerns grow about syria 's chemical weapons,0.6207797
a dog jumping for a frisbee in the snow .,kevin rudd sworn in as australian prime minister,0.62124026
a medium sized brown dog is running through an open white wooded area .,libya ‘ destroys last chemical weapons ’,0.62170017
sunderland 2-2 bolton : davies in at the double,next made-in-china boom : college graduates,0.6221616
A dog wearing a cape is running through the snow.,fitch restores ford credit to investment grade,0.62262315
"neither military action nor large-scale bribery can solve the north korean problem , wolfowitz said .",kevin rudd sworn in as australian prime minister,0.623083
four kids are jumping on a trampoline .,former cia officer sentenced to 30 months in prison for info leak,0.62354076
what is the best way to store fresh berries ?,rep. of congo : 236 dead after arms depot blasts,0.6240053
I would personally beware of the Motley Fool.,putin sworn in as russian president,0.6244662
palestinians ' hit ' by israeli fire in gaza,pope benedict xvi departs vatican for last time,0.62492466
The man is cooking slices of potato,high & low finance : signs of a housing recovery point to a stronger economy,0.62538576
lebanese gunmen clash over syria crisis,george zimmerman found not guilty of trayvon martin murder,0.62584794
A dog is bouncing on a trampoline,u.s. concerns grow about syria 's chemical weapons,0.62630904
"You should listen to your boss, because you're not paid to tell the boss what to do.","teen shot in west bank by israeli military , activists say",0.6267686
syria opposition agrees to talks,A man is dangerously riding a motorcycle through a town,0.62722737
"outrage after indian girl , 6 , raped at her school",A man is playing a piano,0.6276915
"outrage after indian girl , 6 , raped at her school",A man is eating a piece of bread.,0.6281523
sunderland 2-2 bolton : davies in at the double,A woman is chopping up an octopus,0.6286128
The man is playing the flute,"us , china fail to paper over cracks in ties",0.6290729
6 nato troops killed in afghanistan,A man is carrying a tree.,0.6295336
sudan blocks youtube over anti-islam film,putin sworn in as russian growth falters,0.6299958
"The Dow Jones industrial average fell 10.89 points, or 0.11 percent, to 9,837.94.",syria opposition agrees to talks,0.6304548
The man is cooking slices of potato,"outrage after indian girl , 6 , raped at her school",0.6309157
a cat is licking from a saucer of milk .,"eurozone debt crisis is over , says france 's president",0.6313765
"Three young men run, jump, and kick off of a Coke machine.",sri lanka warned over war crime allegations,0.6318385
new york - ( dow jones ) - former star investment banker frank quattrone pleaded not guilty tuesday to criminal charges of obstruction of justice and witness tampering .,Two women dressed in white and black are sitting on a bench,0.63229936
france 's nicolas sarkozy makes his reelection bid official,what does it mean to write a song in a certain key ?,0.632761
a white bird is steering a shopping cart .,un chief condemns attack against peacekeepers in mali,0.6332199
nato soldier killed in afghan attack,The monkey is brushing the dog,0.63368016
employ or become employed in a position,Gunmen kill female politician in Pakistan,0.63414294
china stocks close lower on friday,sudan blames israel for khartoum arms fire,0.6346039
"tech stocks were hurt by a sour forecast from sun microsystems , which was viewed as a bad omen for the upcoming quarterly earnings season .",chavez set for more radiotherapy in cuba,0.6350641
syrian opposition pleads for criminal court action,two tan dogs play in the grass,0.63552356
'western ' forces attack islamic militant base in somalia,because there is a gap in the circuit .,0.63598645
"clean , wash thoroughly",roadside bomb kills 3 policemen in southern afghanistan,0.6364466
A man is squatting in brush and taking a photo,123 killed in fighting in northern Syria,0.6369053
"Prices for Treasury securities also rose, with the yield on the benchmark 10-year note falling to 4.19 percent.",gunners fire but fail to advance in champions league,0.6373676
A young boy covered in grass is jumping near a fence made of wood,un security council urges yemen 's houthis to end ...,0.6378285
us stocks slip on wall street as greek talks drag on,"investigators continue to probe virtually every aspect of campbell 's personal and financial affairs , the former mayor has said .",0.638288
should i let potential employers know i have a job offer ?,"broken limbs , torn lives in mali",0.63874936
should i let potential employers know i have a job offer ?,a shirtless man playing football on a lawn .,0.63920987
manchester united slashes price for us ipo,Blue bird standing on green grass.,0.6396716
"hewlett-packard is putting in for a second-quarter profit of $ 659 million , or 29 cents a share , on revenue of $ 18 billion .",blast kills 11 in northwestern pakistan,0.64013064
A man is climbing a rope,egypt 's brotherhood stands ground after killings,0.6405931
a brown dog wades in the water .,how do i wire a replacement ceiling fan ?,0.6410535
A golden dog is sitting in a field of tall grass,"ernst & young has denied the sec 's claims , and called its recommendations "" irresponsible "" .",0.6415154
bayes theorem is a mathematical formula used to calculate conditional probabilities .,sudan blames israel for khartoum arms fire,0.64197695
Gunmen kill female politician in Pakistan,"the technology-focused nasdaq composite index < .ixic > advanced 6 points , or 0.30 percent , to 2,053 , erasing earlier losses .",0.6424367
airlines cancel ' flytilla ' activists ' tickets to ta,what is the best way to store my sleeping bag for long periods of time ?,0.64289695
positively-charged center part of an atom,the two dogs are running through the grass .,0.64335793
dozens killed in laos plane crash,the brown dog is laying down on a blue sheet .,0.6438198
ny times : dot earth blog : is ' wild west ' era for fracking coming to an end ?,the brown dog is laying down on a blue sheet .,0.6442797
Two women are dancing,material in the top layer of the surface of the earth in which plants can grow ( especially with reference to its quality or use ) ;,0.6447402
russia finds dead lawyer magnitsky guilty in posthumous trial,A young girl is standing on both legs,0.64520097
chairman of british no-frills airline easyjet to step down,a large dog stands next to a sheep in a field .,0.64566153
nytimes : debunking darwin . was he wrong about dating ? # sex # gender,"teen shot in west bank by israeli military , activists say",0.64612246
putin sworn in as russian growth falters,The monkey is brushing the dog,0.6465836
Two men are taking a break from construction,un orders global sanctions against haqqani network,0.6470441
senate confirms janet yellen as chair of us federal reserve,A man is squatting in brush and taking a photo,0.64750445
u.n. experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site .,a black dog running into the water .,0.6479656
the positive terminal is connected to the bulb,palestinians ' hit ' by israeli fire in gaza,0.6484268
a woman and a dog standing in the grass .,airlines cancel ' flytilla ' activists ' tickets to ta,0.6488871
facebook boosts size of ipo by 25 percent,The boy is sitting near the blue ocean,0.6493482
resist immunologically the introduction of some foreign tissue or organ .,un chief condemns attack against peacekeepers in mali,0.6498086
The cat is looking out the window at the table on the perch,former cia officer sentenced to 30 months in prison for info leak,0.6502679
Two white dogs are running together,"libya closes borders , declares martial law in south",0.6507302
Iran upbeat on 'useful' expert-level nuke talks,A man is firing a rifle.,0.651191
review : facebook 's graph search is not very useful,Two women sitting outside laughing.,0.6516519
"custody , images at stake in cruise-holmes divorce",A black and white dog with a large branch is running in the grass,0.6521128
obama to refocus on economy in state of the union,cool stuff : 6 trends we saw at ces 2013 -,0.6525733
nato soldier killed in afghan attack,it depends how you 're stating it .,0.6530332
un orders global sanctions against haqqani network,make or become harder,0.6534946
"A person is climbing a rock with a rope, which is pink",chairman of british no-frills airline easyjet to step down,0.65395576
polls open across france in presidential election,There is no girl brushing her hair,0.6544162
"A growing number of businesses and individuals worldwide have stopped using banknotes in fear that physical currency, handled by tens of thousands of people over its lifetime, could be a vector for the coronavirus.

Public officials and health experts have said the risk of transferring the virus person-to-person through the use of banknotes is low, but they don't rule it out.

Dr. Sanjay Maggirwar, chair of the George Washington University School of Medicine's department of microbiology, immunology and tropical medicine, recently told CBS MoneyWatch that researchers think coronaviruses ""can stay on surfaces in their fully active states for at least 10 days. That includes cash and all kinds of other surfaces that people normally touch. So certainly with the coronavirus, cash handling is a concern.""

Some businesses are refusing to accept currency, with while several countries have urged their citizens to stop using banknotes altogether.

Open Books, a non-profit bookstore in Chicago, sent an email to customers last week asking individuals not to use cash. A chain of diners in Washington State has also stopped accepting cash. And delivery services like Grubhub, Door Dash and others have instituted ""no contact"" deliveries, and have either stopped offering cash as a payment option or are actively discouraging it.

Even the Federal Reserve has taken efforts to make sure the nation's money supply isn't contaminated. Banknotes that circulated in Europe and Asia are being quarantined for seven to 10 days as a ""precautionary measure,"" according to a Fed spokesperson.

While cash does carry some risk of passing on the virus, it is smaller than other transmission routes. A scientific paper published early in the outbreak found the virus can live on cardboard for up to 24 hours and up to three days on plastic and stainless steel. The researchers, however, did not test whether it can live on banknote paper.

Meanwhile, the mere presence of live virus particles on banknotes does not mean they are a health hazard, public health experts said. Virus particles are unlikely to return to the air, or aerosolize, once on a surface.

""It's not impossible that there might be traces of virus on dollar bill, but if you wash your hands it should provide adequate protections — you shouldn't need anything else,"" Julie Fischer, a professor at the Center for Global Health Science and Society at Georgetown University, said on C-SPAN.

Other devices used to pay for items are just as likely to be vectors for disease transfer. Credit and debit cards are made of plastic and metal. ATMs are touched by hundreds of human hands a day. And studies show smartphones are heavily contaminated with bacteria because of their constant use.

Banknote avoidance isn't just happening in the U.S. In South Korea, which has been more successful in stemming the coronavirus outbreak, the country's central bank took all banknotes out of circulation for two weeks and, in some cases, burned paper money.

Iran is suffering the worst outbreak of the virus in the Middle East. Using cash there is common, but in recent weeks many people have avoided it and banks have announced that they will not accept cash from customers. Iranians often have multiple debit cards but cash is widely used in small-scale transactions, like buying bread in bakeries or leaving a tip. Many people have started even being careful in how they hand over debit cards, as contactless payment methods haven't caught on there.

In the U.S., there is concern that going cash-free shuts out millions of Americans who lack bank accounts or access to financial services like credit cards.

""Not everyone has a bank account, and there are some very important equity issues if we start encouraging cashless transactions,"" said Dr. Danielle Ompad, an epidemiologist at New York University's School of Global Public Health.

""Some people don't have a choice, so to say, 'You should only use cashless transactions,' is not sensitive to their circumstances,"" she said.",The young girl in blue is having fun on a swing,0.65487754
nerves calmed -- for now : markets jump on relief over spanish bank bailout,"A dog is near a ball colored in red, which is in the air",0.65533805
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,"A person is climbing a rock with a rope, which is pink",0.65579873
a dog is running on the ground .,"tech stocks were hurt by a sour forecast from sun microsystems , which was viewed as a bad omen for the upcoming quarterly earnings season .",0.6562587
dozens killed in laos plane crash,The man is kissing and hugging the woman.,0.65672034
redford touts alberta economy ahead of vote on leadership,A woman is performing a trick on a ramp with a car,0.6571813
france 's hollande backs greece but urges credible reform,a motorcycles is parked near a wall covered with a graffiti scene of a cityscape .,0.6576418
A man is hugging and kissing a woman.,what is the best way to store fresh berries ?,0.65810275
a cartoon chef is flipping pancakes .,probe into motor insurance market,0.6585637
u.s. concerns grow about syria 's chemical weapons,bayes theorem is a mathematical formula used to calculate conditional probabilities .,0.6590235
The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,the girl is wearing a blue striped shirt and rollerblades .,0.6594849
russia finds dead lawyer magnitsky guilty in posthumous trial,"yeh right , they 're so on board with that !",0.65994614
A man is rinsing a large steak,four kids are jumping on a trampoline .,0.66040677
a panda dog is running on the road .,armstrong steps down from livestrong,0.6608665
a large amount of penguins are heading to the ocean .,a shirtless man playing football on a lawn .,0.66132766
sudan blames israel for khartoum arms fire,the idea of inheritance is to reuse the existing code with little or no modification at all .,0.661789
"Two people are in the snow not wearing clothes, which provides camouflage. ",former cia officer sentenced to 30 months in prison for info leak,0.66224974
dhawan ton sets up india trophy win over south africa,chavez set for more radiotherapy in cuba,0.6627105
make new .,egypt 's brotherhood stands ground after killings,0.66317123
A woman and man are dancing in the rain.,my gtd system is effectively 100 percent electronic--as described in detail here .,0.66363215
pro-pak taliban warlord killed in us drone strike,an unforeseen development .,0.6640929
four kids are jumping on a trampoline .,cost or monetary value of goods or services,0.6645541
"more than 1,000 inmates escape from libya 's al-kweifiya prison",two women sheering a sheep .,0.66501385
The man is kicking a boxing trainer,cost or monetary value of goods or services,0.66547567
