sentence1,sentence2,similarity
several different ways have been developed of calculating these values ( also known as term weights ) .,ukraine will not give ' an inch ' over crimea,0.5099888
No motorcycle racer is riding a red and black bike,serve as a reason or cause or justification of .,0.51035184
This answer is based on my experience teaching undergraduate math in the US.,There is no woman using a sewing machine,0.51047605
No girl with a bikini is playing in the dunes,they also inherit the attributes and methods of its superclass .,0.5117499
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",There is no person riding a jetski in the waves,0.51185894
There is no kitten drinking milk,the basic idea is to represent each document as a vector of certain weighted word frequencies .,0.5122227
There is no person riding a jetski in the waves,they also inherit the attributes and methods of its superclass .,0.51253295
There is no man speaking on a podium,several different ways have been developed of calculating these values ( also known as term weights ) .,0.5134424
There is no person riding a jetski in the waves,"impose , involve , or imply as a necessary accompaniment or result .",0.51366645
This answer is based on my experience teaching undergraduate math in the US.,There is no kitten drinking milk,0.51394653
serve as a reason or cause or justification of .,There are no people driving ATVs,0.51508474
it has the effect of augmenting the potency of the big countries to the detriment of babies .,No motorcycle racer is riding a red and black bike,0.51570106
No girl with a bikini is playing in the dunes,the basic idea is to represent each document as a vector of certain weighted word frequencies .,0.51643497
"several different ways of computing these values , also known as ( term ) weights , have been developed .",There are no people driving ATVs,0.5164502
There is no man putting some cheese on a pizza,several different ways have been developed of calculating these values ( also known as term weights ) .,0.51651466
"after all , they have recommended policies that politicians or taking into consideration .",The boy isn't playing the piano happily,0.5173063
"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",There are no people driving ATVs,0.51737666
No motorcycle racer is riding a red and black bike,"commodity expanded value-form , .",0.5173871
There is no person riding a jetski in the waves,make fine adjustments or divide into marked intervals for optimal measuring .,0.5177508
There are no people driving ATVs,You have to decide what you want to get out of this.,0.51782817
There is no person riding a jetski in the waves,"but just as the european union itself , and this will happen .",0.5179708
A little girl with blond hair is smiling and sitting on a swing,the man is feeding a mouse to the snake .,0.5180015
"several different ways of computing these values , also known as ( term ) weights , have been developed .",ukraine will not give ' an inch ' over crimea,0.51809394
one of the most well studied facets of temperament is how people respond to novelty .,There are no people driving ATVs,0.51817226
There are no people driving ATVs,i can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination .,0.5184194
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",There is no water being drunk by a cat,0.51862925
No motorcycle racer is riding a red and black bike,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",0.51864195
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A boy is eating a cupcake,0.51866144
No motorcycle racer is riding a red and black bike,how the us has changed in my lifetime :,0.5187194
"Besides these 28 OCT4-regulated genes, the Oct4-OETN included 8 more genes of a recently published list of OCT4-correlated transcripts expressed in ESCs.",There is no brown dog standing in the water,0.5187851
This answer is based on my experience teaching undergraduate math in the US.,There are no people driving ATVs,0.51887375
"after all , they have recommended policies that politicians or taking into consideration .",A boy is eating a cupcake,0.5198494
There is no person riding a jetski in the waves,"find out or determine , perhaps after a calculation or investigation .",0.51986706
one of the most well studied facets of temperament is how people respond to novelty .,No girl with a bikini is playing in the dunes,0.5199141
There is no person riding a jetski in the waves,make a certain size or sort according to size,0.5199338
A baby elephant is not eating a small tree,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",0.52000403
"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",There is no water being drunk by a cat,0.52029145
"after all , they have recommended policies that politicians or taking into consideration .",No girl with a bikini is playing in the dunes,0.52043927
There is no rope being climbed by a man,"commodity expanded value-form , .",0.52059174
one of the most well studied facets of temperament is how people respond to novelty .,There is no rope being climbed by a man,0.52060366
several different ways have been developed of calculating these values ( also known as term weights ) .,There is no brown dog standing in the water,0.5207963
"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no rope being climbed by a man,0.5208955
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",terminal 1 and terminal 2 possess no difference,0.520999
several different ways have been developed of calculating these values ( also known as term weights ) .,There is no rope being climbed by a man,0.52120346
No girl with a bikini is playing in the dunes,make fine adjustments or divide into marked intervals for optimal measuring .,0.5215385
"after all , they have recommended policies that politicians or taking into consideration .",There is no woman using a sewing machine,0.5217466
such is the spirit in which must be elaborate the european constitution .,A boy is eating a cupcake,0.5219878
There is no person riding a jetski in the waves,"In myelopoiesis, miR-223 has been shown to regulate granulocyte development in both humans and mice.",0.5220768
"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no girl brushing her hair,0.52209204
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",No motorcycle racer is riding a red and black bike,0.5226408
"Besides these 28 OCT4-regulated genes, the Oct4-OETN included 8 more genes of a recently published list of OCT4-correlated transcripts expressed in ESCs.",There is no kitten drinking milk,0.5227493
A baby elephant is not eating a small tree,several different ways have been developed of calculating these values ( also known as term weights ) .,0.52292216
No girl with a bikini is playing in the dunes,"the act of giving someone a job , hiring someone",0.5230105
No motorcycle racer is riding a red and black bike,"find out or determine , perhaps after a calculation or investigation .",0.5230719
serve as a reason or cause or justification of .,There is no kitten drinking milk,0.5231189
"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",ukraine will not give ' an inch ' over crimea,0.52312243
several different ways have been developed of calculating these values ( also known as term weights ) .,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,0.52344674
"US, China fail to paper over cracks in ties","dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",0.5240383
the man is feeding a mouse to the snake .,There are no people driving ATVs,0.5244806
serve as a reason or cause or justification of .,There is no rope being climbed by a man,0.52503574
No motorcycle racer is riding a red and black bike,it was first used in the smart information retrieval system .,0.52543503
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",Two dogs are playing on a sandy beach,0.52625895
There are no people driving ATVs,A boy is eating a cupcake,0.5266447
A wet boy is cheerfully jumping around on dirty and wet grass,"the international atomic energy agency has no access to people , documents , sites .",0.52713263
serve as a reason or cause or justification of .,No girl with a bikini is playing in the dunes,0.5276568
it was first used in the smart information retrieval system .,There is no rope being climbed by a man,0.528234
There is no kitten drinking milk,"commodity expanded value-form , .",0.52869534
There is no rope being climbed by a man,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",0.52924144
"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,0.52970517
"after all , they have recommended policies that politicians or taking into consideration .",There are no people driving ATVs,0.5302551
"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no person in bike gear standing steadily in front of the mountains,0.53046197
"you just have to base your answer on what you do know , which is what you want .",A boy is eating a cupcake,0.5312677
several different ways have been developed of calculating these values ( also known as term weights ) .,There is no girl in pink twirling a ribbon,0.5318359
deadline passes with no new iran sanctions,this means that inheritance is used when types have common factors and these would be put into the superclass .,0.5322788
This answer is based on my experience teaching undergraduate math in the US.,There is no man dressed in black wearing an elaborate black mask,0.5328199
serve as a reason or cause or justification of .,A boy is eating a cupcake,0.5333609
"mr president , the cashman report can be summarised in four words : citizens ' power over bureaucracy .",No girl with a bikini is playing in the dunes,0.5338995
No motorcycle racer is riding a red and black bike,make fine adjustments or divide into marked intervals for optimal measuring .,0.5343822
There is no brown dog standing in the water,"commodity expanded value-form , .",0.5348961
There is no man dressed in black wearing an elaborate black mask,the basic idea is to represent each document as a vector of certain weighted word frequencies .,0.5354346
it was first used in the smart information retrieval system .,ukraine will not give ' an inch ' over crimea,0.53597856
A boy is eating a cupcake,"find out or determine , perhaps after a calculation or investigation .",0.5365023
a boy in a red sled is riding down the hill .,"the international atomic energy agency has no access to people , documents , sites .",0.5370034
There is no woman using a sewing machine,"find out or determine , perhaps after a calculation or investigation .",0.5374906
No motorcycle racer is riding a red and black bike,"an established or recognized right , formal or informal .",0.53800684
a boy is playing guitar .,"the international atomic energy agency has no access to people , documents , sites .",0.5385576
"you just have to base your answer on what you do know , which is what you want .",There are no people driving ATVs,0.5390515
There is no girl in pink twirling a ribbon,i have the same situation and have traveled extensively .,0.5396212
your top 10 flu questions answered,ukraine will not give ' an inch ' over crimea,0.54014117
A man is dancing on the ceiling,this further aggravated the situation .,0.5406435
a prominent attribute or aspect of something .,There are no people driving ATVs,0.5411085
the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,a woman is placing eggs into a pan .,0.5416723
There are no people driving ATVs,"but just as the european union itself , and this will happen .",0.54219395
"Besides these 28 OCT4-regulated genes, the Oct4-OETN included 8 more genes of a recently published list of OCT4-correlated transcripts expressed in ESCs.","no , a tent will not give you any protection from bears that want what 's inside .",0.5427614
"putin , too , seems suspicion powerlessness of his regime .",Two dogs are playing on a sandy beach,0.54323405
what more can i do to improve my credit score ?,the man is feeding a mouse to the snake .,0.54373735
female film directors slowly gain ground,The football is between the feet of a boy who is lying on the grass,0.5442749
"several different ways of computing these values , also known as ( term ) weights , have been developed .",A boy is eating a cupcake,0.54481316
There is no rope being climbed by a man,i have the same situation and have traveled extensively .,0.54527867
Many cheerleaders are walking in a parade,the man is feeding a mouse to the snake .,0.54582566
a quantity of money added to a bank account,There are no people driving ATVs,0.54632986
the perception of spain has changed dramatically with this government,No motorcycle racer is riding a red and black bike,0.54685324
"it 's true that , under one understanding of "" accessibility "" and "" determining "" , your accessibility relation is determined by your axioms .",There is no person riding a jetski in the waves,0.5473969
a prominent attribute or aspect of something .,There is no rope being climbed by a man,0.5478914
A child is not playing slip and slide in the grass,the basic idea is to represent each document as a vector of certain weighted word frequencies .,0.5483935
There is no rope being climbed by a man,generate the optimal solution of these computed values,0.5489751
No motorcycle racer is riding a red and black bike,( cause to ) survive,0.5494399
There is no person riding a jetski in the waves,what more can i do to improve my credit score ?,0.5499901
"the international atomic energy agency has no access to people , documents , sites .",generate the optimal solution of these computed values,0.5505186
a man playing the guitar .,ukraine will not give ' an inch ' over crimea,0.551049
There is no rope being climbed by a man,I guess it depends on what you're going to do.,0.5515502
the man is feeding a mouse to the snake .,"A girl in water, with goggles and swimming cap.",0.5520587
"the international atomic energy agency has no access to people , documents , sites .",The woman is drinking lemonade and watching T.V.,0.55259573
No motorcycle racer is riding a red and black bike,the us president george bush himself is glad of progress in the negotiations .,0.55311877
A woman is falling off a horse,generate the optimal solution of these computed values,0.5536472
this further aggravated the situation .,a woman is water skiing on a lake .,0.5541495
a man playing the guitar .,"the international atomic energy agency has no access to people , documents , sites .",0.5546962
There is no person riding a jetski in the waves,indian defense ministry has increased spending on defense purchases .,0.55519044
"US, China fail to paper over cracks in ties",tthe girl is standing in front of the open door of the bus .,0.55571187
There is no person riding a jetski in the waves,make a written note of something,0.556247
The companies said Idec holders would own about 50.5 percent of the stock of the combined company.,A boy is eating a cupcake,0.55674136
it has the effect of augmenting the potency of the big countries to the detriment of babies .,a person is diving into clear blue water .,0.5572651
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A man is riding a dirt bike down a dirt hill,0.5577991
staff writers brandon formby and colleen mccain nelson contributed to this report .,There are no people driving ATVs,0.5583039
out of touch and untrustworthy ?,a dog jumping into a swimming pool .,0.5588312
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A woman is water skiing.,0.5593561
Several people are not walking in line across a bridge,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",0.5598632
Two white cats are playing with a brown dog and a ball,ukraine will not give ' an inch ' over crimea,0.56039065
"mr president , i would like to defend workers in the sector .",The woman is drinking lemonade and watching T.V.,0.56091076
this means that inheritance is used when types have common factors and these would be put into the superclass .,There is no brown dog standing in the water,0.5614227
A man is dancing on the ceiling,government initiatives to disarm have been ineffective .,0.56195104
the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,a girl is jumping .,0.5624697
iran is an islamic republic .,A boy is eating a cupcake,0.5629925
mix or breed things of different varieties or qualities,No girl with a bikini is playing in the dunes,0.5635117
warmed.c from the year prior .,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,0.5640355
A woman is water skiing.,they also inherit the attributes and methods of its superclass .,0.56454897
the us president george bush himself is glad of progress in the negotiations .,There are no people driving ATVs,0.5650724
"the users will be the losers , with employees , and european competitiveness and growth will diminish .",a dog standing on a beach with a ball nearby .,0.56558883
"ambient conditions of temperature , precipitation , windiness , and sunniness pertain at a certain place and time. further specification of the conditions that pertain may also be indicated .",There is no woman using a sewing machine,0.566111
a boy is playing guitar .,the health department spokesperson added the department is following centers for disease control protocol .,0.5666407
The man is pouring some oil on the tomatoes,ukraine will not give ' an inch ' over crimea,0.56715435
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A man is climbing up a rope,0.5676752
: - \ hmv gone into bankruptcy equivalent ...,Two dogs are playing on a sandy beach,0.56819224
There is no person riding a jetski in the waves,"this frame contains transparent nouns ( and some adjectives ) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group , set , these quantity do not have a status as wholes on their own. initially , at least , we annotate both quantity of masses and of individuals in this frame , though we may split the frame along these lines later on .",0.56870687
"iran , atomic agency in first talks since rowhani election",A boy is eating a cupcake,0.5692274
"later , the other two houses fell at odds as well .",There is no woman using a sewing machine,0.56974936
‚ äėglee ‚ äô star cory monteith found dead in hotel room,"i 've only made a couple of bbq sauces , but they 've always come out really well .",0.57027036
A man is performing a trick on a bike,"after all , they have recommended policies that politicians or taking into consideration .",0.5707922
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",There is no man dressed in black wearing an elaborate black mask,0.57130677
it has the effect of augmenting the potency of the big countries to the detriment of babies .,Two men are waiting for a ride on the side of a dirt road.,0.57183087
a more equal military ? bring back draft,No girl with a bikini is playing in the dunes,0.5723485
a group of boys are playing soccer on the beach .,"no , a tent will not give you any protection from bears that want what 's inside .",0.57286996
regulate or set the time of ( a clock ),There is no kitten drinking milk,0.57338876
This answer is based on my experience teaching undergraduate math in the US.,A man is performing a trick on a bike,0.57391405
he also reaffirmed his wish to resolve the north korean nuclear crisis peacefully .,There is no kitten drinking milk,0.57443094
No girl with a bikini is playing in the dunes,( cause to ) become a powder or as dust .,0.5749498
There is no girl in pink twirling a ribbon,"the offer is also subject to goldman signing an agreement with drax 's senior banks , senior bond holders and hedging banks by sept . 30 , it said .",0.5754696
"in a few billion years , the milky way and andromeda will collide .",There is no rope being climbed by a man,0.5759958
This answer is based on my experience teaching undergraduate math in the US.,A man is quickly chopping some mushrooms with a knife,0.5765076
This answer is based on my experience teaching undergraduate math in the US.,The boy isn't playing the piano happily,0.5770293
There is no person riding a jetski in the waves,cause to become awake or conscious .,0.5775483
a man is sledding on an orange slide .,they would give the right to divorce the husbands who would have abandoned them ?,0.5780655
A man in a car is not pulling up beside a woman who is walking along a road,ive watched kids play .,0.5785893
A child is not playing slip and slide in the grass,serve as a reason or cause or justification of .,0.5791089
gunmen kill 11 foreign tourists in pakistan,"i 've only made a couple of bbq sauces , but they 've always come out really well .",0.5796309
Three men are practicing karate moves in a field.,i am not the one claiming the right to decide over another woman 's body .,0.58015025
The little boy swung at the golf ball.,thai political protests paralyse more ministries,0.5806675
There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,"but just as the european union itself , and this will happen .",0.5811896
a man is climbing a wall .,foreign militants killed in somalia in strike on car,0.5817075
A dog with a ball is being chased in the grass,i am not the one claiming the right to decide over another woman 's body .,0.5822317
both components need to be in closed paths .,A boy is eating a cupcake,0.58274907
black dog chasing brown dog through snow,A man is wearing a clear plastic cap and a mask,0.5832691
ukraine will not give ' an inch ' over crimea,"ok , that 's a good point .",0.58378977
Some animals are playing wildly in the water,The lady is peeling the potato,0.58430856
Two dogs are playing on a sandy beach,four women and two men sit at a long table in a restaurant .,0.5848283
Some guy sitting on a couch watching television.,ukraine will not give ' an inch ' over crimea,0.58534586
photos : fires across australia,The woman is drinking lemonade and watching T.V.,0.5858673
a woman stands in front of a building in the snow .,There is no kitten drinking milk,0.58638924
annan to visit syrian refugees in turkey before iran,A boy is eating a cupcake,0.586909
"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",a woman is placing eggs into a pan .,0.58742833
claims about trayvon 's character and when did i do that ?,a woman is placing eggs into a pan .,0.5879473
: - \ hmv gone into bankruptcy equivalent ...,The girl is trotting on the horse,0.5884671
A shirtless man is leading a horse that is pulling a carriage,"i 've only made a couple of bbq sauces , but they 've always come out really well .",0.58898884
there are a few airlines which operate flights at lower fares .,A woman is dancing near a fireplace,0.5895064
the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,"A man is rock climbing, stopping and calculating the route",0.5900266
A potato is being peeled by a woman,government initiatives to disarm have been ineffective .,0.59054726
A little girl with blond hair is smiling and sitting on a swing,"immerse or be immersed in a boiling liquid , for purposes of cooking or processing .",0.5910681
you don 't have equipments / facilities to do research in b .,A horse is tossing the cowboy wearing pants of blue and red color,0.59158653
a guy and two girls are smiling at the camera .,ukraine will not give ' an inch ' over crimea,0.59210885
A black dog is playing with a brown dog on the sand,about 31 percent of americans are now obese — roughly 30 or more pounds over a healthy weight .,0.5926238
