sentence1,sentence2,similarity
"p ( a | b ) is the conditional probability of a , given b .",Nobody in snowsuits is lying in the snow and making snow angels,0.4231568
There is no brown dog jumping in the air,the answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally .,0.42375457
One girl is jumping off a rock and another is standing on it,There is no monkey teasing a dog at the zoo,0.42442894
There is no monkey teasing a dog at the zoo,provide an interlinear translation of a word or phrase .,0.4250635
kl shares higher at mid-afternoon,Nobody in snowsuits is lying in the snow and making snow angels,0.42554277
40 inmates are serving sentences for murder .,a boy is walking across a bridge .,0.426314
There is no monkey teasing a dog at the zoo,create by putting components or members together .,0.42694503
american airlines and pilots agree on a new contract,A man is slowly trekking in the woods,0.4275807
There is no monkey teasing a dog at the zoo,"detainees to be accused of homicide , criminal collaboration , kidnapping and the funding of terrorism and include members of the military and police .",0.42816263
There is no monkey teasing a dog at the zoo,How to do that?,0.42870924
There is no monkey teasing a dog at the zoo,one of the best known schemes is tf-idf ( term frequency-inverse document frequency ) weighting .,0.429353
"mohanty stated that the upgrade will be done soon as it has almost been finalised by the defense research and development organisation , hindustan aeronautics limited and the indian air force .",Nobody in snowsuits is lying in the snow and making snow angels,0.4300191
and parts of the west coast .,There is no monkey teasing a dog at the zoo,0.43064734
a young female rider on a brown horse .,factories that ran on korean cooperation go silent,0.43130964
activity of extracting ore or other matter from the ground,There is no monkey teasing a dog at the zoo,0.43195027
There is no monkey teasing a dog at the zoo,"there is always "" transitional authority "" by virtue of the writing of regulations .",0.43257022
There is no person slicing a potato,the answer lies in the support that the indonesian democrats will generate activists domestically and internationally .,0.4332144
tskhinvali is the capital of georgia .,The lady isn't measuring the ankle of another woman,0.43378112
Nobody in snowsuits is lying in the snow and making snow angels,"this integrates with rational purifyplus and allows developers to work in supported versions of java , visual c # and visual basic .net .",0.43447593
There is no monkey teasing a dog at the zoo,this is one of the many accusations against her .,0.435017
a group of people are standing and sitting around on the ground at night .,The man is using a camera to hammer a nail.,0.43570668
partake or provide a banquet,There is no monkey teasing a dog at the zoo,0.43631163
There is no monkey teasing a dog at the zoo,"the bottom line is that when interest rates go up , the values of credit fall .",0.43693382
the leaders now have a new chance and let them therefore take .,the scuba diver is underwater .,0.43767613
There is no monkey teasing a dog at the zoo,"the quality of being important , worthy of attention",0.4381798
senate key to fixing washington,The man is hurling knives at a tree,0.438825
Two children in white outfits and red protective gear are sitting on a mat,The man is using a camera to hammer a nail.,0.43940455
afghan president approves new electon law,the scuba diver is underwater .,0.44008595
A man is cooking a snake,The boy and girl are playing on the outdoor gym,0.4407065
There is no monkey teasing a dog at the zoo,move or sway in a sinuous fashion,0.44131875
the new classes are called derived classes and they inherit the behaviours and attributes of the base classes .,"There is no man wearing a shirt dyed black, sitting at the table and laughing",0.44192916
russia already participates in the european space agency 's,Nobody in snowsuits is lying in the snow and making snow angels,0.44256657
There is no white dog standing on the leaves on the ground,subjective dvorak intensity estimates from tafb and sab increased to kt .,0.44318128
there are a few things i think you should do .,There is no monkey teasing a dog at the zoo,0.4438156
There is no monkey teasing a dog at the zoo,Two old ladies are wearing worn dresses at home,0.4444446
The lady isn't measuring the ankle of another woman,it then named an work group charged to formulate the changes necessary to bring to the policies public expenditure and to the fiscal policies .,0.44506347
There is no monkey teasing a dog at the zoo,specific aid as the support of the market or the premium to grass is essential .,0.44570306
afriforum stated that the group would organize protests along the route to zimbabwe .,a red dog jumps an catches a tennis ball in its mouth .,0.44633046
There is no monkey teasing a dog at the zoo,A big wave is being ridden by a surfer across dark green water,0.44696087
Several children are sitting down and have their knees raised,The man is hurling knives at a tree,0.44756877
the answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally .,"There is no man wearing a shirt dyed black, sitting at the table and laughing",0.448201
Nobody in snowsuits is lying in the snow and making snow angels,to grow rapidly,0.44883183
three children are playing soccer in the sand .,tehran has made it clear it will only sign the protocol if a ban on imports of peaceful western nuclear technology is lifted .,0.44947824
Nobody in snowsuits is lying in the snow and making snow angels,costa will play juan carlos ferrero next in a rematch of last year 's final .,0.4500901
egypt 's hosni mubarak faces retrial,Two children are lying in the snow and are drawing angels,0.45070776
A black dog is jumping on a dock into a pond,factories that ran on korean cooperation go silent,0.45134622
There is no small guinea pig gnawing and eating a piece of carrot on the floor,there are two main approaches for dynamic programming .,0.45196348
"only a month before , muybarak refused the demands of constitutional reform by taxing them with "" futile .",Two white dogs are playing with a brown dog and a ball,0.45257926
it depends on generally syntactic structure of two languages and -yes- some pragmatic issues .,A shirtless man is playing football on a field,0.45321774
us house republicans eye reluctant ryan for speaker,There is no monkey teasing a dog at the zoo,0.4538468
There is no monkey teasing a dog at the zoo,A guy is cheerfully playing with a footbag,0.4544667
provide an interlinear translation of a word or phrase .,There is no brown dog jumping in the air,0.4550925
A cat is eating corn on the cob,there are two main approaches for dynamic programming .,0.45572186
A man is putting garlic on some slices of bread,three children are playing soccer in the sand .,0.45635125
40 inmates are serving sentences for murder .,Girl playing in a puddle with her bare feet.,0.45699984
There is no monkey teasing a dog at the zoo,A man is putting garlic on some slices of bread,0.4576077
"putin , also , seems to him to suspect the impotence of its mode .",three children are playing soccer in the sand .,0.45822293
40 inmates are serving sentences for murder .,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,0.4588526
There is no monkey teasing a dog at the zoo,does the census have an rear end in a top hat ?,0.45947707
A man doing a jumping bike trick surrounded by trees.,the leaders now have a new chance and let them therefore take .,0.46010926
schools that don 't meet the testing goals for two years in a row must offer transfers .,The man is using a camera to hammer a nail.,0.46073377
A woman is slicing a big pepper,we should have monuments for him .,0.46135837
A girl dancing on a sandy beach.,some refused to go because they didn 't want to be killed .,0.46198398
algerian national turnout of parliamentary vote reaches 44.38 pct,The young girl is blowing a bubble that is very small,0.46261185
a dog runs through the grass .,A young couple is sleeping in bed,0.46323723
american airlines and pilots agree on a new contract,A woman is washing her feet,0.4638642
The man is kicking a boxing trainer,"big pax europe of today , like current prosperity pan-european , depends on it .",0.46448937
a man is singing while walking down the sidewalk .,electrical states will determine whether there is a gap or connection in the circuit,0.46511954
Nobody in snowsuits is lying in the snow and making snow angels,"burst open with a sharp , explosive sound .",0.4657411
A man doing a jumping bike trick surrounded by trees.,The upgrade will be available as a free download for current customers with SmarNet support in January 2004.,0.46636447
"thus , ultimate sovereignty .",A boy is climbing up a wall artificially built for climbing and is attached to a rope,0.46698385
General Dynamics was sued when it changed its retirement benefits in 1997.,a boy and a girl playing on the beach .,0.4676157
the capital severely punishes people who head out to the restricted areas ( e.g .,the white dog is laying on the wooden floor underneath the table .,0.46824846
zahedan is the capital of sistan-baluchestan province .,a boy is playing the piano .,0.46887103
A mountain is being climbed by two men,elegant dining room with wood furniture .,0.4694996
A young girl is standing challengingly on one leg,"on trade terms , the stock exchange of prague fell",0.47012132
janet yellen to become first woman to lead the federal reserve,a boy and a girl playing on the beach .,0.47074887
A woman is preparing an egg in a skillet.,after camping and coming home we searched high and low and could not find them .,0.47137722
there are two main approaches for dynamic programming .,chinese shares close lower wednesday,0.4720104
Two dogs are playing on a rocky beach,"on trade terms , the stock exchange of prague fell",0.47262758
it depends on generally syntactic structure of two languages and -yes- some pragmatic issues .,The man is using a camera to hammer a nail.,0.4732537
The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.,this is particularly true in the poorest countries .,0.47388232
There is no man cutting a paper,the answer lies in the support that the indonesian democrats will generate activists domestically and internationally .,0.4745084
"big pax europe of today , like current prosperity pan-european , depends on it .",There is no small dog chasing a large brown cow,0.47513545
a woman is deveining shrimp .,every leader had theories and markedly different explanations regarding the situation .,0.4757595
There is no lemur eating,"this integrates with rational purifyplus and allows developers to work in supported versions of java , visual c # and visual basic .net .",0.4763863
the new classes are called derived classes and they inherit the behaviours and attributes of the base classes .,A woman is playing a flute,0.4770165
american airlines and pilots agree on a new contract,the man is stirring oil .,0.47763705
Girl playing in a puddle with her bare feet.,""" we believe we are fully prepared to roll out the revised diebold machines , "" said gilles w. burger , chairman of the maryland state board of elections .",0.47826317
The upgrade will be available as a free download for current customers with SmarNet support in January 2004.,a man is putting meat in a pan .,0.47889036
a woman slices a lemon .,this leaves the opposition conservative without any effective response .,0.47951245
american airlines and pilots agree on a new contract,A panda slides down a slide.,0.4801417
the usa is the world 's strongest country because of its military force .,There is no white dog standing on the leaves on the ground,0.4807679
today 's great pax europa and today 's pan-european prosperity depend on this .,i don 't want a president who ' cares ' .,0.48139822
the leaders now have a new chance and let them therefore take .,A man is putting garlic on some slices of bread,0.48202068
a girl is flying a kite .,subjective dvorak intensity estimates from tafb and sab increased to kt .,0.48264745
Tiles are being broken with his hands by a man,on hillary clinton 's fp approach,0.48326966
prosecutors maintained that durst murdered black to try to assume black 's identity .,A woman drives a golf cart.,0.48389855
many people run in a race on a street .,There is no small dog chasing a large brown cow,0.4845256
"Two toddlers are eating corndogs in a wagon, which is really small",specific aid as the support of the market or the premium to grass is essential .,0.4851523
A woman is not frying meat,the answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally .,0.48577747
A rhino is grazing in a field,bulb a is still in a closed path with the battery,0.48640427
a boy is walking across a bridge .,others separate themselves unfortunately because of an amassed grudge .,0.48703074
"There is no black, red, white and pink dress being worn by a woman",A person is chopping down a tree with an axe,0.48765603
activity of extracting ore or other matter from the ground,There is no small dog chasing a large brown cow,0.48828334
a global crossing representative had no immediate comment .,a man is doing trick with play cards .,0.4889087
A boy in red jumping into a sandbox.,the opposition japanese communist party was against the bill proposing the new law .,0.48953468
The man is funnily playing the piano with his nose,obama and romney focus on swing-states,0.49016201
"thus , ultimate sovereignty .",Three women wearing black vests and gray shirts are talking outside of a building.,0.49078655
A man and a woman are driving down the street in a jeep,others separate themselves unfortunately because of an amassed grudge .,0.4914133
zahedan is the capital of sistan-baluchestan province .,A little boy in clothes dyed in red is jumping into the air,0.49204057
we are all vessels filled with many wonders .,The man is using a camera to hammer a nail.,0.49266663
part of pro-life is the opposition to legalized abortion .,A young couple is sleeping in bed,0.4932931
General Dynamics was sued when it changed its retirement benefits in 1997.,elephants spray themselves with water .,0.49391758
"out of touch and completely untrustworthy , however , wouldn 't .",A man puts three pieces of meat into a pan.,0.49454367
a man on a motorcycle performing a wheelie .,"while the ' first-past-the-post system favours two parties , it certainly doesn 't guarantee the marginalization of third parties .",0.49516946
how should i apply for a schengen visa from the uk ?,the opposition japanese communist party was against the bill proposing the new law .,0.49579662
it was the third time in four years that wildfires forced the park to close .,a boy is playing the piano .,0.49642378
a woman jumps hurdles on a horse .,There is no person slicing a potato,0.49704814
the united states said it would stand up to nuclear blackmail and has ruled out negotiations .,A woman drives a golf cart.,0.4976754
afriforum stated that the group would organize protests along the route to zimbabwe .,A brown and white dog is running through the water,0.4983018
""" elves don 't exist "" - fine .","the quality of being important , worthy of attention",0.49892783
i don 't think it makes much difference .,A young couple is sleeping in bed,0.4995542
it depends on generally syntactic structure of two languages and -yes- some pragmatic issues .,A woman is slicing an octopus,0.50018024
us pledge to rebuild haiti not being met,three children wrestle on a floral carpet .,0.5008067
schools that don 't meet the testing goals for two years in a row must offer transfers .,Some meat is being cut into pieces by a woman,0.5014325
south africa 's foreign ministry stated that south africa 's foreign military assistance act prohibits the recruitment of people inside or outside of south africa for mercenary or foreign military assistance .,"idec shareholders would own 50.5 percent of the stock of the combined company , and biogen shareholders the remaining 49.5 percent .",0.50205946
a woman is playing a flute on stage .,today 's great pax europa and today 's pan-european prosperity depend on this .,0.5026842
the usa is the world 's strongest country because of its military force .,"Two toddlers are eating corndogs in a wagon, which is really small",0.5033119
north korea postpones war-torn family unions,chinese firm buys an american solar technology start-up,0.50393814
There is no monkey kicking a person,each dimensions corresponds to a separate terms .,0.50456476
a baseball player hitting the ball,Two children are lying in the snow and are drawing angels,0.50518787
A big wave is being ridden by a surfer across dark green water,they don 't intend to leave those items around the house or untidy the house .,0.5058161
The women are singing and dancing.,us delays missile test as tensions rise,0.50644165
A little boy is playing a guitar,bae systems is the uk 's largest military,0.5070691
four boys are standing in front of the burning car .,morsi says slurs of jews were taken out of context,0.5076946
"The Jockeys are slowing down their horses on the field, which is completely green",it 's pretty difficult to imagine a person with social anxiety disorder being an extrovert .,0.5083205
A snowboarder is grinding down a long rail,""" i feel confident saying that hp is no longer an integration story , "" fiorina said .",0.50894654
three children playing on the floor .,"Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.",0.5095731
today 's great pax europa and today 's pan-european prosperity depend on this .,three children wrestle on a floral carpet .,0.5101987
janet yellen to become first woman to lead the federal reserve,the scuba diver is underwater .,0.510825
A drunk man is milking a cat,""" for me , the lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents , "" according to extracts released yesterday .",0.51145065
The man is kicking a boxing trainer,be or play a part of or in .,0.5120774
An oriental man and two women are facing a camera,this is particularly true in the poorest countries .,0.5127034
people ride and paddle a raft .,A man is severing the toe of an empty leather boot with a sword,0.5133297
a man ties his shoe .,but u.s. troops will not shrink from mounting raids and attacking their foes when their locations can be pinpointed .,0.51395583
a red dog jumps an catches a tennis ball in its mouth .,"glover said the killer used a ``peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims .",0.5145816
vodafone heads rather its attention on the performance of the requests for its own 3g licences .,four people are on a boat on green water .,0.51520824
in java all attributes and methods are implicitly virtual .,The man is using a camera to hammer a nail.,0.5158344
a numeral or string of numerals that is used for identification .,There is no water being drunk by a cat,0.51646054
bulb a is still in a closed path with the battery,A group of people in the middle of the desert.,0.5170857
"out of touch and completely untrustworthy , however , wouldn 't .","big pax europe of today , like current prosperity pan-european , depends on it .",0.5177139
a striped cat laying down on a bag of cat litter .,"the users will be the losers , with the employees , and the european competitiveness and growth will recede .",0.5183389
"try to cure by special care of treatment , of an illness or injury .",A panda slides down a slide.,0.51896524
A man is cooking a snake,lead someone in the wrong direction ( physically ) ; give wrong spatial directions .,0.5195912
A woman is preparing an egg in a skillet.,Two men are practicing football.,0.5202174
"egypt announces arrest of 1,004 muslim brotherhood supporters",two dirt bikers riding over dirt hill .,0.5208437
stock index futures point to lower start,Many people are skating in an ice park,0.52146935
"thus , ultimate sovereignty .",a man is playing a trumpet .,0.5220955
A drunk man is milking a cat,A big wave is being ridden by a surfer across dark green water,0.5227221
a girl is flying a kite .,"worst nightmare ! "" : at least 245 killed in brazil nightclub fire update : """,0.5233481
"try to cure by special care of treatment , of an illness or injury .",There is no man cutting a paper,0.52397454
two white dogs walk through a huge bank of mountain snow .,A woman is cutting a potato,0.5246006
american airlines and pilots agree on a new contract,group of people sitting around a restaurant dining table .,0.5252278
"appellate courts across the country have issued differing rulings on the issue , allowing public displays of the ten commandments in some cases and banning them in others .","A person is climbing a rock with a rope, which is pink",0.525853
s as you wish : do you see hitler killing jews ?,two tan dogs play in the snow .,0.52647895
The women are singing and dancing.,"they had a treaty beginning in 1941 , after a few skirmishes along the area in question .",0.52710474
eu slaps new sanctions on russia over ukraine,Two small boys in a woody area looking at a shed.,0.5277314
photos : fires across australia,There is no small dog chasing a large brown cow,0.52835786
The man is on the ride with the horse,it is undeniable that intolerance reached summits of the turkish government .,0.528984
A woman is slicing a big pepper,Chinese stocks close higher midday Friday,0.5296103
"Importantly, the role of ERK phosphorylation in Kras-driven NSCLCs has been recently highlighted by the demonstration that ERK activity is essential for Kras-driven lung tumorigenesis.",a bmw motorcycle parked between two cars .,0.5302363
us man recovers car 42 years after theft,we would perhaps then could prevent a disaster .,0.53086233
but u.s. troops will not shrink from mounting raids and attacking their foes when their locations can be pinpointed .,circuit 2 is not a short circuit because is shows connection to the bulb .,0.53148854
A girl is riding a scooter.,A man is carelessly holding a frog,0.532115
There is no monkey teasing a dog at the zoo,this leaves the opposition conservative without any effective response .,0.53274095
"i 'm terrified , and dh doesn 't talk about it much but he 's nervous too .",A cyclist is biking in a snowy forest at night,0.53336716
there is no good reason for the failure to implement video plays in professional soccer .,pass or put a vessel through a lock in a waterway,0.5339931
a girl is flying a kite .,this frame contains words that describe specific aspects of a color. the degree to which the color being discussed deviates from the prototype may be marked. the description may also target a specific aspect of color .,0.53461945
A bike is being held over his head by a bicyclist in a group of people,"Two toddlers are eating corndogs in a wagon, which is really small",0.53524554
the white dog is laying on the wooden floor underneath the table .,"shares of lendingtree soared $ 5.99 , or 40.1 percent , to $ 20.68 in afternoon trading on the nasdaq stock market .",0.53587174
a siemens spokesman in germany stated to the agence france-presse that siemens was confident about the outcome of the talks to sell the plutonium-processing facility .,A big wave is being ridden by a surfer across dark green water,0.53649783
a little girl walks on a boardwalk with blue domes in the background .,the international atomic energy association stated that jordan has agreed to the additional measures .,0.5371238
I would personally beware of the Motley Fool.,"the 2000 democratic platform supported "" the full inclusion of gay and lesbian families in the life of the nation . """,0.5377503
A dog is far from the red ball in the air,the answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally .,0.53837645
morsi says slurs of jews were taken out of context,A young man on a beach is performing skateboard stunts.,0.5390028
explosion hits hezbollah area south of beirut,A guitarist has blonde and flyaway hair,0.5396286
A kitten is drinking fresh milk,"the 2000 democratic platform supported "" the full inclusion of gay and lesbian families in the life of the nation . """,0.540255
us pledge to rebuild haiti not being met,Several children are sitting down and have their knees raised,0.5408814
A black and white dog with a large branch is standing in the field,74 dead in egypt soccer violence,0.54150724
A tennis player with a green headband is hitting the ball,the principal activity in your life that you do to earn money .,0.5421338
The man is doing a wheelie with a motorbike in a field which is mostly barren,i 'm writing here a few tips that can help you with motivation .,0.5427598
A group of children is playing tambourines,on war criminals and heroes : the whitewashing of ariel sharon,0.54338574
a girl in a black desktop holds up an open box of corn flakes and a carton of milk .,terminal five is connected to the positive battery terminal .,0.54401183
A man is performing a jump on a bicycle,"shares of lendingtree soared $ 5.99 , or 40.1 percent , to $ 20.68 in afternoon trading on the nasdaq stock market .",0.5446378
he hasn 't been funny in years .,a woman standing in front of trees and smiling .,0.54526436
the girl wearing a blue shirt is running through a science center .,typhoon bopha kills 15 in s. philippines,0.5458906
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,"a chinese influential businessman who share his time between hong kong and london , was even more precise .",0.5465169
A man in a brown coat rubs his nose.,"i agree with kate sherwood , you should be able to attribute most quotes these days by simple fact checking .",0.5471429
The girl in the black hat is wearing a bikini at the beach,"breed zebra danios are extremely hardy fish , they are almost difficult to kill .",0.54776883
prosecutors maintained that durst murdered black to try to assume black 's identity .,"i visited peru in august , starting from lima and touring for three weeks .",0.54839516
norway marks anniversary of massacre,"There is no man wearing a shirt dyed black, sitting at the table and laughing",0.5490213
The surfer is leaning on a surfboard,"mohanty stated that the upgrade will be done soon as it has almost been finalised by the defense research and development organisation , hindustan aeronautics limited and the indian air force .",0.54964745
A little boy is playing a guitar,if c burns out then a and b are still in a closed path with the battery,0.5502738
the man and woman are walking .,eurozone jobless hits fresh record high,0.55089986
a local non-residential college offering two years of courses,Supreme Court to Hear Voting Rights Act Case,0.55152583
"one child pulls another , sitting in a red wagon , along the sand .",who can most can say the least .,0.552152
an interpretation of a text or action .,a man is skating down a set of stairs .,0.5527783
"microsoft said friday that it is halting development of future macintosh versions of its internet explorer browser , citing competition from apple computer 's safari browser .",it always has the same voltage due to a chemical reaction inside of it,0.5534045
a boy is playing the piano .,A person is chopping down a tree with an axe,0.5540308
74 dead in egypt soccer violence,The best thing to do is to overcome the fussiness.,0.5546569
"but from the american point of view , the international role of the dollar was a trap .",butter is being put into a bowl .,0.55528307
because terminal one and the positive battery terminal are on a closed path,a dog runs through the grass .,0.5559092
I think this is one of those things where you are just out of luck.,a passenger jet sits on a runway .,0.55653536
Suicide attacks kill 24 people in Baghdad,a man is watching tv on the foot of his bed .,0.55716157
A guinea pig is eating a carrot,terminal is connected to terminal 6,0.5577878
activity of extracting ore or other matter from the ground,shinzo abe is japan 's prime minister,0.5584139
angela merkel wins third term in german elections,obama says he 's not ' hiding the ball ' on russia,0.5590404
