sentence1,sentence2,similarity
Gunmen kill 5 female teachers in Pakistan,The man is standing on the sidewalk,0.07280911
The men are fist fighting in a ring,do you think she just told you not to bother because you just had a baby not to long ago ?,0.07360637
"i 've only made a couple of bbq sauces , but they 've always come out really well .","putin , annan meet on syria crisis",0.07464111
pakistan to release most senior afghan taliban prisoner,two women watching the street with their bikes to see when they may cross .,0.07565416
Three women are sitting in a village,the boy is playing the piano .,0.07641807
north korea denies involvement in any nuclear program in syria .,A black man is break dancing on the pavement,0.07751479
Gunmen kill 5 female teachers in Pakistan,a person sitting on a motorcycle while a man stands by .,0.078505985
a dog running through the woods .,"iaea , iran to hold first nuclear talks since rohani election",0.08014147
The man is tossing a kid into the swimming pool that is near the ocean,Gunmen kill 5 female teachers in Pakistan,0.08049868
israel planes strike inside syria,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a dog,0.081132166
a woman plays the guitar .,Two males are standing on a cliff edge and no one is jumping into the water,0.08228094
gunmen kill 6 polio workers in pakistan,a man and his bicycle laying down on the green grass .,0.083289534
why is my furnace blowing hot air outside ?,pakistan to release most senior afghan taliban prisoner,0.08413063
north korea denies involvement in any nuclear program in syria .,A man in a car is pulling up beside a woman who is walking along the street,0.08510113
A laughing man is dyeing a shirt black on the table which you cannot sit at ,A little girl in a green coat and a boy holding a red sled are walking in the snow,0.08612692
A man is chopping a log with an axe,"two women sitting on a bench , their faces obscured , with one woman carrying an inflatable tiger and the other woman in a disney snow white costume .",0.08689137
"three dark haired young women in white , red and black sweaters .",A man is sitting on the lawn and drinking from a water bottle,0.08802286
There is no woman wearing a blue helmet and riding a bicycle in a parking lot,a boy is pouring something from a pitcher .,0.08890131
two people are racing a sidecar motorcycle in the mud .,Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,0.09000242
"two women sitting on a bench , their faces obscured , with one woman carrying an inflatable tiger and the other woman in a disney snow white costume .",A black man is break dancing on the pavement,0.090798825
delhi gang rape victim dies in singapore hospital,a gray cat is sitting on the window ledge looking at the camera .,0.09181688
A woman is cracking eggs,hamas calls on hezbollah to pull forces out of syria,0.09290023
Three women are sitting in a village,A yellow dog is chasing a ball,0.09374215
british red cross doctor kidnapped in pakistan found beheaded,Birds are flying at a beach.,0.09479245
"north , south korea agree to talks",A woman is skillfully playing a flute,0.09569807
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,indian troops raid pakistani military post,0.09663269
officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin .,There is no woman wearing a blue helmet and riding a bicycle in a parking lot,0.09752048
the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia .,The driver's car is parked by a man,0.09859912
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,A woman is tailing a pony near a rock climbing wall,0.09952369
The man is eating potato slices,j.j. abrams to direct next ' star wars ' movie,0.10040904
"A woman, who is seated, is singing a song and playing the guitar",armstrong 's confess ruined all the cancer survivors and cycling fans who thought his fairy-tale story was true .,0.10145812
'bookkeeper of auschwitz ' sentenced to four years in prison,a mallard and a tame white duck on the grass near water .,0.102464534
pakistan to release most senior afghan taliban prisoner,A man is playing keyboards,0.10338099
The men are fist fighting in a ring,"A woman, who is seated, is singing a song and playing the guitar",0.10433869
A little girl in a green coat and a boy holding a red sled are walking in the snow,detroit eligible for bankruptcy protection : u.s. judge,0.10527777
"Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to ""fully support PeopleSoft customers and products"" for many years to come.",The violin is being played by a little girl on a beach,0.106252566
A blond girl is riding the waves,their would give the right to divorce the husbands who would have given up them ?,0.10719167
The priest is walking down the aisle to marry a couple,"i 've only made a couple of bbq sauces , but they 've always come out really well .",0.1081792
A man is skiing down a snowy mountain,the usda and the naacp should have verified the story before they jumped the gun and threw ms sherrod under the bus .,0.109041065
The kids are stealing from a store.,A man is sitting near a flower bed and is overlooking a tunnel,0.11015034
"A woman, who is seated, is singing a song and playing the guitar",israelis attack 2 palestinians in jerusalem area,0.11102537
two baby pandas are playing .,hamas calls on hezbollah to pull forces out of syria,0.11205873
A  man is dancing.,"two women sitting on a bench , their faces obscured , with one woman carrying an inflatable tiger and the other woman in a disney snow white costume .",0.11300083
"three dark haired young women in white , red and black sweaters .",A dog of large size is running on the grass with a tennis ball in its mouth,0.11393978
The man is standing on the sidewalk,"iaea , iran to hold first nuclear talks since rohani election",0.114893265
gunmen kill 6 polio workers in pakistan,A blond girl is riding the waves,0.11584901
suicide bomber attacks algerian security base,how long can i keep bread dough in the refrigerator ?,0.11680733
The teenage girl is wearing beads that are red,us attorney general holder resigns,0.11775814
indian troops raid pakistani military post,A boy is attentively looking at a calendar,0.11873071
britain sees evidence assad could use chemical weapons,a woman stirs eggs in a bowl .,0.11967532
"suicide bomb kills 4 , injures 13 in pakistan","two women sitting on a bench , their faces obscured , with one woman carrying an inflatable tiger and the other woman in a disney snow white costume .",0.12064384
The priest is walking down the aisle to marry a couple,north korea denies involvement in any nuclear program in syria .,0.12159978
Gunmen kill 5 female teachers in Pakistan,A man is playing keyboards,0.122561015
the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia .,what is the best way to fix this garage floor ?,0.123521835
A woman is cracking eggs,nato regrets russia 's decision to suspend participation in the cfe .,0.124483615
british red cross doctor kidnapped in pakistan found beheaded,a young boy riding in a swing .,0.12542942
A woman is skillfully playing a flute,"iaea , iran to hold first nuclear talks since rohani election",0.12639117
pakistan to release most senior afghan taliban prisoner,Two men standing in the surf on a beach.,0.12735388
A boy is spanking a man with a plastic sword,greece to close state broadcaster to save money,0.12831132
The young boys are posing with a green soccer ball in a park,"Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.",0.12928128
A woman with pigtails is climbing a rock wall,"in turning down the nima offer , gehman said , ' ' there were a number of bureaucratic and administrative missed signals here .",0.13021176
"Paul Walker dead: Fast and Furious star, 40, killed in car crash",israeli army orders settlers out of hebron house,0.13119045
A man is walking in the rain,""" for me , the lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents , "" according to extracts released yesterday .",0.13214827
north korea shuns offer of talks,A man is singing a song and playing the guitar,0.13309227
A toddler is making a splash outside a blue paddling pool,their would give the right to divorce the husbands who would have given up them ?,0.13406199
the boy is playing the piano .,There is no woman wearing a blue helmet and riding a bicycle in a parking lot,0.13503337
The singer is leaving the band,north korea denies involvement in any nuclear program in syria .,0.1359833
the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia .,A man is skiing down a snowy mountain,0.13694282
north and south korea break their silence with talks,a race car driver is driving his car through the mud .,0.13790289
manning sentenced to 35 years for leaking government secrets,A woman is scrubbing a zucchini with a brush for vegetables,0.13885176
delhi gang rape victim dies in singapore hospital,Birds are flying at a beach.,0.1398234
a man is walking with several dogs .,north korea denies involvement in any nuclear program in syria .,0.14077291
egyptians wait for key presidential vote results,a large dog walks along a gravel path in the woods .,0.14173715
'bookkeeper of auschwitz ' sentenced to four years in prison,There are no soccer players kicking a soccer ball into the goal,0.1427016
what is the difference between mono and stereo ?,israel frees second group of palestinian prisoners,0.14365424
"glover said the killer used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .",what 's the best / easiest way to install and wire a wall light ?,0.14460362
two brown dogs biting each other on sand .,A woman in a plaid outfit is looking through a bag of produce.,0.14557415
a black dog standing in the grass near a volleyball .,"awe - one of the original "" bloggers "" passes away . pauline phillips , adviser to millions as dear abby , dies at 94",0.1465309
saudis defend # srilankan maid 's # execution,Two men are competing in a tire rolling race,0.14749564
A couple is sitting on a patio and looking at the ocean,indian troops raid pakistani military post,0.14845262
The dog is not playing with a plastic container,Gunmen kill 5 female teachers in Pakistan,0.14942579
a girl is bouncing on her head on a trampoline .,"liberal elbaradei named egypt pm , islamists cry foul",0.150374
congress has added a new benefit - an option to buy insurance coverage for prescription drugs .,Two males are standing on a cliff edge and no one is jumping into the water,0.15133779
rudd sworn in as australia 's new prime minister,a woman is shredding chicken .,0.15228763
gaza rockets lands in ashkelon coast area ; none hurt,The priest is walking down the aisle to marry a couple,0.15324874
A young woman is putting stickers all over her face.,two men on boat floating on the water .,0.15420797
north korea shuns offer of talks,two cats are close together inside and black and white furry enclosure .,0.1551562
a group of people are dancing .,"iaea , iran to hold first nuclear talks since rohani election",0.1561231
bill clinton got a blowjob in the oval office .,Chinese stocks open lower Friday,0.15708065
blue bird standing on green grass .,armstrong 's confess ruined all the cancer survivors and cycling fans who thought his fairy-tale story was true .,0.15803763
'bookkeeper of auschwitz ' sentenced to four years in prison,Nobody is playing the guitar,0.1590002
man riding a bicycle down a narrow path .,north korea denies involvement in any nuclear program in syria .,0.15995751
gunmen kill 6 polio workers in pakistan,a cat is on a robot .,0.16091444
A man eats popcorn while watching cartoons late one night.,a woman is walking with a red bag .,0.16187677
A pedestrian woman is building pink bicycles for boa wearing riders,Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,0.16283557
kerry : no deal yet in nuclear talks with iran,Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,0.16379726
""" [ o ] ne thing that i do know is his having grown up in kenya , his view of the brits , for example , very different than the average american , "" huckabee told host steve malzberg , the washington post reported .",The violin is being played by a little girl on a beach,0.16475138
a woman is chopping onion .,armstrong 's confess ruined all the cancer survivors and cycling fans who thought his fairy-tale story was true .,0.16571265
Two women with black hair are standing steadily in front of a plywood wall,new syria opposition chief wants no-strings aid,0.1666707
a group of people are dancing .,north korea denies involvement in any nuclear program in syria .,0.16762817
indian troops raid pakistani military post,greece to close state broadcaster to save money,0.16858818
A man is sitting on the lawn and drinking from a water bottle,"two blasts near iranian embassy in beirut , 7 killed",0.16954598
tunisia opposition leader slain ; protests erupt,a dog playing in the waves with a ball .,0.17050555
pakistan to release most senior afghan taliban prisoner,"if you are not sure how to do it , don 't do it at all .",0.1714674
japanese airlines suspend dreamliner flights after emergency landing,A blue ball is being caught by the dog,0.17242335
( cause to ) become widely distributed .,israeli forces detain palestinian mp in hebron,0.17338368
A woman in a blue bathing suit is jumping off a dock into a lake.,The man is peeling a potato.,0.17434326
us attorney general holder resigns,The woman is styling her hair.,0.17530172
"north , south korea agree to talks",france 's strauss-kahn charged with involvement in prostitution vice ring,0.1762613
tunisia opposition leader slain ; protests erupt,the boy is playing the piano .,0.17721854
A woman in a blue bathing suit is jumping off a dock into a lake.,"unipol : court rome , danilo coppola remains a grottaferrata .",0.1781783
a gray cat is sitting on the window ledge looking at the camera .,"According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.",0.17913696
a woman is walking with a red bag .,j.j. abrams to direct next ' star wars ' movie,0.18009695
israeli army orders settlers out of hebron house,A young child is riding a three wheeled scooter down the sidewalk,0.18105489
The priest is walking down the aisle to marry a couple,"a person takes leave from his or her routine activity ( such as work or school ) for a duration of time. the duration can be any length of time , as long as the absence is temporary .",0.18201153
"north , south korea agree to talks",A football player in a red and white uniform is being pulled down by two teammates,0.18297264
"2 killed , 6 wounded in clashes in northern lebanon","According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.",0.18393186
""" why didn 't we hear about the deficit during the bush administration ? """,a race car driver is driving his car through the mud .,0.1848922
delhi gang rape victim dies in singapore hospital,dreamliner having fitful rollout . how tough is this for boeing ?,0.18585008
officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin .,j.j. abrams to direct next ' star wars ' movie,0.18680874
A woman with pigtails is climbing a rock wall,nascar officials could not be reached for comment tuesday .,0.18776827
A man is kicking pots of water.,suicide bomber kills 14 in afghanistan,0.18872666
gunmen ambush police boat in nigeria oil region,a buddha statue holding a candle is sitting on a table .,0.18968743
"i 've only made a couple of bbq sauces , but they 've always come out really well .",the ecuadorian foreign ministry said in a statement that delegates from the organization for the prohibition of chemical weapons ( opaq ) will also take part in the meeting .,0.19064501
What are you goals?,"navy jet crashes into virginia buildings , injuring six",0.19160318
assad warns turkey of ' heavy price ' for backing syrian rebels,A black man is break dancing on the pavement,0.19256471
"# morsi : "" nurse our children and our grandchildren on hatred for them : for zionists , for jews """,The person is riding the horse,0.19352022
A woman is cooking a pork chop which is breaded,nelson mandela undergoes surgery,0.19448152
"gov 'ts , groups pledge millions for typhoon relief",A man is playing keyboards,0.19543776
hong kong stocks end higher,new syria opposition chief wants no-strings aid,0.19639893
man riding a bicycle down a narrow path .,"boston bombing suspect was under fbi surveillance , says mother",0.19735578
"glover said the killer used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .",two baby pandas are playing .,0.19831602
The young boys are posing with a green soccer ball in a park,the person is slicing cheese .,0.19927385
n. korea deports elderly american,The man is eating potato slices,0.20023407
hamas calls on hezbollah to pull forces out of syria,There is no man working on the laptop,0.20119329
A man is sitting on the lawn and drinking from a water bottle,indian defense ministry has increased defense spending for new purchases by 33 percent .,0.20215207
queen meets britain 's new baby prince,"poor creature mt amid 2d-guessing , marine rescuers decide not to remove stricken dolphin from gowanus canal .",0.20311071
prepare for / put to action or use,armstrong 's confess ruined all the cancer survivors and cycling fans who thought his fairy-tale story was true .,0.20407245
A woman with pigtails is climbing a rock wall,"obama , romney compete for undecideds , stoke base",0.20502928
tomorrow is the state of the union and obama will be talking about the huge deficit we have .,A woman is scrubbing a zucchini with a brush for vegetables,0.20598751
"Today, we'll introduce the concept of the P/E ratio for those who are learning about investing. We'll look at Hotel Grand Central Limited's (SGX:H18) P/E ratio and reflect on what it tells us about the company's share price. Hotel Grand Central has a price to earnings ratio of 38.26, based on the last twelve months. That corresponds to an earnings yield of approximately 2.6%.

View our latest analysis for Hotel Grand Central

How Do I Calculate A Price To Earnings Ratio?

The formula for price to earnings is:

Price to Earnings Ratio = Price per Share ÷ Earnings per Share (EPS)

Or for Hotel Grand Central:

P/E of 38.26 = SGD1.30 ÷ SGD0.03 (Based on the year to September 2019.)

Is A High P/E Ratio Good?

A higher P/E ratio implies that investors pay a higher price for the earning power of the business. All else being equal, it's better to pay a low price -- but as Warren Buffett said, 'It's far better to buy a wonderful company at a fair price than a fair company at a wonderful price'.

Does Hotel Grand Central Have A Relatively High Or Low P/E For Its Industry?

We can get an indication of market expectations by looking at the P/E ratio. You can see in the image below that the average P/E (26.6) for companies in the hospitality industry is lower than Hotel Grand Central's P/E.

SGX:H18 Price Estimation Relative to Market, January 2nd 2020 More

Hotel Grand Central's P/E tells us that market participants think the company will perform better than its industry peers, going forward. Shareholders are clearly optimistic, but the future is always uncertain. So investors should always consider the P/E ratio alongside other factors, such as whether company directors have been buying shares.

How Growth Rates Impact P/E Ratios

If earnings fall then in the future the 'E' will be lower. That means unless the share price falls, the P/E will increase in a few years. So while a stock may look cheap based on past earnings, it could be expensive based on future earnings.

Hotel Grand Central shrunk earnings per share by 24% over the last year. And EPS is down 20% a year, over the last 3 years. This might lead to low expectations.

Remember: P/E Ratios Don't Consider The Balance Sheet

One drawback of using a P/E ratio is that it considers market capitalization, but not the balance sheet. Thus, the metric does not reflect cash or debt held by the company. In theory, a company can lower its future P/E ratio by using cash or debt to invest in growth.

Such spending might be good or bad, overall, but the key point here is that you need to look at debt to understand the P/E ratio in context.

Hotel Grand Central's Balance Sheet

Hotel Grand Central has net cash of S$147m. This is fairly high at 16% of its market capitalization. That might mean balance sheet strength is important to the business, but should also help push the P/E a bit higher than it would otherwise be.

The Verdict On Hotel Grand Central's P/E Ratio

Hotel Grand Central has a P/E of 38.3. That's higher than the average in its market, which is 13.5. Falling earnings per share is probably keeping traditional value investors away, but the healthy balance sheet means the company retains potential for future growth. If fails to eventuate, the current high P/E could prove to be temporary, as the share price falls.

Investors have an opportunity when market expectations about a stock are wrong. As value investor Benjamin Graham famously said, 'In the short run, the market is a voting machine but in the long run, it is a weighing machine. Although we don't have analyst forecasts you could get a better understanding of its growth by checking out this more detailed historical graph of earnings, revenue and cash flow.",A little girl in a green coat and a boy holding a red sled are walking in the snow,0.20694718
ryanair in new bid for aer lingus,A black topless person is packing a pile of rocks and a front of clouds are in the background,0.20790479
microsoft acquired virtual pc when it bought the assets of connectix earlier this year .,A young woman is putting stickers all over her face.,0.20886415
"i 've only made a couple of bbq sauces , but they 've always come out really well .",a group of girls on a beach .,0.20982437
kerry : no deal yet in nuclear talks with iran,a group of seven people are rafting in the rapids in a green boat .,0.21078251
a man and a woman looking at the camera .,6.8 quake in shattered pakistan region,0.21174127
how can i find out why my washing machine trips the outlet ?,russian court releases greenpeace ship doctor on bail,0.21270072
"eu ministers were invited to the conference but canceled because the union is closing talks on agricultural reform , said gerry kiely , a eu agriculture representative in washington .",a black dog standing in the grass near a volleyball .,0.21365848
at least 66 killed in bomb blasts in iraq,Two adults are standing on a scooter in a field of flowers,0.214618
britain sees evidence assad could use chemical weapons,A football player in a purple jersey is breathlessly running with the ball for a touchdown,0.2155773
"people in a van opened fire on a pickup and suv believed to be transporting illegal immigrants , said pinal county sheriff roger vanderpool .",A cat laying on a red cushion looking at the camera.,0.21653575
"white house , defense firms discuss automatic spending cuts",five men jump into a swimming pool .,0.21749468
A woman is putting away the garlic,texas man finds his car 42 years after it was stolen,0.21845403
houston texans head coach gary kubiak hospitalized after collapsing at game,two brown dogs biting each other on sand .,0.21941254
16 killed in north Iraq attacks,"they can negotiate their own contract without having to carry the fat , lazy , uneducated , low skilled and dependent union worker .",0.22037056
A black and white dog with a large branch is running in the grass,eu renews sanctions against zimbabwe,0.22133088
A black and a white dog are joyfully running on the grass,what kind of spider web is this - and how do i get rid of it ?,0.22228906
One man is chopping a log with an axe,plane crash in ghana kills at least 10,0.2232492
a brown dog is laying in the snow .,What are you goals?,0.22420746
"stocks rise early after greek deal , then flatten",a woman stirs eggs in a bowl .,0.22516698
a black and white dog walking through the grass with a long stick in his mouth .,taiwan rattled by strong earthquake,0.22612572
suicide bomber kills 14 in afghanistan,"obama , romney compete for undecideds , stoke base",0.22708501
barclays boss falls to rate fixing scandal,rock bands ' plane makes emergency landing in ill .,0.22804326
new york legislators hope for speedy vote on new gun laws,a man and his bicycle laying down on the green grass .,0.22900206
a man breaks a stick .,north korea shuns offer of talks,0.22996162
A woman is cooking a pork chop which is breaded,"By Kamel Hawwash | @kamelhawwash | –

( Middle East Monitor ) – If any country which claims to be a democracy, its potential prime minister declares that the votes of a significant minority are not part of the democratic ‘equation’, they would be rightly condemned as racists. That is exactly what Israel’s Benjamin Netanyahu declared when claiming he had won the recent Israeli elections when he said that he won among the”Zionist” voters because “Arabs are not part of the equation.” Let that sink in. The reason Palestinian citizens of Israel are a minority is only because during its creation, 750,000 Palestinians were ethnically cleansed from their homeland through Zionist terror.

By ‘Zionist’ Netanyahu refers to Jews, an equivalence we are told should not be made because it is used by some to hide their anti-Jewish sentiments. At a stroke, Netanyahu delegitimised the votes of 300,000 of Israel’s own citizens because they are not Jewish and would not vote for him.

Netanyahu has form when it comes to racism against non-Jewish citizens from his country. In an election day video in 2015 he urged his supporters to go out and vote because “the rule of the right is in danger, Arab voters are coming in droves to the ballot boxes,” Netanyahu declared in the video. “Left-wing NGOs are bringing them in buses.”

However, in quite a hypocritical U-turn after winning the election, Netanyahu decided to reach out to the Palestinian citizens of Israel offering a half-hearted apology. He said “I know the things I said several days ago offended some of Israel’s citizens, hurt the Arab citizens,” Netanyahu told invited representatives of the Arab community at the Prime Minister’s Residence in Jerusalem. “This was never my intent. I apologize for this.”

This was rejected by Joint List leader Ayman Odeh who called the apology a duplicitous “flip-flop.” So long as Netanyahu “advances racist legislation… and does not promote real equality” for Israel’s Arabs, said the MK, the prime minister’s apology would not be acceptable or credible.

Both episodes in 2015 and recently show the racism that is at the core of Netanyahu’s and the right-wing coalition ideology. Palestinian citizens of Israel are at best second class citizens. In 2018, Defence Minister Avigdor Lieberman on accused the leader of the Joint (Arab) List MK, Ayman Odeh, and his associates of being a “fifth column” and said they should be “outlawed” for their support of a Gaza solidarity protest in Haifa. Lieberman lamented the “systematic failure” of law enforcement to take action against Odeh “and his friends” and called for them to be “outlawed.”

READ: BDS Movement marks demise of Israel’s culinary propaganda initiative

Current Israeli Defence Minister Naftali Bennet has also revelled in his racism against Palestinians, claiming in 2013, “I’ve killed lots of Arabs in my life – and there’s no problem with that.” In 2017 as Education Minister, he told MKs of Palestinian origin to choose to be either ‘normal Israelis’ or ‘terrorists’. Bennett also believes that Palestinians ‘already have their state in Jordan’.

Blue and White (Kahol Lavan) leader Benny Gantz would not contemplate forming a government with the Joint Arab List claiming he is not “afraid to speak to any legitimate political party, but the Joint List will not be part of the government I form.” He said, “my disagreements with its leadership on the national and security issues are deep, difficult and unbridgeable,”. He continued, “I intend to implement President Trump’s peace plan, in coordination with all the elements in the region, and see it as a significant milestone.” Israel “cannot tolerate support for terrorism or avoid condemnation,” Gantz said.

Gantz did not object to the inclusion in Trump’s plan a provision to strip 300,000 Palestinian Israeli citizens of their citizenship in ‘land swaps’, that would see the area known as the ‘Triangle’ become part of the so called Palestinian state, without asking that population for it’s views.

None of the above discrimination and shear racism against Palestinians and Palestinian citizens of Israel should surprise us. Israel has over sixty laws that discriminate against its Palestinian citizens and Palestinians in the Occupied Territories. And most were implemented before Israel’s main political leadership either drafted or supported in the Knesset in 2018 the ‘Nation State Law’ or as I called it Israel’s “Jewish State Apartheid Law” when it was passed. At its core is the premise that only Jews have a right to self-determination in Israel, whatever Israel’s borders are. In Trump’s plan it is clear that Israel ‘security border is the whole of historic Palestine, from the river Jordan to the Mediterranean Sea.

The question of whether Israel is an Apartheid state was settled in the ESCWA report, which was commissioned to assess in an academic manner by eminent academics Richard Falk and Virginia Tilley. They concluded in the peer reviewed report that Israel exercised Apartheid against the Palestinian people as a whole. And before the usual suspects rubbish the report’s status because ESCWA was asked to take it down from its website, let me assure them about its status.

READ: Palestinian boycott movement slams Austrian parliament anti-BDS motion

I asked former Under-Secretary-General Dr Rima Khalaf who resigned rather than take it down, she assured me that it is still an official UN report. Therefore, its conclusions stand. Israel is an Apartheid state, which should be isolated and shunned until its racist regime is dismantled, leading either to two independent, sovereign states, an Israeli and Palestinian state, or a single democratic state for all those it rules over between the river and the sea.

Israel cannot for ever continue to rule over half the people whose lives it controls on a daily basis, without giving them their legitimate rights and claim to be a democracy. Judging by the violent past 72 years since its creation, it will not have peace until it either separates Jews from others or accepts that all human beings are entitled to be treated equally and accept it cannot be Jewish and Democratic.

And here it cannot claim the problem is with the Palestinians who will not lie down and surrender. Neither can its backers in the West.

It is the same Western governments which sided with the oppressive Apartheid regime in South Africa that are siding with and protecting the Apartheid regime in Israel. Instead of sanctioning it for its crimes, the West bolsters trade with Israel and simply condemns its criminal actions as an illegal occupier who is commits war crimes almost on a daily basis at least in terms of its settlement enterprise. And when the Palestinians seek redress through peaceful, legal means and take the settlement file to the International Criminal Court (ICC), Israel’s backers the US, Germany and Canada ask it not do so by claiming it does not have jurisdiction over Palestine because it is not a state.

When the Palestinians call for peaceful Boycott, Divestment and Sanctions (BDS), the US and France pass anti-BDS laws and France equates BDS to anti-Semitism. The UK has tried to ban pension funds from divestment from companies complicit in Israel’s crimes and the Conservative Government only had Israel in mind when announcing it would legislate against boycotts by public bodies in its manifesto. It has also committed to forcing public bodies, including universities to adopt the flawed IHRA working definition of anti-Semitism, which has more to do with shielding Israel from criticism than it does protecting British Jews from real anti-Semitism. That is also the reason why Israel’s advocates have tried and failed to cancel Israel Apartheid Week on campuses across the world.

It seems the so-called international community is sending not mixed but rather clear signals to the Palestinians. They stand with Israeli Apartheid and against Palestinian rights. This is hypocrisy on heat.

Professor Kamel Hawwash is a British Palestinian engineering academic based at the University of Birmingham. He is a commentator on Middle East affairs, Vice Chair of the British Palestinian Policy Council (BPPC) and a member of the Executive Committee of the Palestine Solidarity Campaign (PSC) and . He writes here in a personal capacity.

The views expressed in this article belong to the author and do not necessarily reflect the editorial policy of Middle East Monitor or Informed Comment.

Via Middle East Monitor

This work by Middle East Monitor is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.

————-

Bonus Video added by Informed Comment:

Al Jazeera English: “Israel election: Party representing Palestinians sees huge gains”",0.23092046
it is undeniable that intolerance reached at summits of the turkish government .,a man is swinging on a rope over water .,0.23187964
rudd sworn in as australia 's new prime minister,Chinese stocks open lower Friday,0.23283845
a woman is shredding chicken .,Several swimmers are jumping into the water,0.23379585
nato helicopter makes hard landing in e. afghanistan,( biology ) taxonomic group containing one or more families,0.23475634
