sentence1,sentence2,similarity
"philippines typhoon death toll at 4,460 : un",gps ( wikipedia ) is based on orbiting satellites and so is accurate worldwide .,0.29308194
4 nato troops killed in afghanistan,"yes , you should create a portfolio site to showcase what you can do and what you 've done .",0.29386556
"tornadoes hit kan . , okla . ; no injuries reported","the temperature at which a liquid boils , bubbles",0.29462564
the battery is contained in the circuit and the light bulb is not,hundreds honor student killed in ohio shooting,0.29540458
exclusive control or possession of something .,bangladesh building collapse death toll hits 540 : army,0.2961951
"philippines typhoon death toll at 4,460 : un",a black and white cow standing in a grassy field .,0.29693422
"the temperature at which a liquid boils , bubbles",union membership drops despite job growth,0.29761487
egypt to hold presidential elections before parliamentary polls,"tornadoes hit kan . , okla . ; no injuries reported",0.2984314
former plant chief who battled fukushima disaster dies of cancer,"the euro soared to us $ 1.1914 in asian trading , before slipping back slightly to us $ 1.1895 as trading opened in europe .",0.29921135
There is no deer jumping fences,"the temperature at which a liquid boils , bubbles",0.29995394
"yes , you have to file a tax return in canada .",the positively charged dense center of an atom .,0.30072477
three dead in us marathon bomb,express a certain idea when rendering a play or music,0.3015322
A baby is playing with a dog ,the transaction will grant handspring stockholders 0.09 of a share of palm--and no shares of palmsource--for each share of handspring common stock .,0.30227154
at least 22 dead after china earthquake,"obtain from a storage device , as of information on a computer .",0.302998
profiles of egypt 's main presidential candidates,a contract granting use or occupation of property during a specified time for a specified payment .,0.30374914
at least 22 dead after china earthquake,the way that a ' term ' is defined depends on the application .,0.30448925
"no , don 't support your weight on your arms your hands simply aren 't really made for supporting all that weight .",at least 12 killed in nigeria church bombing,0.3052492
i 've seen guys that are still very flexable while lifting weights .,the positively charged dense center of an atom .,0.30604333
"philippines typhoon death toll at 4,460 : un",maintain with or as if with a bet .,0.30683798
a dog swimming in a pond,"terminals 4 , 5 and 6 are separated from the negative battery terminal by a gap",0.30759427
heavy rains leave 18 dead in philippines,"the spatial , geometric contour of an object",0.30833608
"philippines typhoon death toll at 4,460 : un",A bald man in a band is playing guitar in the spotlight,0.3090971
boston bomb suspect buried in virginia cemetery,the stiching that forms the rim of a shoe or boot .,0.30985332
what is the difference between a tortoise and a turtle ?,terminal five is connected to the positive battery terminal .,0.31060153
"shine intensely , as if with heat .",Algeria Mounts Military Operation to Rescue Al Qaeda Hostages,0.31138963
a cruise ship docked at a coast .,typhoon death toll rises to 3633,0.31216908
the positively charged dense center of an atom .,the lede : video : gunman takes firefighters hostage in georgia,0.31291953
tech capital bangalore costliest indian city to live in : survey,"give equal rights to , as of the right to vote .",0.31367266
the positively charged dense center of an atom .,turkey raises alarm over syrian refugees,0.3144716
tech capital bangalore costliest indian city to live in : survey,a car is backing out of a blocked lane .,0.31520864
a mental activity of construing or interpreting,"yes , you have to file a tax return in canada .",0.31597114
A ball is being chased by a dog on the grass,"yes , you have to file a tax return in canada .",0.3167227
"philippines typhoon death toll at 4,460 : un",The small dog is wearing a sweater and looking up at the camera.,0.31748503
close up of the rear of a red sports car .,george zimmerman found not guilty of trayvon martin murder,0.31823888
the stiching that forms the rim of a shoe or boot .,polls open across france in presidential election,0.31901425
"philippines typhoon death toll at 4,460 : un",the brown train is sitting on the railroad tracks .,0.31976426
a young girl is on a ride at an amusement park .,Microwave would be your best bet.,0.32053423
terminal 6 is connected to postive terminal of battery,"oracle shares also rose on the news , up 15 cents to $ 13.51 on the nasdaq .",0.3212947
The little boy is wearing a yellow tank top and is laughing,legally approve or ratify a person for a position,0.32205713
play a stringed instrument with a bow,the voltage is the difference between the electrical state of the terminals .,0.32282206
at least 22 dead after china earthquake,It really depends on how the employer documents it.,0.32357788
relatives scuffle with police after china fire kills 120,the positively charged dense center of an atom .,0.3243459
be on base at the end of an inning,what is the difference between a tortoise and a turtle ?,0.3251137
be cognizant or aware of a fact or a specific piece of information ; possess knowledge or information about .,suicide bomber kills policeman in pakistan,0.3258618
the voltage is the difference between the electrical state of the terminals .,hundreds honor student killed in ohio shooting,0.3266194
a judgement or opinion about something,"4 dead , 30 injured in train collision near moscow",0.32738522
there 's an iphone app called groups which might be helpful .,shinzo abe is japan 's prime minister,0.328159
terminal 6 is connected to postive terminal of battery,rein in a horse to lose a race,0.32891566
"London 2012 Olympics: Opening Ceremony to be a 'green and pleasant land', says Danny Boyle","it is used in information filtering , indexing , relevancy rankings and information retrieval .",0.3296808
this frame describes the attributes of a thermodynamic phase of matter .,"the euro soared to us $ 1.1914 in asian trading , before slipping back slightly to us $ 1.1895 as trading opened in europe .",0.3304375
Not 'hiding the ball' on Russia: Obama,"In the year-ago period, Pearson posted a 26 million pre-tax profit.",0.33119184
the techniques and principles of artistic composition using paints,if japan rises to the occasion japan will never be beaten even in terms of military power .,0.33196342
Two dogs are running through high grass,"obtain from a storage device , as of information on a computer .",0.33273175
the techniques and principles of artistic composition using paints,ecuador yet to decide on assange 's asylum,0.33348784
"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.",settle or deal with something,0.33424854
nine pakistani troops killed in militant ambush,the voltage is the difference between the electrical state of the terminals .,0.3350122
"regular dish washing fluid is great for removing grease , as it not only dissolves it but also binds it .",a ginger and white cat curled up and asleep on a leather chair .,0.33577168
the statement did not specify the quantity of warheads the missile is capable of carrying .,the act of cracking something .,0.3365329
sunderland 2-2 bolton : davies double gets trotters a point but they stay in bottom three,put or introduce into something .,0.33729872
4 nato troops killed in afghanistan,be cognizant or aware of a fact or a specific piece of information ; possess knowledge or information about .,0.3380572
"regular dish washing fluid is great for removing grease , as it not only dissolves it but also binds it .",the woman is playing the flute .,0.33881795
the act of terminating a life .,jaya prada all set to join bjp,0.33958286
the techniques and principles of artistic composition using paints,terminal five is connected to the positive battery terminal .,0.34034365
( construction ) a layer of masonry .,suicide bomber kills policeman in pakistan,0.34110832
a non-zero voltage means that the terminals are separated by a gap .,"on wall street , the dow jones industrial average rose 0.5 per cent at 9,905.8 and the nasdaq composite added 0.7 per cent at 1,995.1 .",0.34187007
because bulbs b and c were still in a closed path with the battery .,It really depends on how the employer documents it.,0.34263018
the positively charged dense center of an atom .,i am ok with medical use !,0.3433957
the attacks are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia .,"apple makes a $ 13.1 billion profit , sells 28 % more iphones and 48 % more ipads . stock dips 11 %",0.34415683
the act of harming or hurting someone,syria deploys more troops despite peace deal,0.3449185
A kitten is drinking fresh milk,a contract granting use or occupation of property during a specified time for a specified payment .,0.34568077
"shine intensely , as if with heat .",there 's an iphone app called groups which might be helpful .,0.34644353
the attacks are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia .,play on a string instrument with a bow .,0.34720448
profiles of egypt 's main presidential candidates,a bubble is a market that is artificially propped up for any reason .,0.3479678
"philippines typhoon death toll at 4,460 : un",yes filed suit yesterday in the supreme court of new york county in manhattan .,0.3487316
A kitten is drinking fresh milk,"the conventional forces in europe treaty limits the number of military aircraft , tanks and other non-nuclear heavy weapons in europe .",0.34949133
the act of pressing together firmly,what could be wrong with my air conditioner ?,0.350253
the missile exploded .,A person wearing jeans is sitting happily on the top of a horse saddle,0.35101476
'vampire diaries ' spinoff pilot coming to the cw,bind by an obligation ; cause to be indebted .,0.35177743
you could probably get a tour agency to do it for you but it would cost you .,a brown dog and two black dogs in an overgrown grassy field .,0.35254002
a dog swimming in a pond,Chicago teachers strike in bitter contract dispute,0.3533038
would a colombian citizen with canadian residency need a transit visa for the uk ?,a large approximate quantity of some attribute or thing,0.35406473
rio de janeiro airport workers strike on eve of world cup,put or introduce into something .,0.35482532
exclusive control or possession of something .,Death Toll Rises to 84 in Pakistan Floods,0.3555919
there are far more important political and economical reasons for military intervention or political sanctions .,bulb a and c are contained in different paths with the battery .,0.35635015
syria divided opposition struggles within wider syrian struggle,"In the year-ago period, Pearson posted a 26 million pre-tax profit.",0.35711056
sunderland 2-2 bolton : davies double gets trotters a point but they stay in bottom three,exclusive control or possession of something .,0.35787272
george0b1 nobody on this thread has said a good word about north vietnam .,a quantity that is an approximate calculation,0.35863602
an electrical connection between conductor and earth,climate change activists to obama : steer clear of congress,0.35940045
singapore stocks close 0.41 pct higher,The cat is playing keyboards,0.3601618
a young girl is on a ride at an amusement park .,a common one is haddock and is in season pretty much year round .,0.36092222
rescuers race to find 20 still trapped in india building collapse,"regular dish washing fluid is great for removing grease , as it not only dissolves it but also binds it .",0.36168402
"tornadoes hit kan . , okla . ; no injuries reported","i was offered the minimum salary i requested , should i ask for more ?",0.3624471
A motorcyclist with a red helmet is riding a blue motorcycle down the road,"yes , it is possible to publish a paper on model analysis .",0.36320874
"as per your definition , a star formed in a binary system ( hence near some gravitating body ) is a generalised planet .",13 killed in Afgan terror attack,0.3639702
a passenger plane parked on a runway .,mary jo white to be named new s.e.c. boss,0.3647323
you could probably get a tour agency to do it for you but it would cost you .,A woman is vigorously breaking two eggs in a bowl.,0.36549485
"Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15, classified as a Category 1 hurricane with maximum sustained winds of 85 mph.",defense official hints that israel is stepping back from plans to unilaterally attack iran,0.36625594
"but price declines have remained below 30 percent , year over year , for the last two quarters , said idc analyst john mcarthur .",A soccer player is scoring a goal,0.36701947
A group of men is playing soccer on the beach,would a colombian citizen with canadian residency need a transit visa for the uk ?,0.3677806
A dog is riding a skateboard in a park,"the euro soared to us $ 1.1914 in asian trading , before slipping back slightly to us $ 1.1895 as trading opened in europe .",0.3685423
"The GEM model used in this study retains wild-type Tp53, suggesting that the tumors successfully treated with bortezomib and fasudil might not be as aggressive as those in most NSCLC patients","strike out ( a batter ) , ( of a pitcher ) .",0.36930498
have or contain a certain wording or form .,A woman is playing the trumpet,0.3700679
"a system by which one currency is exchanged for another , enabling international transactions",at least 12 killed in nigeria church bombing,0.37082982
"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.",Two dogs and one cat sitting on couch.,0.3715902
"make a loud noise , as of animal .",the battery is contained in the circuit and the light bulb is not,0.3723535
the stiching that forms the rim of a shoe or boot .,a boy is talking to a giant dog .,0.3731164
"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.",A boy is eating a cupcake,0.37387735
'vampire diaries ' spinoff pilot coming to the cw,A man is making a phone call,0.37464148
bedclothes consisting of a lightweight cloth covering ( an afghan or bedspread ) that is casually thrown over something .,sony to axe pc unit in major business overhaul,0.37540123
a dog swimming in a pond,a sovereign regime and its assemblage,0.37616402
( construction ) a layer of masonry .,"i was offered the minimum salary i requested , should i ask for more ?",0.37692782
helmand province is the world 's largest opium-producing region .,a variant of a musical theme which employs notes of reduced duration from the original theme,0.37768817
the missile exploded .,A close-up of a gray cat with green eyes.,0.37845016
A kitten is drinking fresh milk,GATA2lox/lox Sporadic infection of lung cells with Adeno-Cre virus GATA2 loss induces regression of established tumors,0.37921548
"as per fifa 's "" equipment regulations "" , section 22 , only the goalkeeper is permitted to wear a cap .","the spatial , geometric contour of an object",0.3799747
remove to or from a place or situation,eurozone backs greek bailout,0.38073707
Two animals sitting on a rock.,"the quarterlies usually stay in stores for between six to eight weeks , "" carney added .",0.38149804
terminal 1 is connected to terminal 2,a black dog running along the edge of the ocean .,0.382262
alleged cop killer died from gunshot,"Nevada is where the most women smoke, 28 percent.",0.3830224
A dog is lying on a trampoline,a quantity that is an approximate calculation,0.38378447
polls open across france in presidential election,pulitzer-winning poet tracy k. smith 's sunday routine :,0.38454598
"no , don 't support your weight on your arms your hands simply aren 't really made for supporting all that weight .",The foreign bits are recognized by other cells that realize it is infected and kill it.,0.38530886
polls open across france in presidential election,"to say , state , or perform again .",0.38607073
the girl wearing a blue shirt is running through a science center .,others separate unfortunately because of an accumulated resentment .,0.38683325
car bombs kill at least 49 in iraq,the circuit is not closed around the battery .,0.38759196
third man arrested in savile sex abuse probe,in this frame a part is part of a larger whole comprised of parts that are ordered. the parts can be ordered temporally ( first to last and vice versa ) or vertically ( down to up and vice versa ) . the part can be modified by the part _ prop or the number of the part can be given by ordinality .,0.38835722
A group of men is playing soccer on the beach,"terminals 4 , 5 and 6 are separated from the negative battery terminal by a gap",0.38911963
"the lawyer for hollins jr . , thomas royce , has said his client had no link to the company that owned and operated e2 .",a large approximate quantity of some attribute or thing,0.38988143
the golden triangle region was 1 of the world 's biggest producers of opium .,a gray cat laying on a brown table .,0.3906436
A man is parking a motorbike,"the quarterlies usually stay in stores for between six to eight weeks , "" carney added .",0.3914057
02 : 41 156 killed in china earthquake,A group of students in uniforms is ignoring the front of the class,0.392167
four kids holding hands jump into a swimming pool .,be cognizant or aware of a fact or a specific piece of information ; possess knowledge or information about .,0.39292955
A person is putting shredded cheese in a pot.,"boeing airliner crashes in russian city of kazan , 50 killed",0.39369163
A cyclist is biking in a snowy forest at day,chinese stocks open lower wednesday,0.394454
go after with the intent to catch .,the positively charged dense center of an atom .,0.3952158
The cat is playing keyboards,indian minister killed in head-on collision,0.39597815
syria deploys more troops despite peace deal,There is no dog racing on a track,0.39673984
tamerlan tsarnaev buried in virginia,Two children are bouncing on colorful balls,0.39750183
that package included increases to both the city 's sales and income taxes .,"three dogs , one white and two brown , are running together on a field of grass .",0.39826417
two men compete in a tire rolling race .,express a certain idea when rendering a play or music,0.39902663
Three dogs are sniffing at something,the specific aid as the support of the market or the premium to the grass are essential .,0.39978802
a skateboard performs a trick off a quarter pipe .,Considerable evidence indicates that cancer cells develop dependencies on normal functions of certain genes that can potentially be exploited to improve therapeutic strategies.,0.40055043
kashmir is divided between india and pakistan .,a woman is playing a game with a man .,0.40131262
make sure of .,greece secures biggest debt deal in history,0.40207475
form a mental picture of something that is invisible or abstract .,"in south afghanistan , nato said two coalition service member were killed , one on friday and another on saturday .",0.40283638
have or contain a certain wording or form .,Three children are running up hill,0.4035988
a black and white dog jumping in the air to catch a Frisbee,warn or arouse to a sense of danger or call to a state of preparedness .,0.4043605
president obama turning to ex-prosecutor mary jo white to be securities and exchange commission ( s.e.c. ) boss,4 killed in shrine bombing in northwest pakistan,0.40512258
the act of terminating a life .,A small boy is scolding a dog,0.4058846
The man is playing the guitar.,if japan rises to the occasion japan will never be beaten even in terms of military power .,0.4066468
do i need to replace this water pressure valve ?,"because the terminals are not in a closed path , so you are giving the voltage of the battery itself",0.40740895
slanted blogs and when did i do that ?,meet by design ; be present at the arrival of ;,0.4081709
A girl is wearing white clothes and is dancing,leave it to a lawyer from # lakechuck to get justice thomas to break his silence .,0.4089334
a group of people sit around a table with food and beer .,chinese stocks open lower wednesday,0.40969527
third man arrested in savile sex abuse probe,Tan cows look closely at the camera.,0.41045713
The orange rider is not driving a motorcycle on one wheel,take up someone 's soul into heaven .,0.4112196
The man with a hard hat is dancing,a quantity that is an approximate calculation,0.41198176
an electrical connection between conductor and earth,the department also sent water and soil samples to the state health laboratory .,0.41274357
a group of girls on a beach .,Japan’s GDP growth downgraded to annual 1.1%,0.41350532
a ginger and white cat curled up and asleep on a leather chair .,officials : romney to get secret service protection,0.41426763
a cruise ship docked at a coast .,have or exploit a monopoly of .,0.41503006
"palestinians , israeli police clash at jerusalem 's al-aqsa",a woman is slicing big pepper .,0.41579193
"many people are on the beach , near a building with flags flying .","the lawyer for hollins jr . , thomas royce , has said his client had no link to the company that owned and operated e2 .",0.4165543
you could probably get a tour agency to do it for you but it would cost you .,An old person is sitting on a bench,0.41731632
You can buy it on ebay for $25 and up.,There is no woman slicing meat with a knife,0.4180783
"MiR-155 is upregulated in several human tumors, such as chronic lymphocytic leukemia, melanoma, head and neck squamous cell carcinoma, clear-cell kidney cancer , hepatocellular carcinoma, lymphoma, thyroid carcinoma], breast cancer, colon cancer, cervical cancer, pancreatic cancer, and lung cancer.",a dog is barking at a fly .,0.41884065
"Singapore reported no suspected SARS cases Wednesday, but officials quarantined 70 people who had contact with the Taiwanese patient.",bulb a and c are contained in different paths with the battery .,0.4196024
because bulbs b and c were still in a closed path with the battery .,form a mental picture of something that is invisible or abstract .,0.42036438
annan to visit syrian refugees in turkey tuesday,as a formal theorem bayes theorem is valid in all common interpretations of probability .,0.42112696
"despicable ben , stop trying to find excuses for the man .",the battery is contained in the circuit and the light bulb is not,0.4218886
china has been praised by the international community for efforts to resolve the korean peninsula nuclear issue .,egypt ' freezes muslim brotherhood assets',0.42265117
obama lashes north korea as weak ‚ äėpariah state ‚ äô,a backpack standing beside a train .,0.42341292
rein in to keep from winning a race .,GATA2lox/lox Sporadic infection of lung cells with Adeno-Cre virus GATA2 loss induces regression of established tumors,0.42417473
One man is running down the road,the voltage is the difference between the electrical state of the terminals .,0.424937
cause to move back and forth .,A little girl is frowning and taking off a fake nose and glasses,0.42569882
A man is not mowing a lawn,be cognizant or aware of a fact or a specific piece of information ; possess knowledge or information about .,0.42646116
A man is standing beside a birdcage which is large and colorful,you 're probably going to have to read various blogs to get all the information you want .,0.4272232
"two blasts near iranian embassy in beirut , 7 killed","the euro soared to us $ 1.1914 in asian trading , before slipping back slightly to us $ 1.1895 as trading opened in europe .",0.4279853
casey anthony has two of her four convictions thrown out .,Congress has added a new benefit - an option to buy insurance coverage for prescription drugs.,0.42874765
the activity of supplying or providing something .,people flip into a swimming pool .,0.42950997
the opening shot that scatters the balls in billiards or pool .,Three boys in karate uniform are sparring,0.43027154
six killed in us building collapse,because bulb c is not contained on the path of the other bulbs,0.4310336
the methodology takes much less time rather than naive methods .,jaya prada all set to join bjp,0.4317959
register formally as a participant or member .,a woman puts cosmetics on her eyelid .,0.4325579
make coincide in time or operation,"on wall street , the dow jones industrial average rose 0.5 per cent at 9,905.8 and the nasdaq composite added 0.7 per cent at 1,995.1 .",0.4333201
The man with a hard hat is dancing,Death Toll Rises to 84 in Pakistan Floods,0.4340818
syria 's assad vows to comply with u.n. resolution,a boy is pouring something from a pitcher .,0.43484396
a ginger and white cat curled up and asleep on a leather chair .,exclusive control or possession of something .,0.4356063
there is no more egg cell post-fertilization .,interesting article ! she ’ s ( rarely ) the boss,0.43636808
A woman is cutting an octopus,Algeria Mounts Military Operation to Rescue Al Qaeda Hostages,0.4371302
"the rev. christopher coyne , spokesman for the archdiocese , did not immediately return several calls seeking comment .",there is not gap between the terminals,0.4378922
maj-gen jeffery said he would give his military pension to charity while he served at yarralumla .,Someone is writing,0.43865436
barclays hit by fresh us probe,a lion is walking around .,0.43941638
the point is an unarmed child was murdered who was black .,"stock futures edge higher , all eyes on fed",0.4401785
syria divided opposition struggles within wider syrian struggle,i think it is still feasible to store seeds until the next year .,0.44094062
Adults and children standing and playing in front of steps near a wooded area,UK's Ex-Premier Margaret Thatcher Dies At 87,0.44170284
rescuers scour debris after india buildings collapse,disentangle and raise the fibers of .,0.44246474
i think he 'd be better for american business interests overall .,vatican embassy in syria hit by mortar fire,0.443227
does this page answer your question ?,cause to lean to the side .,0.4439888
a dog jumps through a hoop .,A keyboard is being played by a person,0.44475093
be on base at the end of an inning,"ibm said the rational products were also integrated with rational purifyplus , which allows developers to work in java , visual c # and visualbasic .net .",0.44551313
guatemala arrests software guru john mcafee,A father is taking away his daughter from a swimming pool,0.44627523
the statement did not specify the quantity of warheads the missile is capable of carrying .,A little girl in an orange striped outfit is airborne whilst bouncing on a bed.,0.4470371
the riyadh-based naif arab academy for security sciences said in a statement that it was running a two-week workshop for 50 anti-terrorism experts .,Two white cats are playing with a brown dog and a ball,0.4477995
un observers find traces of syrian massacre,warn or arouse to a sense of danger or call to a state of preparedness .,0.448561
spur on or encourage especially by cheers and shouts .,A woman is opening a soda and drinking it,0.4493237
The men are carefully putting suitcases into the trunk of a car,the department also sent water and soil samples to the state health laboratory .,0.4500857
"The GEM model used in this study retains wild-type Tp53, suggesting that the tumors successfully treated with bortezomib and fasudil might not be as aggressive as those in most NSCLC patients",a dog on the floor of a patio looks at a cat on the fence.,0.45084763
a man is shooting off guns .,"the futures of crude oil , fell by 7 percent to $ 99.80 a barrel . the new york mercantile exchange , in sales of this morning .",0.4516098
i think he 'd be better for american business interests overall .,"it is used in information filtering , information retrieval , indexing and relevancy rankings .",0.45237225
the way that a ' term ' is defined depends on the application .,there is not gap between the terminals,0.45313385
generations divided over gay marriage,A man is skiing down a hill and jumping a red obstacle,0.45389593
A group of men is playing soccer on the beach,98 dead in central african republic after clashes,0.4546581
be in direct physical contact with ; make contact .,There is no man writing a note near a bike,0.45542008
"prince is replacing sanford "" sandy "" weill , who will remain citigroup 's chairman .",anything that approximates the shape of a column or tower .,0.4561822
'it 's either too late or too early to intervene in syria',"the nasdaq is down roughly 0.4 percent for the month , on track to snap a 7-month streak of gains .",0.4569443
"protect , hide , or conceal from danger or harm .",The men are placing suitcases in the trunk of a car,0.4577062
a young girl doing a back flip in the water .,The herd of caribous is crossing a road quickly,0.45846835
