sentence1,sentence2,similarity
Comstock said several federal courts have ruled that the detentions are fully within the law.,Analysts surveyed by First Call were expecting sales of $723 million and a loss of 28 cents a share.,0.6056992
Tehran: EU sanctions won't force Iran into nuclear talks,A person is playing a piano.,0.6077945
Indian building collapse deaths rise to 14,A person is scrubbing a zucchini.,0.609889
"5 Taliban, 5 Afghan police killed in ambushes",A blonde haired toddler swinging on a tire swing.,0.61198354
A white dog running over a bridge.,Have you tried asking?,0.6140783
Suicide bomber kills 21 in NW Pakistan,You are not required to file a tax return in Canada if you have no taxable income.,0.61617327
the people are running a marathon,Schools Chancellor Joel Klein said he was pleased by the results.,0.618268
So how should I do this?,Four women and two men sit at a long table in a restaurant.,0.62036186
A grey cat lying on a wooden table.,The women are singing and dancing.,0.62245727
The health department spokesperson added the department is following Centers for Disease Control protocol.,A man is cutting an onion.,0.6245519
A motorcycle parked next to a car.,The consensus among Wall Street analysts was for a loss of 28 cents a share.,0.62664634
"Prices for Treasury securities also rose, with the yield on the benchmark 10-year note falling to 4.19 percent.",A group of people sitting at a restaurant table.,0.62874126
A boy and a dog running on grass,"Syria fighting rages in capital, Russia pressed",0.6308359
British teenager killed in fall from Magaluf hotel,A man is playing piano.,0.63293064
Rescuers search for survivors of Texas fertiliser plant blast,I realized there is already an accepted answer but I figure I would add my 2 cents.,0.63502526
A man is riding a white horse on an enclosed ground.,A group of people sitting at a restaurant table.,0.6371201
I think it is great that you had a test conducted.,"Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.",0.63921475
A group of people are sweeping water out of a house.,Two dogs play in the grass.,0.6413094
A woman is cutting a tomatoe.,Many killed in Syrian air strike,0.6434039
Schools Chancellor Joel Klein said he was pleased by the results.,"He refused to reveal what percentage of flights carried sky marshals, or whether they would be increased.",0.6454989
A dog runs through a field.,There are two ways to start with: plunging and dripping.,0.6475935
A woman is peeling a potato.,It's much better to ask.,0.649688
It really depends on the school and the program.,Adding aspirin to the water could kill the plant.,0.6517831
A yellow bird is eating fruit on a wire grate.,There are a few reasons that paint wrinkles.,0.6538773
"3 dead, 4 missing in central China construction accident",A panda slides down a slide.,0.65597224
One witness told Anatolian he saw the plane on fire while it was still in the air.,A woman is balling dough.,0.6580669
A man is moon-walking across a store.,A woman puts make-up on.,0.6601614
The family is playing a game together.,"I would say you can do it, but it wouldn't be advised.",0.66225606
"London 2012 Olympics: Opening Ceremony to be a 'green and pleasant land', says Danny Boyle","Ebbers' lawyer, Reid Weingarten, said despite the thorough investigation, ""the best the investigators can do is nitpick about the process and substance of isolated business decisions.""",0.6643511
A man is doing yoga.,"The report cites the marriage of the alleged operational commander of the Bali bombings, Mukhlas, as an example of how JI uses marriage to grow.",0.6664457
Sunderland 2-2 Bolton: Davies in at the double,"Hillary Clinton, the New York senator and former first lady, has a book out Monday titled Living History.",0.6685405
A man removing a tennis net.,You do not need to worry.,0.67063504
"Sayliyah was the command base for the Iraq war, but Central Command sent hundreds who ran the war back home to Tampa, Florida.","Problem is, the system doesn't account for people who could care less about money, or title.",0.67272973
A man is playing a ukulele.,Hernandez double gives Mexico victory,0.6748246
"Mt Gox finds 200,000 'forgotten' bitcoins",I think there are two important things to consider:,0.67691904
A young man is riding a skateboard and jumps onto a sidewalk then off at another curb.,A man is stirring juice.,0.6790142
"Now, with the agency's last three shuttles grounded in the wake of the Columbia disaster, that wait could be even longer.",Two dogs and a cat resting on a couch.,0.6811086
The Texas congressional delegation now is 17-15 Democratic.,You are on the right path.,0.6832031
Obama Struggles to Soothe Saudi Fears As Iran Talks Resume,A white sheep on a hillside looking at the camera.,0.68529797
You don't have to worry.,"International weapons experts leave Syria, Obama to make statement",0.6873927
It calls for the agency to plan an independent safety and engineering organization.,Opposition leaders emerge to commemorate Cambodian workers' deaths,0.68948734
Saudi Arabia gets a seat at the UN Security Council,Hernandez double gives Mexico victory over Japan,0.69158196
"Shares of MONY were gaining $2.57, or 9%, to $31.90 in after-hours trading on Instinet.",A moped in front of steps of ruins.,0.69367677
Someone touched the kitten chewing on a string.,A man is peeling an onion.,0.695771
"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.",Black bird standing on concrete.,0.69786584
A girl in a riding hat on a horse.,A baby is laughing.,0.69996095
You guys are making this all WAAAAAY too complicated.,The best thing you can do is to know your stuff.,0.7020551
Three people are meeting for coffee.,Iran warns of spillover of possible war on Syria,0.7041501
"Car Bomb Hits Swedish Consulate in Benghazi, None Hurt",You shouldn't feel any obligation at all.,0.70624506
Have you tried asking your employees?,I don't think that there's any.,0.7083396
You are making this too complicated.,I realized there is already an accepted answer but I figure I would add my 2 cents.,0.7104343
"Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.",Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season.,0.7125287
Mali due to vote for president,As soon as possible.,0.71462274
"Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to ""fully support PeopleSoft customers and products"" for many years to come.","Chaudhry was released 56 days later and the Fiji military installed an all-indigenous government led by Qarase, who won democratic elections in September 2001.",0.71671873
Editors from around the world urge Turkey to protect media,Japan to deport Chinese held over island landing,0.7188132
French President Francois Hollande's plane hit by lightning en route to Berlin,Suicide attack kills eight in Baghdad,0.72090834
A dog runs through a field.,A person is on a baseball team.,0.72300303
Someone is playing guitar.,A man is opening a box and taking out paper.,0.72509754
I think you're looking for Mikey (1992).,"The Fijian military installed an all-indigenous government led by Mr Qarase, who won democratic elections in September 2001.",0.7271919
Three people are waiting for the rain to stop.,A group of people sitting at a restaurant table.,0.72928715
Media freedom at stake as Turkey fights rebels,It is important to keep the story in the scope of your limit.,0.73138183
Maduro wins Venezuelan presidential vote,Obama Struggles to Soothe Saudi Fears As Iran Talks Resume,0.73347497
a brown dog with his tongue wagging as he runs through a field,Four dogs stand in the snow.,0.7355706
"Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.","The Fijian military installed an all-indigenous government led by Mr Qarase, who won democratic elections in September 2001.",0.7376652
It depends on the dish and how amenable it is at the stage you make the mistake.,"""The discovery that the MAP bug is present in the vast majority of Crohn's sufferers means it is almost certainly causing the intestinal inflammation,"" it said in a statement.",0.73976
A man riding on the back of an orange SUV.,"His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.",0.74185455
Klarman was charged with 16 counts of wire fraud.,"WorldCom's financial troubles came to light last year and the company subsequently filed for bankruptcy in July, 2002.",0.7439503
A boy skateboards down the railing of some graffiti stairs,A kid is playing keyboard.,0.74604386
Vehicles 'left burning' as smoke emits from Japan tunnel,"Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.",0.7481403
It's up to you what you want to do next.,This is a difficult one.,0.7502343
US drone strike kills eight in Waziristan,"Box cutters were the weapons used by the 19 hijackers in the Sept. 11, 2001, attacks.",0.752328
Ten people riding ATVs.,A line of motor bikes are parked in the middle of a street.,0.75442266
A woman puts make-up on.,A lady is playing the guitar.,0.7565186
Two couple are talking with each other.,a man and woman walking past a record shop,0.7586107
I don't see why there should be any problem with this whatsoever.,"I would say it is impossible to know, so don't risk it.",0.76070744
Senate confirms Janet Yellen as chair of US Federal Reserve,New Zealand votes to legalise same-sex marriage,0.7628024
Indian building collapse deaths rise to 14,Afghan parliament votes to remove key ministers,0.7648958
"Internet, phone service restored in Syrian capital",Annan to visit Syrian refugees in Turkey Tuesday,0.7669947
It's not a good idea.,You have a problem.,0.76908493
A man steers a blue boat past brightly colored houses.,A man is riding a motorcycle.,0.7711767
A black dog is jumping out of water.,Two brown dogs running through water.,0.7732703
"The new analysis found that 32 of the 16,608 participants developed ovarian cancer during about 5 years of follow-up.","WorldCom's accounting problems came to light early last year, and the company filed for bankruptcy in July 2002, citing massive accounting irregularities.",0.7753707
"The Swedish central bank, also meeting on Wednesday, is widely expected to announce a cut on Thursday of as much as half a percentage point.",The benchmark 10-year Treasury note yield <US10YT=RR> dipped below 4.20 percent on Tuesday.,0.77746344
"Internet, phone service restored in Syrian capital",Many killed in Syrian air strike,0.779557
A woman is about to paint.,A woman opens a window.,0.78165114
A man is holding a leaf.,A man is peeling an onion.,0.783748
"One dead, 8 missing in Vietnam boat accident",Former British PM Margaret Thatcher dies,0.78584504
Car bombs kill at least 16 in Iraqi capital,South Korean soldier reportedly flees after killing 5 comrades at border with North Korea,0.7879348
"One dead, 8 missing in Vietnam boat accident",Not a good beginning: Hollande's plane hit by lightning en route to Berlin,0.7900319
"3 dead, 4 missing in central China construction accident",Suicide attack kills eight in Baghdad,0.7921316
"So was Edie Falco, the critically praised co-star of ""Frankie and Johnny.""","Edie Falco was not nominated for ""Frankie and Johnny.""",0.7942159
A man sings with a guitar.,A man is playing a musical keyboard.,0.7963229
A woman is cutting a tomatoe.,A person dices up an orange pepper.,0.79840887
a brown and white dog is running on the grass.,Blue bird standing on green grass.,0.8005072
A black dog running into the water.,A white dog running over a bridge.,0.8025998
Analysts surveyed by First Call were expecting sales of $723 million and a loss of 28 cents a share.,Production for the second quarter was cut to 46 million barrels from 48 million barrels.,0.8046945
A white dog is standing by a river shaking himself dry.,A pale dog runs down a path.,0.8067993
Two dogs are running in the field.,A brown duck and white duck stand on the grass.,0.8088901
Major quake kills 39 in Pakistan,"5 Taliban, 5 Afghan police killed in ambushes",0.81097937
Two boys playing a game of flag football.,One boy is pushing another boy on a swing.,0.81308234
A group of horses grazing in a field.,Two black dogs are playing in a grassy plain.,0.8151746
Two women are dancing and singing in front of a crowd.,A woman is dancing.,0.81724834
A boy and a dog running on grass,A man and a dog on rocks on a beach.,0.81936646
A man is cutting a mat.,A man is making a bed.,0.82148343
Two boys playing a game of flag football.,Two men are playing football.,0.8235414
Major quake kills 39 in Pakistan,Man who battled Fukushima disaster dies of cancer,0.82564104
It depends on what you want to be able to do.,"You just have to base your answer on what you do know, which is what you want.",0.827745
New Zealand votes to legalise same-sex marriage,CII endorses underage marriage,0.82983387
Romney Wins Nevada Caucus,Mali Counts Votes After Presidential Runoff,0.8318983
"You should, but you don't have to.","If you haven't, you should.",0.8340235
I don't see why this could be a problem.,You do not need to worry.,0.836117
4 foreigners among 9 killed in Kabul hotel attack,Afghan police kill 5 Taliban fighters,0.8382011
Suicide bomber kills 12 in Nigeria church,Bombing Outside Restaurant in Pakistan Wounds 15,0.84028137
There is a couple outdoors.,There are four people outside.,0.8423694
There are a few things I think you should do.,You should do it.,0.8445093
A man cuts an onion.,A man is slicing some carrots.,0.8466065
I think it is depends on the program.,It depends on how it's used.,0.84869
Syria fighting rages as Russia urges Western re-think,Iran warns of spillover of possible war on Syria,0.8508823
Someone is playing guitar.,A man is singing and playing a guitar.,0.8528633
A man is playing a ukulele.,A man is playing guitar.,0.8549497
Two brown dogs runs through the water.,A black dog running through water.,0.8570634
The woman is slicing herbs.,Someone is slicing an onion.,0.85919946
"Three young men run, jump, and kick off of a Coke machine.",Three men are jumping off a wall.,0.8612427
A woman is slicing garlics.,A person is slicing some onions.,0.86334974
